COMMON_NAME,area_square_miles,Estimate,Lower,Upper
Black-browed Barbet,30364.1304,X,X,X
Golden-naped Barbet,2011.018885,X,X,X
Crimson-fronted Parakeet,35737.79043,X,X,X
Brehm's Tiger-Parrot,47701.35602,X,X,X
Modest Tiger-Parrot,25144.11818,X,X,X
Painted Tiger-Parrot,21782.12444,X,X,X
Layard's Parakeet,7309.642801,X,X,X
Malabar Parakeet,46859.53944,X,X,X
Slaty-headed Parakeet,57586.31264,X,X,X
Large Fig-Parrot,31821.70519,X,X,X
Edwards's Fig-Parrot,38282.59115,X,X,X
Black-headed Parrotbill,2455.702735,X,X,X
White-breasted Parrotbill,27717.65966,X,X,X
King-of-Saxony Bird-of-Paradise,42194.12722,X,X,X
Cape Francolin,58223.98527,X,X,X
Erckel's Francolin,56445.42563,X,X,X
Jackson's Francolin,6387.667041,X,X,X
Handsome Francolin,6613.331233,X,X,X
Gray-breasted Francolin,30000.02461,X,X,X
Fiery-billed Aracari,7591.741458,X,X,X
Chestnut-throated Huet-huet,20491.90911,X,X,X
Moustached Turca,43182.48271,X,X,X
Pied Shrike-Babbler,24529.53255,X,X,X
Black-banded Fruit-Dove,14504.87805,X,X,X
Black-backed Fruit-Dove,28838.42633,X,X,X
Atoll Fruit-Dove,252.5929192,X,X,X
White-capped Fruit-Dove,393.1529282,X,X,X
White-headed Fruit-Dove,1306.158126,X,X,X
Red-bellied Fruit-Dove,12365.14862,X,X,X
Kosrae Fruit-Dove,41.86141547,X,X,X
Gray-headed Fruit-Dove,8044.485102,X,X,X
Knob-billed Fruit-Dove,16505.79853,X,X,X
Henderson Island Fruit-Dove,15.87337234,X,X,X
Blue-capped Fruit-Dove,10092.69147,X,X,X
Palau Fruit-Dove,175.470772,X,X,X
Pink-headed Fruit-Dove,10672.38458,X,X,X
Silver-capped Fruit-Dove,298.375543,X,X,X
Yellow-bibbed Fruit-Dove,7987.40184,X,X,X
Tanna Fruit-Dove,4651.075791,X,X,X
Wallace's Fruit-Dove,5119.87156,X,X,X
Long-tailed Silky-flycatcher,3685.007987,X,X,X
Striated Wren-Babbler,20198.01752,X,X,X
Nahan's Francolin,660.6880086,X,X,X
Rufous-sided Honeyeater,23358.50254,X,X,X
Rufous-backed Honeyeater,23884.02094,X,X,X
Mayr's Honeyeater,425.7487426,X,X,X
Yellow-streaked Honeyeater,53822.47355,X,X,X
Gray-streaked Honeyeater,39521.97184,X,X,X
Leaden Honeyeater,52773.02528,X,X,X
Cuban Blackbird,41171.17922,X,X,X
Red-capped Parrot,48752.41462,X,X,X
Orange-spotted Bulbul,28150.29676,X,X,X
Cape Bulbul,58558.45184,X,X,X
Ashy-fronted Bulbul,5102.928427,X,X,X
Cream-striped Bulbul,24342.52691,X,X,X
Blue-wattled Bulbul,21854.28484,X,X,X
Yellow-eared Bulbul,1515.904402,X,X,X
Spot-necked Bulbul,37512.41691,X,X,X
Marbled Honeyeater,41017.68193,X,X,X
Rose-faced Parrot,35770.72801,X,X,X
Gold-naped Finch,52071.03713,X,X,X
White-cheeked Bullfinch,6537.016863,X,X,X
Blaze-winged Parakeet,55406.59854,X,X,X
Fiery-shouldered Parakeet,19823.24302,X,X,X
Red-eared Parakeet,2433.943216,X,X,X
Sulphur-winged Parakeet,3089.2325,X,X,X
Bonaparte's Parakeet,18213.93144,X,X,X
Pfrimer's Parakeet,2774.434957,X,X,X
Rose-headed Parakeet,4473.077677,X,X,X
Palau Owl,168.7973154,X,X,X
Nicaraguan Grackle,2741.00514,X,X,X
Choco Toucan,40804.82484,X,X,X
Flame-rumped Tanager,12237.32855,X,X,X
Black-bellied Tanager,29601.07333,X,X,X
Black-backed Thornbill,1005.399785,X,X,X
Rand's Warbler,57719.23087,X,X,X
Flamecrest,8550.158839,X,X,X
Crested Cuckoo-Dove,13241.55941,X,X,X
Black-headed Penduline-Tit,38419.01104,X,X,X
Long-billed Rhabdornis,4964.992678,X,X,X
Stripe-breasted Rhabdornis,44363.98528,X,X,X
Sulawesi Hornbill,49451.40025,X,X,X
Writhed Hornbill,34748.90627,X,X,X
Mottled Berryhunter,58206.82871,X,X,X
Harlequin Antbird,26310.12398,X,X,X
Visayan Fantail,11010.26453,X,X,X
Friendly Fantail,57333.52923,X,X,X
Dimorphic Fantail,50648.91264,X,X,X
Blue-headed Fantail,32199.78456,X,X,X
Bismarck Fantail,4808.97965,X,X,X
Brown-capped Fantail,11793.59417,X,X,X
White-bellied Fantail,3286.857712,X,X,X
Pohnpei Fantail,135.5917786,X,X,X
Palau Fantail,170.9564218,X,X,X
Black Thicket-Fantail,53100.67568,X,X,X
Samoan Fantail,754.9642975,X,X,X
Black-and-cinnamon Fantail,3475.185506,X,X,X
Long-tailed Fantail,1205.421045,X,X,X
Rufous-tailed Fantail,3193.243595,X,X,X
Rennell Fantail,260.7970434,X,X,X
Northern Fantail,12053.81099,X,X,X
Tawny-backed Fantail,1004.484649,X,X,X
Dusky Fantail,1288.818264,X,X,X
Crimson-breasted Finch,37059.89189,X,X,X
Pacific Flatbill,40881.23503,X,X,X
Tumbes Sparrow,18917.34019,X,X,X
Huayco Tinamou,43696.94129,X,X,X
Congo Martin,49507.05732,X,X,X
Pale Sand Martin,40289.51041,X,X,X
Bicol Ground-Warbler,5029.844981,X,X,X
Sierra Madre Ground-Warbler,6737.052029,X,X,X
Roraiman Barbtail,27626.97487,X,X,X
Long-billed White-eye,135.5798871,X,X,X
Lesser Antillean Saltator,1541.317875,X,X,X
Black-winged Saltator,42569.47631,X,X,X
Masked Saltator,28016.20123,X,X,X
Black-cowled Saltator,10241.47457,X,X,X
Reunion Stonechat,981.1335126,X,X,X
White-throated Tapaculo,40253.88117,X,X,X
Tooth-billed Bowerbird,1929.626318,X,X,X
Black-crowned Fulvetta,3638.377647,X,X,X
Finch-billed Myna,54814.87214,X,X,X
Moorland Francolin,18176.02332,X,X,X
Bukidnon Woodcock,3213.630995,X,X,X
Sulawesi Woodcock,8480.86036,X,X,X
New Guinea Woodcock,44257.34402,X,X,X
Javan Woodcock,7047.996618,X,X,X
Tschudi's Tapaculo,12631.98729,X,X,X
Ancash Tapaculo,5935.412579,X,X,X
Neblina Tapaculo,12833.01577,X,X,X
Bolivian Tapaculo,24816.31074,X,X,X
Caracas Tapaculo,2021.574124,X,X,X
Choco Tapaculo,10004.35628,X,X,X
Diamantina Tapaculo,8172.747557,X,X,X
Rufous-vented Tapaculo,32195.55643,X,X,X
Dusky Tapaculo,44709.13813,X,X,X
Boa Nova Tapaculo,1683.455773,X,X,X
Pale-bellied Tapaculo,9232.451085,X,X,X
Brown-rumped Tapaculo,3959.796583,X,X,X
Large-footed Tapaculo,15522.18824,X,X,X
Merida Tapaculo,7990.628401,X,X,X
Long-tailed Tapaculo,17529.22196,X,X,X
Brasilia Tapaculo,45768.36805,X,X,X
Paramo Tapaculo,27754.27021,X,X,X
Planalto Tapaculo,17993.90866,X,X,X
Chusquea Tapaculo,1639.177002,X,X,X
Trilling Tapaculo,45282.46291,X,X,X
Rock Tapaculo,17862.44182,X,X,X
Santa Marta Tapaculo,1747.126007,X,X,X
Diademed Tapaculo,14761.12474,X,X,X
Puna Tapaculo,11549.10856,X,X,X
Spillmann's Tapaculo,33036.37499,X,X,X
White-browed Tapaculo,20505.19679,X,X,X
Unicolored Tapaculo,1910.297402,X,X,X
Vilcabamba Tapaculo,965.5473435,X,X,X
Nariño Tapaculo,6491.306548,X,X,X
Zimmer's Tapaculo,20598.51129,X,X,X
Scintillant Hummingbird,3638.067587,X,X,X
Yellow-eared Toucanet,59160.12247,X,X,X
Standardwing Bird-of-Paradise,5143.799372,X,X,X
Prong-billed Barbet,6129.068134,X,X,X
Toucan Barbet,17234.19378,X,X,X
Tasmanian Scrubwren,16099.73282,X,X,X
Atherton Scrubwren,9540.828258,X,X,X
Large Scrubwren,51193.51725,X,X,X
Papuan Scrubwren,33431.09412,X,X,X
Buff-faced Scrubwren,47277.85251,X,X,X
Vogelkop Scrubwren,3230.853105,X,X,X
White-capped Tanager,39869.62453,X,X,X
Flame Bowerbird,13775.96242,X,X,X
Regent Bowerbird,34601.84357,X,X,X
Ethiopian Siskin,44377.98442,X,X,X
Roraiman Nightjar,17642.96164,X,X,X
Adelaide's Warbler,3445.205799,X,X,X
Prairie Warbler,34025.78797,X,X,X
Yellow-throated Warbler,51532.63985,X,X,X
Hermit Warbler,8722.73173,X,X,X
Arrowhead Warbler,4255.517775,X,X,X
Plumbeous Warbler,925.6229736,X,X,X
Townsend's Warbler,9581.82886,X,X,X
Equatorial Akalat,53007.83319,X,X,X
Rubeho Akalat,213.2846113,X,X,X
Usambara Akalat,359.0236724,X,X,X
Sharpe's Akalat,35887.91076,X,X,X
Greater Yellow-Finch,52410.05978,X,X,X
Citron-headed Yellow-Finch,30532.60715,X,X,X
Raimondi's Yellow-Finch,26228.47505,X,X,X
Sulphur-throated Finch,15999.35185,X,X,X
Brown-winged Parrotbill,48338.39598,X,X,X
Stub-tailed Antbird,21525.60584,X,X,X
Dull-mantled Antbird,14165.57394,X,X,X
Esmeraldas Antbird,24971.04839,X,X,X
Magdalena Antbird,34119.80819,X,X,X
Spectacled Prickletail,7976.497246,X,X,X
Kashmir Nuthatch,54104.41871,X,X,X
Yellow-billed Nuthatch,9545.597139,X,X,X
Chestnut-bellied Tit,13862.30529,X,X,X
Iriomote Tit,107.8973568,X,X,X
White-fronted Tit,21276.56018,X,X,X
Olivaceous Piha,42156.36,X,X,X
Rufous-throated Wren-Babbler,21950.14138,X,X,X
Pale-throated Wren-Babbler,613.4076002,X,X,X
Chin Hills Wren-Babbler,11463.95375,X,X,X
Nicobar Serpent-Eagle,428.9653738,X,X,X
Sulawesi Serpent-Eagle,44763.00233,X,X,X
Hispaniolan Spindalis,28880.17409,X,X,X
Jamaican Spindalis,4255.517775,X,X,X
Puerto Rican Spindalis,3387.80726,X,X,X
Black-capped Siskin,19324.73977,X,X,X
Antillean Siskin,3745.968135,X,X,X
Lawrence's Goldfinch,13280.91206,X,X,X
Andean Siskin,45541.99462,X,X,X
Obbia Lark,21316.22016,X,X,X
Masked Lark,28294.80468,X,X,X
Nicaraguan Seed-Finch,20378.72649,X,X,X
Parrot-billed Seedeater,39539.86492,X,X,X
Drab Seedeater,36823.12663,X,X,X
White-breasted Babbler,10846.37023,X,X,X
Sooty Babbler,8402.046285,X,X,X
White-bibbed Babbler,24645.92391,X,X,X
Red-eared Firetail,31783.01845,X,X,X
Violet-chested Hummingbird,15598.48031,X,X,X
Least Tern,3107.050675,X,X,X
Rusty-crowned Babbler,14343.34408,X,X,X
Golden-crowned Babbler,6100.892957,X,X,X
Black-crowned Babbler,11831.82779,X,X,X
Black Currawong,26274.27182,X,X,X
Bare-eyed Myna,1056.847732,X,X,X
White-winged Collared-Dove,59276.27035,X,X,X
Bougainville Honeyeater,775.587259,X,X,X
Omani Owl,1410.522467,X,X,X
Fulvous Owl,44799.37167,X,X,X
White-headed Starling,2118.122479,X,X,X
Eastern Orphean Warbler,4208.819941,X,X,X
Kolombangara Monarch,1789.634112,X,X,X
White-tailed Monarch,429.2624367,X,X,X
Black-tipped Monarch,3074.841065,X,X,X
White-breasted Monarch,92.4360234,X,X,X
Black-bibbed Monarch,1782.856342,X,X,X
Black-tailed Monarch,16216.75411,X,X,X
White-collared Monarch,1303.603305,X,X,X
Rio Orinoco Spinetail,22.2376716,X,X,X
Black-throated Spinetail,781.6578636,X,X,X
Stripe-breasted Spinetail,32952.66785,X,X,X
Red-shouldered Spinetail,9619.629132,X,X,X
Necklaced Spinetail,19179.31316,X,X,X
Silvery-throated Spinetail,5859.743445,X,X,X
Guttulate Foliage-gleaner,4788.219787,X,X,X
White-throated Foliage-gleaner,38260.14275,X,X,X
Bolivian Recurvebill,31428.94277,X,X,X
Ancient Murrelet,54355.18226,X,X,X
Pygmy Swift,12625.73702,X,X,X
Tumbes Swallow,16791.18048,X,X,X
Falkland Steamer-Duck,4646.253463,X,X,X
Green-throated Tanager,20109.74171,X,X,X
Golden Tanager,15026.91835,X,X,X
Golden-eared Tanager,38530.2655,X,X,X
Blue-browed Tanager,34328.37052,X,X,X
Emerald Tanager,14311.56102,X,X,X
Green-naped Tanager,1173.113292,X,X,X
Black-capped Tanager,51638.37712,X,X,X
Silver-throated Tanager,29020.84878,X,X,X
Blue-whiskered Tanager,26728.36685,X,X,X
Metallic-green Tanager,40326.23425,X,X,X
Rufous-winged Tanager,52972.20358,X,X,X
Gray-and-gold Tanager,17058.35925,X,X,X
Sira Tanager,1409.687278,X,X,X
Golden-naped Tanager,51960.6565,X,X,X
Rufous-cheeked Tanager,2639.885921,X,X,X
Silvery Tanager,39480.35801,X,X,X
Scrub Tanager,47842.90001,X,X,X
Great-billed Parrot,37345.83464,X,X,X
Numfor Paradise-Kingfisher,129.7358166,X,X,X
Brown-headed Paradise-Kingfisher,10478.37798,X,X,X
Little Paradise-Kingfisher,18873.68209,X,X,X
Red-breasted Paradise-Kingfisher,40338.4798,X,X,X
Biak Paradise-Kingfisher,975.4881303,X,X,X
Buff-breasted Paradise-Kingfisher,4065.636553,X,X,X
Many-spotted Hummingbird,42514.33967,X,X,X
Bolivian Earthcreeper,27199.78101,X,X,X
Red-flanked Bluetail,28890.63836,X,X,X
Collared Bush-Robin,9086.212563,X,X,X
Knysna Turaco,48199.41036,X,X,X
Doherty's Bushshrike,43668.23797,X,X,X
Sri Lanka Woodshrike,25558.94596,X,X,X
Malabar Woodshrike,49470.02427,X,X,X
Rufescent White-eye,1227.411642,X,X,X
Japanese Paradise-Flycatcher,13916.79307,X,X,X
Sao Tome Paradise-Flycatcher,331.4724996,X,X,X
Bedford's Paradise-Flycatcher,16429.67628,X,X,X
Mascarene Paradise-Flycatcher,1273.29831,X,X,X
Blue Paradise-Flycatcher,3146.540109,X,X,X
Russet-capped Tesia,11229.0717,X,X,X
Javan Tesia,2274.968933,X,X,X
Upland Antshrike,24111.99892,X,X,X
Collared Antshrike,39530.49267,X,X,X
Black-hooded Antshrike,10906.40151,X,X,X
Acre Antshrike,362.3054834,X,X,X
Streak-backed Antshrike,55300.92601,X,X,X
Black-backed Antshrike,43995.2805,X,X,X
Bar-crested Antshrike,46956.67397,X,X,X
Cocha Antshrike,2974.855199,X,X,X
Lined Antshrike,41079.91044,X,X,X
Chapman's Antshrike,10762.62198,X,X,X
Thamnornis,26882.02268,X,X,X
Fulvous-headed Tanager,15444.58126,X,X,X
Buff-bellied Tanager,7740.654089,X,X,X
Brown-flanked Tanager,4834.330271,X,X,X
Flammulated Treehunter,22056.64991,X,X,X
Uniform Treehunter,15833.67444,X,X,X
Black-billed Treehunter,46719.2822,X,X,X
Streak-breasted Treehunter,6792.812937,X,X,X
Rufous-backed Treehunter,44958.81272,X,X,X
Streak-capped Treehunter,24152.45647,X,X,X
Delta Amacuro Softtail,313.1626616,X,X,X
Antioquia Wren,1247.994656,X,X,X
Olive Straightbill,52950.15112,X,X,X
Jackson's Hornbill,43543.26565,X,X,X
Cinnamon-banded Kingfisher,21100.68026,X,X,X
Blue-and-white Kingfisher,9724.543416,X,X,X
Talaud Kingfisher,393.185593,X,X,X
Lazuli Kingfisher,7099.861182,X,X,X
Ultramarine Kingfisher,8955.358,X,X,X
Palau Kingfisher,171.8416602,X,X,X
Flat-billed Kingfisher,1110.869786,X,X,X
Beach Kingfisher,51844.04505,X,X,X
Chattering Kingfisher,158.6522896,X,X,X
Society Kingfisher,409.771856,X,X,X
Narrow-billed Tody,28616.68199,X,X,X
Puerto Rican Tody,3387.80726,X,X,X
Cuban Tody,42352.53818,X,X,X
Broad-billed Tody,28880.17409,X,X,X
Jamaican Tody,4255.516637,X,X,X
Blue-fronted Parrotlet,51185.5101,X,X,X
Gray Thrasher,38472.35496,X,X,X
Ocellated Thrasher,34257.06018,X,X,X
Whistling Green-Pigeon,14147.38946,X,X,X
Sri Lanka Green-Pigeon,25267.78719,X,X,X
Sumba Green-Pigeon,2345.640014,X,X,X
Tasmanian Nativehen,13841.8282,X,X,X
White-streaked Honeyeater,24206.21522,X,X,X
Olive-headed Lorikeet,14630.54516,X,X,X
Yellow-and-green Lorikeet,1584.05952,X,X,X
Blue-bellied Parrot,11676.77168,X,X,X
Brown-capped Laughingthrush,20391.72732,X,X,X
Red-winged Laughingthrush,52762.16125,X,X,X
Prince Henry's Laughingthrush,49793.85223,X,X,X
Bhutan Laughingthrush,10807.77647,X,X,X
White-whiskered Laughingthrush,5084.097671,X,X,X
Malayan Laughingthrush,5729.333564,X,X,X
Striped Laughingthrush,43281.77208,X,X,X
Rufous-browed Wren,52244.75652,X,X,X
Tepui Wren,26137.10074,X,X,X
Socorro Wren,52.16706102,X,X,X
Citreoline Trogon,47882.46237,X,X,X
Lattice-tailed Trogon,6285.732676,X,X,X
Blue-tailed Trogon,30670.09221,X,X,X
Elegant Trogon,52925.80801,X,X,X
Ecuadorian Trogon,21971.62592,X,X,X
Black-throated Wren-Babbler,29879.42416,X,X,X
Mountain Wren-Babbler,13510.95025,X,X,X
Large Wren-Babbler,50136.20819,X,X,X
Marbled Wren-Babbler,33973.63528,X,X,X
Rusty-breasted Wren-Babbler,28416.92437,X,X,X
Northern Pied-Babbler,34379.32957,X,X,X
Orange-billed Babbler,4699.114685,X,X,X
Scaly Babbler,24844.6229,X,X,X
White-chinned Thrush,4255.517775,X,X,X
Comoro Thrush,645.2613037,X,X,X
Chestnut-bellied Thrush,27636.77357,X,X,X
White-eyed Thrush,4255.517775,X,X,X
Ecuadorian Thrush,33983.60715,X,X,X
Marañon Thrush,15298.03179,X,X,X
Pale Thrush,35758.46555,X,X,X
Red-legged Thrush,2731.248647,X,X,X
Plumbeous-backed Thrush,29815.7813,X,X,X
Usambara Thrush,647.3900878,X,X,X
Rufous-collared Robin,29551.10649,X,X,X
Indian Blackbird,48687.71501,X,X,X
Spotted Buttonquail,40987.57863,X,X,X
Luzon Buttonquail,40567.40784,X,X,X
Lesser Prairie-Chicken,24434.97003,X,X,X
Snowy-throated Kingbird,34067.85651,X,X,X
Seram Masked-Owl,502.8331722,X,X,X
Ashy-faced Owl,29269.35915,X,X,X
Sulawesi Masked-Owl,59618.45028,X,X,X
White-throated Earthcreeper,18618.86122,X,X,X
Patagonian Forest Earthcreeper,47028.33713,X,X,X
Rufous-gaped Hillstar,15522.11593,X,X,X
White-tailed Hillstar,12630.70383,X,X,X
Taiwan Blue-Magpie,7915.330742,X,X,X
White-winged Magpie,13047.97557,X,X,X
Green Longtail,18883.21043,X,X,X
Agile Tit-Tyrant,20602.33586,X,X,X
Unstreaked Tit-Tyrant,29690.98379,X,X,X
Timor Stubtail,13716.67641,X,X,X
Bornean Stubtail,50860.64164,X,X,X
Purple-bibbed Whitetip,6709.629425,X,X,X
Rufous-vented Whitetip,12064.79531,X,X,X
Black-backed Bush Tanager,14014.13386,X,X,X
Gray-headed Lapwing,15121.2711,X,X,X
Mindanao Jungle-Flycatcher,2985.46233,X,X,X
Eyebrowed Jungle-Flycatcher,12038.63488,X,X,X
Jos Plateau Indigobird,4648.213905,X,X,X
Quailfinch Indigobird,28487.67743,X,X,X
Blue-crowned Lorikeet,1418.598372,X,X,X
Black-whiskered Vireo,32467.69086,X,X,X
Cozumel Vireo,188.5458214,X,X,X
Cassin's Vireo,830.6928875,X,X,X
Cuban Vireo,42411.10786,X,X,X
Puerto Rican Vireo,2700.958607,X,X,X
Jamaican Vireo,4255.517775,X,X,X
Flat-billed Vireo,5095.088615,X,X,X
Blue Mountain Vireo,4255.517775,X,X,X
Gray Vireo,3188.451447,X,X,X
Yellow-headed Blackbird,13007.20864,X,X,X
Macleay's Honeyeater,10551.42721,X,X,X
Equatorial Graytail,11706.16504,X,X,X
Angola Cave-Chat,15516.45381,X,X,X
Tit-like Dacnis,21410.28457,X,X,X
Olive Manakin,27143.03844,X,X,X
Pollen's Vanga,23686.20498,X,X,X
Lafresnaye's Vanga,15671.74733,X,X,X
Belted Flycatcher,8563.121181,X,X,X
Salinas Monjita,9629.349755,X,X,X
Taiwan Yuhina,5279.387911,X,X,X
Burmese Yuhina,22315.27442,X,X,X
Wrenthrush,1996.134726,X,X,X
Galapagos Dove,3216.622185,X,X,X
Choco Tyrannulet,27915.42853,X,X,X
Bolivian Tyrannulet,43232.16616,X,X,X
Chico's Tyrannulet,7671.483106,X,X,X
Red-billed Tyrannulet,29230.79383,X,X,X
Spectacled Tyrannulet,9301.480488,X,X,X
Venezuelan Tyrannulet,4493.127629,X,X,X
Guatemalan Tyrannulet,27548.18074,X,X,X
Peruvian Tyrannulet,34386.06395,X,X,X
Sao Tome Spinetail,389.3858924,X,X,X
Sunda Thrush,51923.82483,X,X,X
Fawn-breasted Thrush,1251.49857,X,X,X
Makira Thrush,346.9961425,X,X,X
Himalayan Thrush,21983.19943,X,X,X
Black-ringed White-eye,12090.75728,X,X,X
Black-capped White-eye,44919.71062,X,X,X
Cream-throated White-eye,8995.749784,X,X,X
Black-crowned White-eye,20050.83186,X,X,X
Buru White-eye,3183.680537,X,X,X
Sri Lanka White-eye,3092.504097,X,X,X
Lemon-bellied White-eye,36223.80449,X,X,X
Kosrae White-eye,39.58182312,X,X,X
Ashy-bellied White-eye,14822.16003,X,X,X
Sulawesi White-eye,15441.24265,X,X,X
Layard's White-eye,6429.902026,X,X,X
Dusky White-eye,171.8387782,X,X,X
Yellow-fronted White-eye,4699.266605,X,X,X
Javan White-eye,6842.411661,X,X,X
Capped White-eye,39421.24514,X,X,X
Great Kai White-eye,214.8831155,X,X,X
Louisiade White-eye,404.0338021,X,X,X
Plain White-eye,37.82536894,X,X,X
Black-headed White-eye,3884.987391,X,X,X
Large Lifou White-eye,447.698282,X,X,X
Kirk's White-eye,398.253375,X,X,X
Ambon White-eye,306.8337589,X,X,X
Solomons White-eye,1633.922507,X,X,X
Principe Speirops,56.61790217,X,X,X
Black-capped Speirops,331.4779703,X,X,X
Mauritius Gray White-eye,724.7901981,X,X,X
Mayotte White-eye,139.8932061,X,X,X
Yellow-throated White-eye,6527.41182,X,X,X
Lowland White-eye,40782.33843,X,X,X
Black-fronted White-eye,31711.67342,X,X,X
Small Lifou White-eye,447.698282,X,X,X
Kolombangara White-eye,43.0828623,X,X,X
Biak White-eye,892.6323288,X,X,X
Yellowish White-eye,54504.04269,X,X,X
New Guinea White-eye,39819.89396,X,X,X
Yap White-eye,37.82536894,X,X,X
Reunion White-eye,981.1335126,X,X,X
Pohnpei White-eye,132.385281,X,X,X
Rennell White-eye,260.7970434,X,X,X
Enggano White-eye,156.3498992,X,X,X
Santa Cruz White-eye,193.6872126,X,X,X
Caroline Islands White-eye,327.3453167,X,X,X
Togian White-eye,136.3471667,X,X,X
Seram White-eye,4534.075118,X,X,X
Malaita White-eye,1683.618851,X,X,X
Little Kai White-eye,162.4565999,X,X,X
Pemba White-eye,374.6781304,X,X,X
Green-backed White-eye,6641.742991,X,X,X
Palawan Striped-Babbler,99.21460215,X,X,X
Panay Striped-Babbler,110.0731249,X,X,X
Luzon Striped-Babbler,7876.705417,X,X,X
Chestnut-faced Babbler,12398.05648,X,X,X
Gray Warbler-Finch,401.3224633,X,X,X
Red-chinned Lorikeet,5718.745188,X,X,X
Gray-hooded Bush Tanager,23809.65655,X,X,X
Great Lizard-Cuckoo,42390.66841,X,X,X
Violet-throated Starfrontlet,16809.46658,X,X,X
Bower's Shrikethrush,11962.60071,X,X,X
Sooty Shrikethrush,15687.10788,X,X,X
Katanga Masked-Weaver,17598.91001,X,X,X
Sulu Hornbill,226.0623551,27,,
Fatuhiva Monarch,31.94972566,33,,
California Condor,39284.87923,44,,
Reunion Cuckooshrike,11.08524905,66,,
Mangareva Kingfisher,9.790152275,90,,
Grenada Dove,5.928658003,110,,
Kakapo,22.10582621,116,,
Polynesian Ground-Dove,18.47457799,150,,
Seychelles Magpie-Robin,0.642669205,190,,
Yellow-eared Parrot,198.2810549,212,,
Pale-headed Brushfinch,0.377802089,226,,
Chatham Robin,1.506111798,230,,
Madagascar Fish-Eagle,20371.42596,240,,
Moheli Scops-Owl,80.01362136,260,,
Asir Magpie,16469.64033,270,,
South Island Takahe,258.9744082,280,,
Truk White-eye,13.1941452,350,,
Marquesas Kingfisher,149.7779037,350,,
Atiu Swiftlet,10.23959261,400,,
Goldie's Bird-of-Paradise,322.1844616,450,,
Noronha Elaenia,7.771640815,500,,
Rarotonga Monarch,0.765317543,500,,
Buff-breasted Buttonquail,797.7747793,500,,
Seychelles Kestrel,85.80447226,530,,
St. Helena Plover,16.84088411,560,,
Mauritius Bulbul,49.95380855,560,,
Noronha Vireo,7.796367178,670,,
Sichuan Treecreeper,14878.93408,700,,
Akiapolaau,58.44331334,800,,
Pitt Island Shag,4604.277385,868,,
Tuamotu Sandpiper,25.15297988,900,,
Taita Thrush,59.59276268,930,,
Spanish Eagle,50664.77391,970,,
Humblot's Heron,23627.52687,1000,,
Western Bristlebird,209.7472636,1000,,
Aldabra Drongo,61.57421274,1000,,
Hawaiian Hawk,2686.287452,1100,,
Blue Duck,21170.98967,1200,,
Oahu Elepaio,90.74325209,1261,,
Comoro Scops-Owl,67.31361761,1300,,
Little Spotted Kiwi,13.57852838,1400,,
Hawaiian Duck,1614.320041,1500,,
Milky Stork,33828.55248,1500,,
Kuhl's Lorikeet,3.253614909,1500,,
Titicaca Grebe,18873.45562,1600,,
Brown Teal,361.5514288,1700,,
Gunnison Sage-Grouse,3738.732412,1700,,
Ouvea Parakeet,59.10234779,1800,,
Elfin-woods Warbler,52.24669163,1800,,
Pincoya Storm-Petrel,1210.239869,2000,,
Socotra Scops-Owl,1398.611304,2000,,
Red-lored Whistler,39515.97007,2000,,
Seychelles Fody,0.965637014,2300,,
Uluguru Bushshrike,32.31128759,2400,,
Socotra Bunting,243.5634074,2500,,
Eastern Bristlebird,814.7238023,2550,,
North Island Kokako,1701.336142,2800,,
Nauru Reed Warbler,7.064791214,3000,,
Seychelles Warbler,0.167552216,3000,,
Stitchbird,11.29263997,3000,,
Pemba Scops-Owl,374.6876758,3000,,
Western Tragopan,8337.365234,3300,,
Akohekohe,22.33445275,3800,,
Lidth's Jay,314.7951944,3900,,
Vanikoro Monarch,69.23379931,4000,,
Kea,24430.0201,4000,,
Crimson Shining-Parrot,176.9559587,4000,,
African Oystercatcher,52895.66819,4450,,
Slender-billed White-eye,2.979345759,4500,,
Yellow-headed Parrot,18579.07565,4700,,
Mayotte Drongo,122.1439773,5000,,
Christmas Island Imperial-Pigeon,52.96466044,5000,,
South Island Wren,4307.901176,5000,,
Chaplin's Barbet,29527.88178,5200,,
White-breasted Mesite,15265.6975,5300,,
San Cristobal Mockingbird,212.4413358,5300,,
Inaccessible Island Rail,6.34185597,5600,,
Short-tailed Grasswren,16650.75052,6000,,
Red-naped Fruit-Dove,4133.023168,6000,,
Crowned Cormorant,8050.084451,6200,,
Red Lark,27864.91318,6300,,
Olive-shouldered Parrot,10882.32808,6700,,
Golden-capped Parakeet,25189.8717,6700,,
Yellow-headed Manakin,12632.7051,6700,,
Black-legged Dacnis,10725.73675,6700,,
Taiwan Hwamei,9224.13764,6700,,
Buff-throated Tody-Tyrant,35221.32402,6700,,
Neblina Metaltail,3250.332891,6700,,
Wedge-tailed Hillstar,19554.9862,6700,,
Red-masked Parakeet,41101.29139,6700,,
Vanuatu Kingfisher,2176.647856,6700,,
Pohnpei Lorikeet,137.317116,6700,,
Henderson Island Reed Warbler,15.87337234,7200,,
Henderson Island Crake,15.87337234,8200,,
Hawaii Akepa,148.234009,9300,,
White-throated Grasswren,2131.289956,10000,,
Cuban Black Hawk,5653.199098,10000,,
Blue-eyed Cockatoo,12482.99998,10000,,
Cambodian Laughingthrush,483.1922781,10000,,
Norfolk Island Gerygone,14.6242134,10000,,
