COMMON_NAME,area_square_miles,Estimate,Lower,Upper
Stripe-breasted Wren,34865.87066,X,X,X
Canebrake Wren,11563.8509,X,X,X
Brown-chested Barbet,40865.76991,X,X,X
Andaman Nightjar,2600.707566,X,X,X
Sulawesi Nightjar,10068.91747,X,X,X
Mees's Nightjar,11388.4107,X,X,X
Nechisar Nightjar,77.23526127,X,X,X
Star-spotted Nightjar,47748.74982,X,X,X
Red-faced Warbler,21796.36041,X,X,X
Vermilion Cardinal,26904.08961,X,X,X
White-rumped Kingfisher,12917.07392,X,X,X
Taiwan Rosefinch,2912.437799,X,X,X
Sillem's Rosefinch,8983.913129,X,X,X
Snowy Cotinga,39774.38747,X,X,X
Loetoe Monarch,1465.068797,X,X,X
White-naped Monarch,8055.610782,X,X,X
Bay-chested Warbling-Finch,29944.26461,X,X,X
Sulawesi Thrush,8962.466623,X,X,X
Black-headed Nightingale-Thrush,55320.23551,X,X,X
Greater Striped Swallow,5522.524242,X,X,X
Sri Lanka Swallow,25419.84646,X,X,X
Andaman Coucal,2614.606241,X,X,X
Pied Coucal,15824.31747,X,X,X
Bay Coucal,52106.36416,X,X,X
Goliath Coucal,9809.647601,X,X,X
Black-faced Coucal,40967.56943,X,X,X
Buff-headed Coucal,4257.341318,X,X,X
Rufous Coucal,31059.0572,X,X,X
Parker's Antbird,23424.83066,X,X,X
Sikkim Treecreeper,43293.87625,X,X,X
Hume's Treecreeper,46841.66893,X,X,X
Rusty-flanked Treecreeper,34358.43059,X,X,X
Green Warbler-Finch,2701.866013,X,X,X
Short-clawed Lark,49224.55581,X,X,X
Cape Lark,24502.50365,X,X,X
Buru Dwarf-Kingfisher,3302.821229,X,X,X
New Georgia Dwarf-Kingfisher,1925.895941,X,X,X
Manus Dwarf-Kingfisher,725.294741,X,X,X
Seram Dwarf-Kingfisher,16927.46957,X,X,X
Dimorphic Dwarf-Kingfisher,44837.17304,X,X,X
North Solomons Dwarf-Kingfisher,6611.762181,X,X,X
New Ireland Dwarf-Kingfisher,3391.283339,X,X,X
Guadalcanal Dwarf-Kingfisher,3780.944127,X,X,X
New Britain Dwarf-Kingfisher,14009.76942,X,X,X
Santa Marta Woodstar,2511.604792,X,X,X
Gorgeted Woodstar,43711.89718,X,X,X
Rufous-shafted Woodstar,17934.46599,X,X,X
Drakensberg Rockjumper,39970.56261,X,X,X
Cape Rockjumper,25696.14605,X,X,X
Costa Rican Swift,5046.943433,X,X,X
Lesser Antillean Swift,1676.547652,X,X,X
Socotra Sunbird,1398.611304,X,X,X
Black Lory,29889.66399,X,X,X
Cardinal Lory,13647.34537,X,X,X
Brown Lory,24535.27831,X,X,X
Rainbow-bearded Thornbill,29326.96514,X,X,X
Bronze-tailed Thornbill,11213.23562,X,X,X
Olivaceous Thornbill,25180.97539,X,X,X
Rufous-capped Thornbill,47684.7077,X,X,X
Blue-mantled Thornbill,46502.03493,X,X,X
Black Guan,6012.587945,X,X,X
Red-throated Alethe,29380.14193,X,X,X
Such's Antthrush,39909.43023,X,X,X
Barred Antthrush,39910.70848,X,X,X
Schwartz's Antthrush,5668.990973,X,X,X
Common Ringed Plover,17113.20071,X,X,X
Rufous-chested Dotterel,30099.7243,X,X,X
Duchess Lorikeet,10454.82481,X,X,X
Meek's Lorikeet,2512.694825,X,X,X
Striated Lorikeet,31833.27332,X,X,X
Papuan Lorikeet,3687.511482,X,X,X
Kauai Elepaio,160.7900225,X,X,X
Yungas Manakin,30500.98205,X,X,X
Long-tailed Manakin,39277.51425,X,X,X
Fawn-breasted Bowerbird,58989.30896,X,X,X
Yellow-breasted Bowerbird,48032.08293,X,X,X
Fruit-hunter,24457.64715,X,X,X
Upland Goose,4646.878034,X,X,X
Ruddy-headed Goose,4462.701809,X,X,X
Vietnamese Greenfinch,2856.866961,X,X,X
Glistening-green Tanager,12980.52617,X,X,X
Joyful Greenbul,52900.80997,X,X,X
Kauai Amakihi,90.66923119,X,X,X
Hawaii Amakihi,2411.689891,X,X,X
Yellow-collared Chlorophonia,8242.557671,X,X,X
Chestnut-breasted Chlorophonia,47920.76955,X,X,X
Jet Manakin,22089.71967,X,X,X
Blue-winged Leafbird,30383.86141,X,X,X
Bornean Leafbird,22067.92492,X,X,X
Sumatran Leafbird,20750.87842,X,X,X
Yellow-throated Leafbird,5206.577468,X,X,X
Blue-masked Leafbird,46336.93972,X,X,X
Pirre Chlorospingus,583.2432826,X,X,X
Short-billed Chlorospingus,51845.20302,X,X,X
Dusky Chlorospingus,10102.09205,X,X,X
Tacarcuna Chlorospingus,578.8028946,X,X,X
Cozumel Emerald,188.5333999,X,X,X
Puerto Rican Emerald,3387.80726,X,X,X
Chiribiquete Emerald,2520.95051,X,X,X
Short-tailed Emerald,59221.1049,X,X,X
Coppery Emerald,10720.45653,X,X,X
Narrow-tailed Emerald,31514.21388,X,X,X
Hispaniolan Emerald,28616.68199,X,X,X
Brown Parrotbill,58069.08062,X,X,X
Luzon Flameback,41802.71127,X,X,X
Buff-spotted Flameback,46256.04368,X,X,X
Mountain Serin,15404.91904,X,X,X
Checker-throated Woodpecker,15607.13418,X,X,X
Scarlet-and-white Tanager,29081.56261,X,X,X
Pale-browed Treehunter,57269.69464,X,X,X
Magnificent Bird-of-Paradise,45172.74163,X,X,X
Wilson's Bird-of-Paradise,1531.654799,X,X,X
Gray Trembler,678.2747747,X,X,X
Brown Trembler,1272.225269,X,X,X
Chestnut-winged Cinclodes,38768.10598,X,X,X
Blackish Cinclodes,4990.94754,X,X,X
Stout-billed Cinclodes,14661.46487,X,X,X
Seaside Cinclodes,28835.9885,X,X,X
Olrog's Cinclodes,5699.559547,X,X,X
Long-tailed Cinclodes,8220.995176,X,X,X
Surf Cinclodes,9309.529229,X,X,X
Painted Quail-thrush,30346.17745,X,X,X
Nullarbor Quail-thrush,25406.38253,X,X,X
Fulvous Wren,41748.73711,X,X,X
Sharpe's Wren,36759.62592,X,X,X
Peruvian Wren,29273.79912,X,X,X
Rufous Wren,59387.6549,X,X,X
Apricot-breasted Sunbird,4132.206257,X,X,X
Violet-breasted Sunbird,24635.93255,X,X,X
Anjouan Sunbird,138.0488562,X,X,X
Congo Sunbird,50387.97466,X,X,X
Mayotte Sunbird,143.2324349,X,X,X
Seychelles Sunbird,94.43586663,X,X,X
Humblot's Sunbird,479.1002226,X,X,X
Loveridge's Sunbird,100.1819319,X,X,X
Montane Double-collared Sunbird,33062.56204,X,X,X
Pemba Sunbird,374.6781304,X,X,X
Prigogine's Sunbird,404.1264899,X,X,X
Regal Sunbird,29575.98062,X,X,X
Flame-breasted Sunbird,25844.63382,X,X,X
Tsavo Sunbird,44280.34394,X,X,X
Pied Harrier,15248.83144,X,X,X
Bornean Green-Magpie,30293.18914,X,X,X
Aberdare Cisticola,491.3050749,X,X,X
Hunter's Cisticola,51363.7546,X,X,X
Black-lored Cisticola,27766.17541,X,X,X
Churring Cisticola,12845.25849,X,X,X
Tana River Cisticola,1301.446427,X,X,X
Merida Wren,1560.506203,X,X,X
Banded Stilt,37182.59465,X,X,X
Santa Marta Foliage-gleaner,890.905751,X,X,X
Orange-crowned Fairywren,53829.71442,X,X,X
Rennell Shrikebill,260.8090071,X,X,X
Southern Shrikebill,10560.94886,X,X,X
Fiji Shrikebill,7186.712739,X,X,X
Black-chested Mountain-Tanager,23204.18786,X,X,X
Crested Satinbird,2656.721681,X,X,X
Yellow-billed Cuckoo,477.044631,X,X,X
Chestnut-bellied Cuckoo,4255.517775,X,X,X
Jamaican Lizard-Cuckoo,4255.517775,X,X,X
Puerto Rican Lizard-Cuckoo,3387.80726,X,X,X
Golden-bellied Starfrontlet,6216.689437,X,X,X
Blue-throated Starfrontlet,16259.68272,X,X,X
Rainbow Starfrontlet,31163.54911,X,X,X
Buff-winged Starfrontlet,24455.35378,X,X,X
White-tailed Starfrontlet,1826.0265,X,X,X
Brown Inca,13188.78888,X,X,X
Black-necked Woodpecker,59770.30031,X,X,X
White-naped Pigeon,30797.68193,X,X,X
White-collared Pigeon,53126.86491,X,X,X
Japanese Wood-Pigeon,2377.840502,X,X,X
Somali Pigeon,9485.836682,X,X,X
Ecuadorian Ground-Dove,31925.73019,X,X,X
Black-faced Cotinga,56434.35214,X,X,X
White-browed Conebill,56939.89622,X,X,X
Pearly-breasted Conebill,29972.9884,X,X,X
Rufous-browed Conebill,15215.08044,X,X,X
Slaty Gnateater,38739.14564,X,X,X
Ceara Gnateater,22618.80072,X,X,X
Black-and-white Tanager,18440.78026,X,X,X
White-throated Pewee,44229.1437,X,X,X
Cuban Pewee,46195.32568,X,X,X
Hispaniolan Pewee,28880.17409,X,X,X
Lesser Antillean Pewee,4914.114175,X,X,X
Dark Pewee,3166.056028,X,X,X
Ochraceous Pewee,1214.12276,X,X,X
Jamaican Pewee,4255.517775,X,X,X
Purple-winged Roller,56675.87082,X,X,X
Moluccan Cuckooshrike,15090.52448,X,X,X
Pied Cuckooshrike,55053.74882,X,X,X
South Melanesian Cuckooshrike,9777.530781,X,X,X
Buru Cuckooshrike,3302.829886,X,X,X
White-rumped Cuckooshrike,59529.34559,X,X,X
Hooded Cuckooshrike,52227.73253,X,X,X
Wallacean Cuckooshrike,32663.91278,X,X,X
Slaty Cuckooshrike,2815.90773,X,X,X
Cerulean Cuckooshrike,56278.06589,X,X,X
North Melanesian Cuckooshrike,9093.68114,X,X,X
Maroon-backed Whistler,4439.576843,X,X,X
Papuan Treecreeper,50869.5748,X,X,X
Tamaulipas Crow,38580.85948,X,X,X
Bismarck Crow,17345.39581,X,X,X
Jamaican Crow,4255.517775,X,X,X
Bougainville Crow,3741.268193,X,X,X
New Caledonian Crow,6328.028791,X,X,X
Cuban Crow,10976.71989,X,X,X
Palm Crow,12449.94774,X,X,X
Sinaloa Crow,36718.66339,X,X,X
Piping Crow,40297.65328,X,X,X
Long-billed Crow,9546.324245,X,X,X
White-bellied Robin-Chat,38906.95071,X,X,X
Japanese Quail,11218.00288,X,X,X
Coquerel's Coua,54192.63898,X,X,X
Running Coua,19781.94904,X,X,X
Giant Coua,57666.48222,X,X,X
Red-capped Coua,37682.09613,X,X,X
Red-breasted Coua,24220.27029,X,X,X
Verreaux's Coua,7838.038358,X,X,X
Creamy-crested Spinetail,7196.233593,X,X,X
Light-crowned Spinetail,16318.85825,X,X,X
Line-cheeked Spinetail,41265.497,X,X,X
Tepui Spinetail,29815.61114,X,X,X
Coiba Spinetail,193.2397412,X,X,X
Red-faced Spinetail,29525.04653,X,X,X
Streak-capped Spinetail,2615.981701,X,X,X
Marcapata Spinetail,5928.094898,X,X,X
Scaled Spinetail,28533.91545,X,X,X
Bicolored Mouse-Warbler,40613.52533,X,X,X
Swallow-tailed Gull,31767.69798,X,X,X
Slaty Tanager,42448.39447,X,X,X
Rufous-crested Tanager,37460.26343,X,X,X
Southern Grosbeak-Canary,49451.05578,X,X,X
Lemon-breasted Seedeater,18612.31125,X,X,X
Papyrus Canary,21086.50282,X,X,X
Yemen Serin,16897.26158,X,X,X
Olive-rumped Serin,50023.39157,X,X,X
Principe Seedeater,358.6596389,X,X,X
Drakensberg Siskin,14280.16543,X,X,X
Cape Siskin,33021.77673,X,X,X
Yellow-browed Oxylabes,8771.082705,X,X,X
Hooded Treepie,43329.08313,X,X,X
Victorin's Warbler,30197.2952,X,X,X
Sombre Pigeon,37632.52669,X,X,X
Dusky Crimsonwing,29319.75675,X,X,X
Black-capped Tinamou,46564.39056,X,X,X
Berlepsch's Tinamou,22986.23084,X,X,X
Barred Tinamou,33412.33866,X,X,X
Gray-legged Tinamou,50898.28514,X,X,X
Tepui Tinamou,155.8900003,X,X,X
Sulawesi Cuckoo,32510.20127,X,X,X
Lesser Cuckoo,26915.95825,X,X,X
Vietnamese Cutia,10968.5237,X,X,X
Purplish-backed Jay,33224.0338,X,X,X
Azure-naped Jay,54334.77243,X,X,X
Bushy-crested Jay,47788.36963,X,X,X
White-tailed Jay,31290.99556,X,X,X
San Blas Jay,26096.50286,X,X,X
Crescent-chested Babbler,24136.01761,X,X,X
Silvery-throated Jay,1515.29083,X,X,X
Black-collared Jay,20742.84778,X,X,X
Beautiful Jay,7613.488417,X,X,X
Black-throated Jay,39831.36849,X,X,X
Turquoise Jay,23987.2372,X,X,X
Blue-headed Sunbird,44139.56168,X,X,X
Cameroon Sunbird,25313.41505,X,X,X
Black-billed Peppershrike,32276.50875,X,X,X
Trumpeter Swan,46320.76965,X,X,X
Whooper Swan,5493.266733,X,X,X
Dusky Hummingbird,37140.44337,X,X,X
Blue-fronted Flycatcher,6672.150769,X,X,X
White-chested Swift,1381.432988,X,X,X
White-fronted Swift,32612.66251,X,X,X
Spangled Kookaburra,14238.80079,X,X,X
Viridian Dacnis,5977.287337,X,X,X
Mindanao Pygmy-Babbler,18953.37344,X,X,X
Red-crested Malkoha,6294.75339,X,X,X
Flammulated Flycatcher,25516.42015,X,X,X
White-bellied Treepie,41697.76582,X,X,X
Himalayan Woodpecker,44427.07049,X,X,X
Long-tailed Wood-Partridge,47518.11917,X,X,X
Midget Flowerpecker,10572.81118,X,X,X
Golden-rumped Flowerpecker,10984.34807,X,X,X
Buru Flowerpecker,3302.862503,X,X,X
Brown-backed Flowerpecker,58855.27879,X,X,X
Red-banded Flowerpecker,16350.55758,X,X,X
Black-fronted Flowerpecker,11432.88938,X,X,X
Red-chested Flowerpecker,14248.75949,X,X,X
Black-sided Flowerpecker,24298.9386,X,X,X
Crimson-crowned Flowerpecker,33978.23954,X,X,X
Olive-capped Flowerpecker,5163.620288,X,X,X
Louisiade Flowerpecker,510.363333,X,X,X
Olive-crowned Flowerpecker,37767.33381,X,X,X
Whiskered Flowerpecker,5238.398354,X,X,X
Blood-breasted Flowerpecker,26730.93176,X,X,X
Halmahera Flowerpecker,9832.627374,X,X,X
Mottled Flowerpecker,1286.437789,X,X,X
White-throated Flowerpecker,4697.518318,X,X,X
Ashy Flowerpecker,6877.477734,X,X,X
Andaman Drongo,2211.124421,X,X,X
Balicassiao,58522.59717,X,X,X
Wallacean Drongo,32795.47191,X,X,X
Sri Lanka Drongo,8462.397724,X,X,X
Ribbon-tailed Drongo,2710.275228,X,X,X
Sulawesi Drongo,20341.05407,X,X,X
Gray-bellied Flowerpiercer,27068.16962,X,X,X
Scaled Flowerpiercer,41330.17191,X,X,X
Deep-blue Flowerpiercer,44333.70986,X,X,X
Merida Flowerpiercer,4410.797723,X,X,X
Indigo Flowerpiercer,7714.831624,X,X,X
Glossy Flowerpiercer,42353.59982,X,X,X
Greater Flowerpiercer,13016.58862,X,X,X
Moustached Flowerpiercer,46841.92383,X,X,X
Green Thorntail,51299.40862,X,X,X
Slender Sheartail,30342.41232,X,X,X
Iiwi,1472.284056,X,X,X
Cloven-feathered Dove,6383.432829,X,X,X
Black-billed Sicklebill,9083.295816,X,X,X
Northern Scrub-Robin,4780.736851,X,X,X
East Andean Antbird,7183.117681,X,X,X
Rufous-tailed Antbird,8606.665157,X,X,X
Santa Marta Antbird,1174.044762,X,X,X
Klages's Antbird,22464.66227,X,X,X
Greater Scythebill,54775.85076,X,X,X
Crimson-breasted Woodpecker,48574.09918,X,X,X
Chestnut-bellied Mountain-Tanager,50675.4957,X,X,X
Cinnamon-bellied Imperial-Pigeon,8851.262016,X,X,X
Elegant Imperial-Pigeon,4212.336125,X,X,X
White-bellied Imperial-Pigeon,56252.62312,X,X,X
New Caledonian Imperial-Pigeon,6388.844976,X,X,X
Dark-backed Imperial-Pigeon,26550.90029,X,X,X
Peale's Imperial-Pigeon,6967.328304,X,X,X
Bismarck Imperial-Pigeon,13950.73783,X,X,X
Spice Imperial-Pigeon,2913.487075,X,X,X
Seram Imperial-Pigeon,7140.692451,X,X,X
Micronesian Imperial-Pigeon,512.4065152,X,X,X
Pacific Imperial-Pigeon,11419.55825,X,X,X
Spectacled Imperial-Pigeon,13361.21672,X,X,X
Pink-headed Imperial-Pigeon,23565.8014,X,X,X
Palmchat,28922.4154,X,X,X
White-streaked Antvireo,20168.68686,X,X,X
Streak-crowned Antvireo,34044.50533,X,X,X
Rufous-backed Antvireo,17158.36634,X,X,X
Pale Cicadabird,11049.61031,X,X,X
Kai Cicadabird,1871.397248,X,X,X
Makira Cicadabird,1289.040475,X,X,X
Sula Cicadabird,1806.227585,X,X,X
Great Elaenia,10280.72885,X,X,X
Caribbean Elaenia,10343.00752,X,X,X
White-tailed Emerald,3705.758544,X,X,X
Coppery-headed Emerald,2016.702516,X,X,X
Duida Grass-Finch,52.94985396,X,X,X
Pale-throated Pampa-Finch,33265.88424,X,X,X
Pacific-slope Flycatcher,1252.878763,X,X,X
Slender-billed Parakeet,49038.16488,X,X,X
Sunda Forktail,39908.05044,X,X,X
Fiery-browed Myna,29825.41185,X,X,X
Black Solitaire,8115.039035,X,X,X
Japanese Grosbeak,46141.23181,X,X,X
Red Lory,11100.73044,X,X,X
Blue-streaked Lory,1396.352142,X,X,X
Blue-eared Lory,158.326082,X,X,X
Violet-necked Lory,12360.99304,X,X,X
Brown Sicklebill,52143.86706,X,X,X
Foothill Antwren,48017.61332,X,X,X
Emerald-bellied Puffleg,26387.74768,X,X,X
Coppery-bellied Puffleg,19197.82559,X,X,X
Black-thighed Puffleg,9473.074058,X,X,X
Blue-capped Puffleg,22062.63054,X,X,X
Sapphire-vented Puffleg,14655.61543,X,X,X
Golden-breasted Puffleg,13450.10631,X,X,X
Glowing Puffleg,37780.4164,X,X,X
Sula Pitta,2098.050924,X,X,X
New Britain Pitta,14050.54897,X,X,X
Louisiade Pitta,114.0278242,X,X,X
New Ireland Pitta,3271.68408,X,X,X
South Moluccan Pitta,10519.55763,X,X,X
North Moluccan Pitta,9687.103665,X,X,X
Black-crowned Pitta,15877.35342,X,X,X
Chestnut-shouldered Goshawk,58844.13851,X,X,X
Red-eared Parrotfinch,4539.634331,X,X,X
Fiji Parrotfinch,6568.607345,X,X,X
Red-throated Parrotfinch,6378.591376,X,X,X
Tricolored Parrotfinch,14099.55347,X,X,X
Kandt's Waxbill,43681.36858,X,X,X
Black-lored Waxbill,10950.48309,X,X,X
Arabian Waxbill,33249.41891,X,X,X
Cinderella Waxbill,33824.18971,X,X,X
Garnet Robin,47214.85847,X,X,X
Ochre-flanked Tapaculo,47945.17534,X,X,X
Wattled Ploughbill,34257.41157,X,X,X
Green-throated Carib,3216.918937,X,X,X
Purple-throated Carib,2017.745305,X,X,X
Moluccan Scrubfowl,19046.66244,X,X,X
Nilgiri Flycatcher,12667.83981,X,X,X
Indigo Flycatcher,19733.28999,X,X,X
Dull-blue Flycatcher,2256.401705,X,X,X
Orangequit,4255.517775,X,X,X
Black-bellied Hummingbird,5536.020374,X,X,X
Velvet-fronted Euphonia,10178.21341,X,X,X
Spot-crowned Euphonia,5741.177898,X,X,X
Jamaican Euphonia,4255.517775,X,X,X
Yellow-crowned Euphonia,43082.80776,X,X,X
Orange-crowned Euphonia,36709.85857,X,X,X
Golden-backed Bishop,16736.78014,X,X,X
Jackson's Widowbird,41677.51983,X,X,X
Buff-shouldered Widowbird,13464.54836,X,X,X
Archbold's Nightjar,28799.86787,X,X,X
Banded Broadbill,48677.54143,X,X,X
Dusky Twinspot,55411.0392,X,X,X
Cinnamon-chested Flycatcher,10294.07518,X,X,X
Cryptic Flycatcher,7977.239217,X,X,X
Furtive Flycatcher,4646.429811,X,X,X
Sumba Flycatcher,4132.206257,X,X,X
Damar Flycatcher,75.82327011,X,X,X
Black-and-orange Flycatcher,8244.600769,X,X,X
Tanimbar Flycatcher,294.0633481,X,X,X
Rufous-throated Flycatcher,44079.57017,X,X,X
Black-banded Flycatcher,2251.131162,X,X,X
Sincora Antwren,1357.856315,X,X,X
Pacific Parrotlet,56835.59348,X,X,X
Mexican Parrotlet,44609.81054,X,X,X
Forest Fody,49202.17899,X,X,X
Indochinese Fulvetta,10267.60477,X,X,X
Taiwan Fulvetta,3317.621788,X,X,X
Pale-billed Hornero,33810.9336,X,X,X
Luzon Bleeding-heart,41457.3449,X,X,X
Sri Lanka Spurfowl,14548.25026,X,X,X
Sri Lanka Junglefowl,21467.6604,X,X,X
Orange-breasted Laughingthrush,3104.446891,X,X,X
Bare-headed Laughingthrush,9784.72414,X,X,X
Rufous-cheeked Laughingthrush,43641.38035,X,X,X
Black Laughingthrush,16053.29753,X,X,X
Black-hooded Laughingthrush,9339.002386,X,X,X
Sunda Laughingthrush,49838.92403,X,X,X
Mangrove Honeyeater,16701.41805,X,X,X
Striated Earthcreeper,35907.19798,X,X,X
Crossley's Ground-Thrush,30656.16759,X,X,X
Chestnut-backed Thrush,5437.814176,X,X,X
Red-and-black Thrush,3012.262289,X,X,X
Orange-banded Thrush,12547.65709,X,X,X
Slaty-backed Thrush,1354.692662,X,X,X
Spot-winged Thrush,4404.913481,X,X,X
Barred Dove,32922.84352,X,X,X
Thick-billed Miner,19916.40881,X,X,X
Coastal Miner,21105.3979,X,X,X
Dark-winged Miner,17278.70611,X,X,X
Sharp-beaked Ground-Finch,496.7324548,X,X,X
Medium Ground-Finch,2972.923209,X,X,X
Small Ground-Finch,3205.432206,X,X,X
Large Ground-Finch,2864.780358,X,X,X
Hooded Yellowthroat,45248.3895,X,X,X
Bahama Yellowthroat,3383.843677,X,X,X
Olive-crowned Yellowthroat,44642.03329,X,X,X
Crested Quail-Dove,4255.517775,X,X,X
Rufous-sided Gerygone,2704.546692,X,X,X
Fan-tailed Gerygone,10948.90778,X,X,X
Plain Gerygone,12817.49609,X,X,X
Brown-breasted Gerygone,41614.08865,X,X,X
Dusky Gerygone,15130.40501,X,X,X
Oriental Pratincole,59281.56648,X,X,X
Yungas Pygmy-Owl,46790.83632,X,X,X
Chestnut Owlet,35423.64144,X,X,X
Javan Owlet,19370.97151,X,X,X
Costa Rican Pygmy-Owl,4098.984026,X,X,X
Subtropical Pygmy-Owl,11202.4074,X,X,X
Tamaulipas Pygmy-Owl,10494.88969,X,X,X
Vanuatu Honeyeater,3421.958899,X,X,X
Barred Honeyeater,6383.777598,X,X,X
Violet-capped Hummingbird,1101.434891,X,X,X
Apo Myna,590.0997407,X,X,X
Southern Hill Myna,54505.59288,X,X,X
White-throated Antpitta,17627.59697,X,X,X
Stripe-headed Antpitta,54450.33736,X,X,X
Chestnut Antpitta,6906.029656,X,X,X
Bay Antpitta,4684.659179,X,X,X
Pale-billed Antpitta,11571.84655,X,X,X
Red-and-white Antpitta,12623.1772,X,X,X
Rufous-faced Antpitta,15092.14565,X,X,X
Yellow-breasted Antpitta,8793.948706,X,X,X
Gray-naped Antpitta,3186.542441,X,X,X
Plain-backed Antpitta,33973.79362,X,X,X
White-bellied Antpitta,24074.66341,X,X,X
Chestnut-naped Antpitta,24512.02905,X,X,X
Rusty-tinged Antpitta,10176.10977,X,X,X
Watkins's Antpitta,6414.455447,X,X,X
Sucre Antpitta,1342.130953,X,X,X
Rusty-breasted Antpitta,27027.94573,X,X,X
Crescent-faced Antpitta,5538.381185,X,X,X
Scallop-breasted Antpitta,4350.979608,X,X,X
Peruvian Antpitta,8926.548696,X,X,X
Grauer's Warbler,17274.88192,X,X,X
Guadalcanal Honeyeater,240.9367635,X,X,X
Pale Mountain-Pigeon,2409.76061,X,X,X
Seram Mountain-Pigeon,6718.315406,X,X,X
Crested Ant-Tanager,20870.44614,X,X,X
Sooty Ant-Tanager,36730.76804,X,X,X
Blue-lored Antbird,39792.20267,X,X,X
Javan Kingfisher,50809.93204,X,X,X
Black-winged Parrot,14904.53658,X,X,X
White-faced Nunbird,12269.67983,X,X,X
Buff-thighed Puffleg,22809.76421,X,X,X
Greenish Puffleg,30057.27166,X,X,X
Hoary Puffleg,1897.767906,X,X,X
Ward's Trogon,52376.7385,X,X,X
Whitehead's Trogon,7184.661374,X,X,X
Wedge-tailed Jery,35343.10391,X,X,X
Great Shortwing,4845.820903,X,X,X
Amethyst-throated Sunangel,56226.96364,X,X,X
Tourmaline Sunangel,24735.47148,X,X,X
Orange-throated Sunangel,14907.43089,X,X,X
Little Sunangel,6894.182254,X,X,X
Gorgeted Sunangel,3689.269109,X,X,X
Bogota Sunangel,0.376691013,X,X,X
Rufous-webbed Brilliant,48950.13141,X,X,X
Empress Brilliant,8518.606659,X,X,X
Green-crowned Brilliant,24577.84865,X,X,X
Acre Tody-Tyrant,3796.71032,X,X,X
Pelzeln's Tody-Tyrant,13313.29742,X,X,X
Yungas Tody-Tyrant,26081.16246,X,X,X
Hermit Wood-Wren,1709.884915,X,X,X
Bar-winged Wood-Wren,1805.372792,X,X,X
Yellow-breasted Antwren,42217.52553,X,X,X
Creamy-bellied Antwren,28858.21873,X,X,X
Aripuana Antwren,32961.55383,X,X,X
Ashy Robin,4890.110839,X,X,X
White-eared Sibia,4002.387797,X,X,X
Sulphur-rumped Tanager,8757.080514,X,X,X
Scarlet-browed Tanager,59092.32244,X,X,X
Silver-backed Needletail,47318.0112,X,X,X
Rufous-tailed Weaver,37928.79741,X,X,X
Odedi,212.0122057,X,X,X
Shade Warbler,78.09349281,X,X,X
Waterfall Swift,37558.80164,X,X,X
Olivaceous Greenlet,33299.61239,X,X,X
Lemon-chested Greenlet,54468.72325,X,X,X
Cinnamon Ibon,2576.36763,X,X,X
Short-crested Monarch,47652.38609,X,X,X
Seychelles Bulbul,94.43586663,X,X,X
Yellowish Bulbul,31941.04634,X,X,X
Zamboanga Bulbul,8490.772511,X,X,X
Black-backed Oriole,34952.13178,X,X,X
Orange Oriole,44653.63937,X,X,X
Hispaniolan Oriole,29010.41058,X,X,X
White-edged Oriole,29954.57871,X,X,X
Jamaican Oriole,4266.314726,X,X,X
Bar-winged Oriole,33692.10346,X,X,X
Cuban Oriole,42352.50054,X,X,X
Puerto Rican Oriole,3387.804343,X,X,X
Short-tailed Finch,29511.08066,X,X,X
Sykes's Warbler,4660.138651,X,X,X
Mountain Illadopsis,56203.20513,X,X,X
Socotra Warbler,1395.368588,X,X,X
Buff-bridled Inca-Finch,11173.24655,X,X,X
Rufous-backed Inca-Finch,33991.98933,X,X,X
Great Inca-Finch,8466.320579,X,X,X
Little Inca-Finch,1050.507319,X,X,X
Yellow-rumped Honeyguide,37559.77403,X,X,X
Slender-billed Tyrannulet,23153.12754,X,X,X
Sulphur-bellied Bulbul,4437.389796,X,X,X
Golden-collared Honeycreeper,44541.85697,X,X,X
Yellow-throated Tanager,37454.21014,X,X,X
Golden-collared Tanager,38059.67638,X,X,X
Purplish-mantled Tanager,8436.135041,X,X,X
Yellow-scarfed Tanager,28526.33549,X,X,X
Golden-crowned Tanager,31808.75369,X,X,X
Striped Wren-Babbler,44235.39997,X,X,X
Black-capped Hemispingus,50013.02766,X,X,X
Orange-browed Hemispingus,8920.393265,X,X,X
Parodi's Hemispingus,11066.13196,X,X,X
Gray-capped Hemispingus,5279.24676,X,X,X
Plumbeous Black-Tyrant,38501.31057,X,X,X
Rock Firefinch,10857.38186,X,X,X
Mali Firefinch,42835.89661,X,X,X
Rufous-bellied Triller,9840.823617,X,X,X
Long-tailed Triller,13265.47054,X,X,X
White-rumped Triller,55072.84577,X,X,X
Polynesian Triller,11928.15071,X,X,X
White-browed Triller,1687.865155,X,X,X
Samoan Triller,1110.869786,X,X,X
White-throated Mountain-gem,527.9568998,X,X,X
Green-throated Mountain-gem,35426.83825,X,X,X
Garnet-throated Hummingbird,53374.1364,X,X,X
Emerald Starling,57428.20389,X,X,X
Principe Starling,56.62299926,X,X,X
Yellow-breasted Boubou,20874.43276,X,X,X
Fülleborn's Boubou,27989.79167,X,X,X
Turati's Boubou,52067.20407,X,X,X
California Gull,10558.2805,X,X,X
Ring-billed Gull,58991.7774,X,X,X
Indian Blue Robin,13384.38581,X,X,X
Pampas Meadowlark,2736.221003,X,X,X
Cerulean-capped Manakin,54151.51354,X,X,X
Blue-rumped Manakin,33842.30965,X,X,X
