LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
Buru Island,Indonesia,,,-3.306776,126.466666,yes,High(86),,"-3.4,126.65,BURU ISLAND|Unavailable|Unavailable|High(86)",,Hypsipetes mysticalis,Smithsonian NMNH,USNM 234106,1,4
"6 miles North Youchon, about 45 miles Northeast Seoul",South Korea,,,38.043275,127.582211,yes,High(80),,"38.043275,127.582211,Distance NorthEast of SEOUL|Unavailable|Unavailable|High(80),38.05844,127.560628,Distance NorthEast of SEOUL|Unavailable|Unavailable|High(80),38.013299,127.554798,Distance NorthEast of SEOUL|Unavailable|Unavailable|High(80),38.015821,127.552479,Distance NorthEast of SEOUL|Unavailable|Unavailable|High(80)",,Hypsipetes amaurotis,Cornell University Museum of Vertebrates,25378,1,2
"6 miles Southeast of Araromi, Western Nigeria",Nigeria,,,8.28826,4.29573,yes,High(82),Unavailable,"7.854926,4.445664,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.804928,4.495813,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.171592,4.179046,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.971592,4.429015,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.371591,3.762261,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.371593,5.029077,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.621589,3.07883,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.554925,4.44562,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.421589,5.195471,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.154926,4.295709,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.23826,6.345722,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.388256,3.528801,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.621591,3.49563,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.33826,4.529072,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.788258,3.778988,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.638258,3.562299,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.204926,4.429051,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.128257,5.387728,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.051157,5.339518,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.466813,3.954839,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.940857,5.689103,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.714646,3.687263,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.239057,5.552843,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.181357,5.520735,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.709758,5.200786,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.688258,3.562306,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),7.104924,3.745558,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.271593,4.279061,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),8.28826,4.29573,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.80938,3.657538,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.813064,3.143574,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.869042,3.842129,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82),6.899969,3.084382,Distance SouthEast of ARAROMI|Unavailable|Unavailable|High(82)",,Criniger calurus,Cornell University Museum of Vertebrates,29925,1,2
"Assobam, Bumba River, elevation 2000 ft.",Cameroon,,,3.92752,12.48288,no,Low(35),unavailable,"2.033333,15.2,BUMBA|Unavailable|Unavailable|Low(35)",,Baeopogon indicator,Cornell University Museum of Vertebrates,13381,1,2
Bang Bon,Thailand,,,13.661851,100.395667,no,High(83),unavailable,"13.661851,100.395667,BANG BON|Unavailable|Unavailable|High(83)",,Pycnonotus goiavier,Cornell University Museum of Vertebrates,"13420, 13419",2,2
Bang Nara,Thailand,,,6.203358,101.720053,yes,High(84),Unavailable,"6.426389,101.823084,BANG NARA|Unavailable|Unavailable|High(84),6.203358,101.720053,BANG NARA|Unavailable|Unavailable|High(84)",,Pycnonotus plumosus,Cornell University Museum of Vertebrates,13409,1,4
Bangkok,Thailand,,,13.753,100.501,yes,High(82),Unavailable,"14.283333,100.5,BANGKOK|Unavailable|Unavailable|High(82),13.533333,100.602135,BANGKOK|Unavailable|Unavailable|High(82),13.753979,100.501444,BANGKOK|Unavailable|Unavailable|High(82),13.78,100.621,BANGKOK|Unavailable|Unavailable|High(82),13.753,100.501,BANGKOK|Unavailable|Unavailable|High(82),13.780363,100.621917,BANGKOK|Unavailable|Unavailable|High(82)",,Pycnonotus blanfordi,Cornell University Museum of Vertebrates,"13413, 13415",2,4
Basilan,Philippines,,,6.6667,121.9667,yes,High(82),Unavailable,"14.417578,121.031168,BASILAN|Unavailable|Unavailable|High(82),14.439557,121.031624,BASILAN|Unavailable|Unavailable|High(82),6.578645,122.034922,BASILAN|Unavailable|Unavailable|High(82),6.591,121.9885,BASILAN|Unavailable|Unavailable|High(82),6.704071,121.971171,BASILAN|Unavailable|Unavailable|High(82),14.575125,121.042314,BASILAN|Unavailable|Unavailable|High(82),6.6667,121.9667,BASILAN|Unavailable|Unavailable|High(82),10.2,122.9667,BASILAN|Unavailable|Unavailable|High(82),6.578,122.035,BASILAN|Unavailable|Unavailable|High(82),14.55764,121.04375,BASILAN|Unavailable|Unavailable|High(82),6.5667,122.05,BASILAN|Unavailable|Unavailable|High(82)",,Hypsipetes rufigularis,Cornell University Museum of Vertebrates,13362,1,4
"Bitye, River Ja, elevation 2000 ft.",Cameroon,,,3.010324,12.353277,yes,Low(35),,"3.016667,12.366667,BITYE|Unavailable|Unavailable|Low(35)",,"Baeopogon indicator, Calyptocichla serinus, Atimastillas flavicollis, Ixonotus guttatus",Cornell University Museum of Vertebrates,"13380, 13384, 13371A, 13383",4,2
Bolgoda,Sri Lanka,,,6.7065,79.9716,no,High(82),unavailable,"6.7065,79.9716,BOLGODA|Unavailable|Unavailable|High(82)",,Acritillas indica,Cornell University Museum of Vertebrates,13363,1,3
"China Village, Okinawa, Ryukyu Islands",Japan,,,26.183611,127.817778,yes,Low(44),Unavailable,"26.5,128,RYUKYU ISLANDS|Unavailable|Unavailable|Low(44),26.538056,127.967778,OKINAWA|Unavailable|Unavailable|Low(37),26.693112,128.043636,OKINAWA|Unavailable|Unavailable|Low(37),26.3333,127.8,OKINAWA|Unavailable|Unavailable|Low(37),26.5,127.933333,OKINAWA|Unavailable|Unavailable|Low(37),26.5,128,RYUKYU|Unavailable|Unavailable|Low(36),31.097207,130.834594,RYUKYU|Unavailable|Unavailable|Low(36),26.398796,127.755226,CHINA|Unavailable|Unavailable|Low(35),26.183333,127.8,CHINA|Unavailable|Unavailable|Low(35),27.33379,128.571601,CHINA|Unavailable|Unavailable|Low(35),26.183611,127.817778,CHINA|Unavailable|Unavailable|Low(35)",,Hypsipetes amaurotis,Cornell University Museum of Vertebrates,21398,1,2
Colombo,Sri Lanka,,,6.9258,79.864273,yes,High(82),,"6.9425,79.8629,COLOMBO|Unavailable|Unavailable|High(82),6.931944,79.847778,COLOMBO|Unavailable|Unavailable|High(82),6.9167,79.8667,COLOMBO|Unavailable|Unavailable|High(82),6.8664,80.0166,COLOMBO|Unavailable|Unavailable|High(82)",,Pycnonotus luteolus,Cornell University Museum of Vertebrates,13430,1,4
Pundaluoya,Sri Lanka,,,7.0151,80.6697,no,High(85),unavailable,"7.0151,80.6697,PUNDALUOYA|Unavailable|Unavailable|High(85)",,Pycnonotus cafer,Cornell University Museum of Vertebrates,13402,1,2
French Indo-China,NA,,,13.947297,107.615472,yes,,,,,Pycnonotus jocosus,Cornell University Museum of Vertebrates,13433,1,6
"Game Reserve 3, Gobabeb",Namibia,,,-23.083333,15.166667,no,Low(44),unavailable,"-23.083333,15.166667,GAME RESERVE 3|Unavailable|Unavailable|Low(44),-23.0833,15.1667,GAME RESERVE 3|Unavailable|Unavailable|Low(44),-23.55,15.033333,GOBABEB|Unavailable|Unavailable|Low(37)",,Pycnonotus nigricans,Cornell University Museum of Vertebrates,"32828, 32831",2,3
"Game Reserve 3, Homeb",Namibia,,,-23.633333,15.183333,yes,Low(44),Unavailable,"-23.083333,15.166667,GAME RESERVE 3|Unavailable|Unavailable|Low(44),-23.0833,15.1667,GAME RESERVE 3|Unavailable|Unavailable|Low(44),-23.633333,15.183333,HOMEB|Unavailable|Unavailable|Low(35)",,Pycnonotus nigricans,Cornell University Museum of Vertebrates,32834,1,3
"Game Reserve 3, Homeb (Kuiseb River)",Namibia,,,-23.639359,15.183721,yes,Low(44),Unavailable,"-23.0833,15.1667,GAME RESERVE 3|Unavailable|Unavailable|Low(44),-23.083333,15.166667,GAME RESERVE 3|Unavailable|Unavailable|Low(44),-23.116667,14.5,KUISEB|Unavailable|Unavailable|Low(36),-22.8,16.7,KUISEB|Unavailable|Unavailable|Low(36),-22.8,16.633333,KUISEB|Unavailable|Unavailable|Low(36),-23.116,14.5,KUISEB|Unavailable|Unavailable|Low(36),-23.633333,15.183333,HOMEB|Unavailable|Unavailable|Low(35)",,Pycnonotus nigricans,Cornell University Museum of Vertebrates,32836,1,2
Hua Hin,Thailand,,,12.568998,99.959011,yes,Low(40),Unavailable,"13.583333,99.533333,RATCHABURI|Unavailable|Unavailable|Low(40),13.536711,99.817117,RATCHABURI|Unavailable|Unavailable|Low(40),13.5833,99.5333,RATCHABURI|Unavailable|Unavailable|Low(40),13.5,99.8333,RATCHABURI|Unavailable|Unavailable|Low(40),12.568998,99.959011,HUA HIN|Unavailable|Unavailable|Low(37),12.5,99.916667,HUA HIN|Unavailable|Unavailable|Low(37),12.631739,99.952161,HUA HIN|Unavailable|Unavailable|Low(37)",,Pycnonotus blanfordi,Cornell University Museum of Vertebrates,13414,1,3
"Jalapur, Cachar",India,,,24.564436,92.586392,yes,Low(37),Unavailable,"16.336749,76.219512,JALAPUR|Unavailable|Unavailable|Low(37),16.147126,77.039995,JALAPUR|Unavailable|Unavailable|Low(37),26.348342,79.350282,JALAPUR|Unavailable|Unavailable|Low(37),16.616036,76.35108,JALAPUR|Unavailable|Unavailable|Low(37),17.597339,78.71606,JALAPUR|Unavailable|Unavailable|Low(37),26.194803,82.109002,JALAPUR|Unavailable|Unavailable|Low(37),26.213151,80.798728,JALAPUR|Unavailable|Unavailable|Low(37),25.083333,92.916667,CACHAR|Unavailable|Unavailable|Low(36)",,Rubigula flaviventris,Cornell University Museum of Vertebrates,13434,1,2
"Kani, Chindwin",Myanmar,,,22.440595,94.847547,yes,Low(38),Unavailable,"22.600416,95.091685,CHINDWIN|Unavailable|Unavailable|Low(38),21,96,BURMA|Unavailable|Unavailable|Low(35),24.327896,96.69512,KANI|Unavailable|Unavailable|Low(34),22.440595,94.847547,KANI|Unavailable|Unavailable|Low(34),20.340585,94.541757,KANI|Unavailable|Unavailable|Low(34),23.713812,95.760182,KANI|Unavailable|Unavailable|Low(34),19.842927,96.6213,KANI|Unavailable|Unavailable|Low(34),16.148561,95.713927,KANI|Unavailable|Unavailable|Low(34),23.257077,95.319654,KANI|Unavailable|Unavailable|Low(34),20.218342,93.424289,KANI|Unavailable|Unavailable|Low(34),23.874063,95.363334,KANI|Unavailable|Unavailable|Low(34)",,Pycnonotus blanfordi,Cornell University Museum of Vertebrates,13410,1,2
"Mabira Forest, elevation 4300 ft.",Uganda,,,0.456651,33.009257,no,,,,,Phyllastrephus hypochloris,Cornell University Museum of Vertebrates,13397,1,3
"Mabira, elevation 4000 ft.",Uganda,,,0.456651,33.009257,yes,Low(36),Unavailable,"1.555509,31.274333,MABIRA|Unavailable|Unavailable|Low(36),-0.833333,31.4,MABIRA|Unavailable|Unavailable|Low(36),0.608004,33.125102,MABIRA|Unavailable|Unavailable|Low(36),0.549312,30.291883,MABIRA|Unavailable|Unavailable|Low(36)",,Baeopogon indicator,Cornell University Museum of Vertebrates,13382,1,3
Malabar Coast; Karnataka & Kerala,India,,,12.755508,74.878502,yes,High(73),,"13.202802,74.648218,(g3)Malabar coast|Unavailable|677522|High(73)",,Rubigula gularis,Cornell University Museum of Vertebrates,13422,1,4
Bukit Merapok,Malaysia,,,4.947369,115.509119,yes,,,,,Pycnonotus zeylanicus,Cornell University Museum of Vertebrates,13374,1,3
"Mount Apo, Mindanao",Philippines,,,6.989444,125.269722,yes,Low(39),Unavailable,"6.233611,125.628333,MOUNT APO|Unavailable|Unavailable|Low(39),11.1858,122.7744,MOUNT APO|Unavailable|Unavailable|Low(39),14.534434,121.055247,MOUNT APO|Unavailable|Unavailable|Low(39),6.9833,125.2667,MOUNT APO|Unavailable|Unavailable|Low(39),6.989444,125.269722,MOUNT APO|Unavailable|Unavailable|Low(39),7.029,124.505,MINDANAO|Unavailable|Unavailable|Low(38),8,125,MINDANAO|Unavailable|Unavailable|Low(38),9.6441,123.3256,MINDANAO|Unavailable|Unavailable|Low(38),7.2575,124.203611,MINDANAO|Unavailable|Unavailable|Low(38),14.19258,121.167904,MINDANAO|Unavailable|Unavailable|Low(38),9.645452,123.349539,MINDANAO|Unavailable|Unavailable|Low(38),6.5,125,MINDANAO|Unavailable|Unavailable|Low(38),14.509425,120.98723,MINDANAO|Unavailable|Unavailable|Low(38),9.0765,123.2708,APO|Unavailable|Unavailable|Low(33),14.273899,121.04697,APO|Unavailable|Unavailable|Low(33),11.1792,122.7972,APO|Unavailable|Unavailable|Low(33),9.981295,123.526386,APO|Unavailable|Unavailable|Low(33),9.970677,123.511378,APO|Unavailable|Unavailable|Low(33),14.570128,121.045777,APO|Unavailable|Unavailable|Low(33),8.271943,117.306793,APO|Unavailable|Unavailable|Low(33)",,Pycnonotus goiavier,Cornell University Museum of Vertebrates,13417,1,3
N'dalatando,Angola,,,-9.300863,14.911467,yes,Low(36),Unavailable,"-12.5,18.5,ANGOLA|Unavailable|Unavailable|Low(36),-14.133333,14.5,ANGOLA|Unavailable|Unavailable|Low(36),-12.5,18.5,ANGOLA|Unavailable|Unavailable|Low(36),-5.716667,12.333333,TANDO|Unavailable|Unavailable|Low(35),-10.404749,13.655375,TANDO|Unavailable|Unavailable|Low(35),-6.77751,12.969383,TANDO|Unavailable|Unavailable|Low(35),-6.969692,12.894534,TANDO|Unavailable|Unavailable|Low(35)",,"Chlorocichla falkensteini, Chlorocichla simplex",Cornell University Museum of Vertebrates,"13398, 13388",2,2
"Naga Hills, Mokokchung, elevation 4500 ft.",India,,,26.320737,94.51553,yes,Low(40),,"26,95,NAGA HILLS|Unavailable|Unavailable|Low(40),26,95,NAGA HILLS|Unavailable|Unavailable|Low(40),26.25,95.166667,NAGA|Unavailable|Unavailable|Low(34),28.089847,76.260136,NAGA|Unavailable|Unavailable|Low(34),19.815445,76.913897,NAGA|Unavailable|Unavailable|Low(34),26,95,NAGA|Unavailable|Unavailable|Low(34),33.119982,75.947065,NAGA|Unavailable|Unavailable|Low(34),25.353013,82.130642,NAGA|Unavailable|Unavailable|Low(34),23.045146,80.045265,NAGA|Unavailable|Unavailable|Low(34),26,95,NAGA|Unavailable|Unavailable|Low(34),30.917399,76.705543,NAGA|Unavailable|Unavailable|Low(34)",,Hypsipetes leucocephalus,Cornell University Museum of Vertebrates,13355,1,2
"Naga Hills, Songkama, elevation 5000 ft.",India,,,25.693831,90.636841,yes,Low(40),,"26,95,NAGA HILLS|Unavailable|Unavailable|Low(40),26,95,NAGA HILLS|Unavailable|Unavailable|Low(40),26.25,95.166667,NAGA|Unavailable|Unavailable|Low(34),28.089847,76.260136,NAGA|Unavailable|Unavailable|Low(34),19.815445,76.913897,NAGA|Unavailable|Unavailable|Low(34),26,95,NAGA|Unavailable|Unavailable|Low(34),33.119982,75.947065,NAGA|Unavailable|Unavailable|Low(34),25.353013,82.130642,NAGA|Unavailable|Unavailable|Low(34),23.045146,80.045265,NAGA|Unavailable|Unavailable|Low(34),26,95,NAGA|Unavailable|Unavailable|Low(34),30.917399,76.705543,NAGA|Unavailable|Unavailable|Low(34)",,Hypsipetes leucocephalus,Cornell University Museum of Vertebrates,13356,1,2
Pontianak; :West Kalimantan,Indonesia,,,-0.031944,109.325,yes,Low(45),Unavailable,"0,110.5,WEST KALIMANTAN|Unavailable|Unavailable|Low(45),1,114,KALIMANTAN|Unavailable|Unavailable|Low(40),-7.499444,110.806111,KALIMANTAN|Unavailable|Unavailable|Low(40),-1,114,KALIMANTAN|Unavailable|Unavailable|Low(40),1.616667,109.183333,KALIMANTAN|Unavailable|Unavailable|Low(40),-0.0833,109.2667,PONTIANAK|Unavailable|Unavailable|Low(39),-0.031944,109.325,PONTIANAK|Unavailable|Unavailable|Low(39),-8.3795,120.0392,PONTIANAK|Unavailable|Unavailable|Low(39)",,Pycnonotus zeylanicus,Cornell University Museum of Vertebrates,13373,1,3
Pundaluoya,Sri Lanka,,,7.0151,80.6697,no,High(84),unavailable,"7.0151,80.6697,PUNDALOYA|Unavailable|Unavailable|High(84)",,Hypsipetes ganeesa,Cornell University Museum of Vertebrates,13358,1,2
Punduluoya,Sri Lanka,,,7.0151,80.6697,no,High(84),unavailable,"7.0151,80.6697,PUNDULOYA|Unavailable|Unavailable|High(84)",,Pycnonotus penicillatus,Cornell University Museum of Vertebrates,13436,1,2
