LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
Halmahera,Indonesia,,,0.735585,127.951495,no,High(84),unavailable,"0.735585,127.951495,HALMAHERA|Unavailable|Unavailable|High(84),0.6,127.85,HALMAHERA|Unavailable|Unavailable|High(84),0.956061,127.838826,(g3)Halmahera|Unavailable|274560|Medium(59)",,Hypsipetes chloris,NHMUK,"60.9.5.39, 62.9.11.18, 98.10.2.92, 1969.52.1013",4,5
Halmahera,Indonesia,,,0.735585,127.951495,no,High(84),unavailable,"0.735585,127.951495,HALMAHERA|Unavailable|Unavailable|High(84),0.6,127.85,HALMAHERA|Unavailable|Unavailable|High(84),0.956061,127.838826,(g3)Halmahera|Unavailable|274560|Medium(59)",,Hypsipetes chloris,SNMB,N43295,1,5
Halmahera,Indonesia,,,0.735585,127.951495,no,High(84),unavailable,"0.735585,127.951495,HALMAHERA|Unavailable|Unavailable|High(84),0.6,127.85,HALMAHERA|Unavailable|Unavailable|High(84),0.956061,127.838826,(g3)Halmahera|Unavailable|274560|Medium(59)",,Hypsipetes chloris,ZMB,"55/209, 55/211, 55/208, 55/213, 2000/26786, 55/212, 55/210",7,5
Hat Chao Samran,Thailand,,,13.011559,100.070991,no,High(90),unavailable,"13.011559,100.070991,HAT CHAO SAMRAN|Unavailable|Unavailable|High(90)",,Pycnonotus conradi,Field1,4A30862,1,2
"Henmant (3�42'50.4""N 101�42'50.4""E)",Malaysia,,,3.714,101.714,no,,,,,Ixos mcclellandii,Field1,"277UWA16E, 282UWA16E, 283UWA16E",3,2
"Highwavys, Kerala",India,,,9.635726,77.35437,yes,Low(36),Unavailable,"10.416667,76.5,KERALA|Unavailable|Unavailable|Low(36),11,78,KERALA|Unavailable|Unavailable|Low(36),11,78,KERALA|Unavailable|Unavailable|Low(36),10,76.5,KERALA|Unavailable|Unavailable|Low(36)",,"Pycnonotus jocosus, Hypsipetes ganeesa",Indian Institute of Science Education and Research Tirupati,"ab_2509, A_1462, A_1463, A_1480, A_1481, AB_2049, AB_2084, AB_2085",8,3
"Hong Kong, unspecified",China,,,22.306385,114.17837,yes,Medium(59),,"22.290503,114.088419,(g3)Hong Kong|Unavailable|42596|Medium(59)",,Pycnonotus jocosus,Cornell University Museum of Vertebrates,"13432, 13431",2,4
"Hoshangabad, Madhya Pradesh",India,,,22.747468,77.727359,yes,Low(44),Unavailable,"22,79,MADHYA PRADESH|Unavailable|Unavailable|Low(44),23.5,78.5,MADHYA PRADESH|Unavailable|Unavailable|Low(44),22.747468,77.727359,HOSHANGABAD|Unavailable|Unavailable|Low(41),22.666667,77.5,HOSHANGABAD|Unavailable|Unavailable|Low(41),22.75357,77.722492,HOSHANGABAD|Unavailable|Unavailable|Low(41),24.161685,83.848876,MADHYA|Unavailable|Unavailable|Low(36),13.017654,74.818643,MADHYA|Unavailable|Unavailable|Low(36),13.470714,77.320184,MADHYA|Unavailable|Unavailable|Low(36),24.70279,78.655222,HOSHANGA|Unavailable|Unavailable|Low(25),24.703209,78.655768,HOSHANGA|Unavailable|Unavailable|Low(25),22.551891,77.843061,ANGABAD|Unavailable|Unavailable|Low(24)",,Pycnonotus cafer,Indian Institute of Science Education and Research Tirupati,"ab_2222, a_7553, ab_4763, a_4769",4,3
Hua-Lien,Taiwan,,,23.993333,121.601667,yes,High(83),Unavailable,"24,121.6,HUA-LIEN|Unavailable|Unavailable|High(83),23.78166,121.39333,HUA-LIEN|Unavailable|Unavailable|High(83),23.979167,121.611389,HUA-LIEN|Unavailable|Unavailable|High(83),23.993333,121.601667,HUA-LIEN|Unavailable|Unavailable|High(83),24,121.6,HUA-LIEN|Unavailable|Unavailable|High(83),23.976944,121.604444,HUA-LIEN|Unavailable|Unavailable|High(83),23.976944,121.604444,HUA-LIEN|Unavailable|Unavailable|High(83),23.993333,121.601667,HUA-LIEN|Unavailable|Unavailable|High(83)",,Pycnonotus taivanus,Smithsonian NMNH,"USNM 473211, USNM 472384, USNM 483715, USNM 472383, USNM 483716, USNM 472385, USNM 473197, USNM 473198, USNM 473201, USNM 473205, USNM 473206, USNM 473207, USNM 473208, USNM 473209, USNM 473210, USNM 473213, USNM 473214, USNM 473215",18,3
"Hua-Lien, 3 mi SW",Taiwan,,,23.946117,121.57071,yes,High(83),Unavailable,"23.969173,121.56626,Distance SouthWest of HUA-LIEN|Unavailable|Unavailable|High(83),23.750832,121.359646,Distance SouthWest of HUA-LIEN|Unavailable|Unavailable|High(83),23.94834,121.577654,Distance SouthWest of HUA-LIEN|Unavailable|Unavailable|High(83),23.962506,121.567929,Distance SouthWest of HUA-LIEN|Unavailable|Unavailable|High(83),23.969173,121.56626,Distance SouthWest of HUA-LIEN|Unavailable|Unavailable|High(83),23.946117,121.57071,Distance SouthWest of HUA-LIEN|Unavailable|Unavailable|High(83),23.946117,121.57071,Distance SouthWest of HUA-LIEN|Unavailable|Unavailable|High(83),23.962506,121.567929,Distance SouthWest of HUA-LIEN|Unavailable|Unavailable|High(83)",,Pycnonotus taivanus,Smithsonian NMNH,"USNM 473203, USNM 473204",2,2
"Hua-Lien, Lin-Tien",Taiwan,,,23.993333,121.601667,yes,Low(38),Unavailable,"24,121.6,HUA-LIEN|Unavailable|Unavailable|Low(38),23.78166,121.39333,HUA-LIEN|Unavailable|Unavailable|Low(38),23.979167,121.611389,HUA-LIEN|Unavailable|Unavailable|Low(38),23.993333,121.601667,HUA-LIEN|Unavailable|Unavailable|Low(38),24,121.6,HUA-LIEN|Unavailable|Unavailable|Low(38),23.976944,121.604444,HUA-LIEN|Unavailable|Unavailable|Low(38),23.976944,121.604444,HUA-LIEN|Unavailable|Unavailable|Low(38),23.993333,121.601667,HUA-LIEN|Unavailable|Unavailable|Low(38)",,Pycnonotus taivanus,Smithsonian NMNH,USNM 473199,1,3
"Hua-Lien, Ping-Lin",Taiwan,,,23.993333,121.601667,yes,Low(38),Unavailable,"24,121.6,HUA-LIEN|Unavailable|Unavailable|Low(38),23.78166,121.39333,HUA-LIEN|Unavailable|Unavailable|Low(38),23.979167,121.611389,HUA-LIEN|Unavailable|Unavailable|Low(38),23.993333,121.601667,HUA-LIEN|Unavailable|Unavailable|Low(38),24,121.6,HUA-LIEN|Unavailable|Unavailable|Low(38),23.976944,121.604444,HUA-LIEN|Unavailable|Unavailable|Low(38),23.976944,121.604444,HUA-LIEN|Unavailable|Unavailable|Low(38),23.993333,121.601667,HUA-LIEN|Unavailable|Unavailable|Low(38)",,Pycnonotus taivanus,Smithsonian NMNH,USNM 473200,1,3
"Huai Kha Khaeng WS, Uthai Thani",Thailand,,,15.60873,99.320785,yes,Low(45),Unavailable,"13.364285,99.998895,HUAI KHA KHAENG|Unavailable|Unavailable|Low(45),15.383333,99.55,UTHAI THANI|Unavailable|Unavailable|Low(41),15.379389,100.0245,UTHAI THANI|Unavailable|Unavailable|Low(41),17.399404,102.51404,HUAI KHA|Unavailable|Unavailable|Low(38),15.21392,104.330157,HUAI KHA|Unavailable|Unavailable|Low(38),17.963414,102.986062,HUAI KHA|Unavailable|Unavailable|Low(38),17.799624,102.853407,HUAI KHA|Unavailable|Unavailable|Low(38),18.284935,100.986847,HUAI KHA|Unavailable|Unavailable|Low(38),18.233509,100.99943,HUAI KHA|Unavailable|Unavailable|Low(38),19.786132,100.022983,HUAI KHA|Unavailable|Unavailable|Low(38),19.657535,99.55817,HUAI KHA|Unavailable|Unavailable|Low(38),19.200322,101.204333,HUAI KHA|Unavailable|Unavailable|Low(38),16.924974,102.163689,HUAI KHA|Unavailable|Unavailable|Low(38),16.190861,102.08702,HUAI KHA|Unavailable|Unavailable|Low(38),18.709658,98.44278,HUAI KHA|Unavailable|Unavailable|Low(38),19.054354,97.91304,HUAI KHA|Unavailable|Unavailable|Low(38),18.137569,97.926629,HUAI KHA|Unavailable|Unavailable|Low(38),17.743787,99.958112,HUAI KHA|Unavailable|Unavailable|Low(38),17.642095,99.276718,HUAI KHA|Unavailable|Unavailable|Low(38),18.313336,99.211473,HUAI KHA|Unavailable|Unavailable|Low(38),18.436587,99.588774,HUAI KHA|Unavailable|Unavailable|Low(38),19.086805,100.719371,HUAI KHA|Unavailable|Unavailable|Low(38),17.424219,102.314663,HUAI KHA|Unavailable|Unavailable|Low(38),18.020808,99.320619,HUAI KHA|Unavailable|Unavailable|Low(38),18.407943,99.8154,HUAI KHA|Unavailable|Unavailable|Low(38),16.871444,102.36875,HUAI KHA|Unavailable|Unavailable|Low(38),18.441303,99.120306,HUAI KHA|Unavailable|Unavailable|Low(38),16.129959,102.185351,HUAI KHA|Unavailable|Unavailable|Low(38),18.826054,100.218474,HUAI KHA|Unavailable|Unavailable|Low(38),18.250709,100.408598,HUAI KHA|Unavailable|Unavailable|Low(38),18.441699,100.838849,HUAI KHA|Unavailable|Unavailable|Low(38),18.215848,100.326548,HUAI KHA|Unavailable|Unavailable|Low(38),14.362778,100.672028,UTHAI|Unavailable|Unavailable|Low(35)",,"Pycnonotus aurigaster, Pycnonotus conradi, Pycnonotus finlaysoni, Rubigula flaviventris",Field1,"4A01548, 4A01549, 4A01550, 4A02447, 4A02446, 4A02445, 4A02450, 4A02449, 4A02448, 3A11826, 3A11827, 3A11825",12,3
"Huai Krajao, Kanchanaburi",Thailand,,,14.0202,99.526618,no,Medium(62),unavailable,"14.0202,99.526618,(g3)Kanchanaburi|Unavailable|6906|Medium(62)",,"Pycnonotus aurigaster, Pycnonotus conradi",Field1,"3A10735, 4A02475, 4A02474, 4A02473, 4A02471, 4A02470, 4A02469, 4A02476, 4A02465, 4A02477",10,3
"Huai Nam Yen, Pang Sida, Sa Kaeo Provinc",Thailand,,,13.983561,102.20352,yes,Low(42),,"17.620403,104.425112,HUAI NAM YEN|Unavailable|Unavailable|Low(42),16.439716,98.92567,HUAI NAM YEN|Unavailable|Unavailable|Low(42),17.290196,98.483362,HUAI NAM YEN|Unavailable|Unavailable|Low(42),17.964711,102.980872,HUAI NAM YEN|Unavailable|Unavailable|Low(42),16.397228,98.967148,HUAI NAM YEN|Unavailable|Unavailable|Low(42),17.151698,98.387546,HUAI NAM YEN|Unavailable|Unavailable|Low(42),18.170203,99.828176,HUAI NAM YEN|Unavailable|Unavailable|Low(42),18.000402,99.995262,HUAI NAM YEN|Unavailable|Unavailable|Low(42),19.835804,99.504884,HUAI NAM YEN|Unavailable|Unavailable|Low(42),17.897037,98.904485,HUAI NAM YEN|Unavailable|Unavailable|Low(42),18.864304,100.318077,HUAI NAM|Unavailable|Unavailable|Low(38),13.914863,101.905792,SA KAEO|Unavailable|Unavailable|Low(37),13.814111,102.072222,SA KAEO|Unavailable|Unavailable|Low(37),16.711417,101.974361,SA KAEO|Unavailable|Unavailable|Low(37),19.666,100.106556,SA KAEO|Unavailable|Unavailable|Low(37),13.75,102.333333,SA KAEO|Unavailable|Unavailable|Low(37),16.152556,103.368917,SA KAEO|Unavailable|Unavailable|Low(37),15.475278,101.159139,SA KAEO|Unavailable|Unavailable|Low(37),15.549941,102.566746,SIDA|Unavailable|Unavailable|Low(34),18.111278,98.891306,PANG|Unavailable|Unavailable|Low(34),17.386302,98.476022,HUAI NA|Unavailable|Unavailable|Low(24),19.8512,99.754153,HUAI NA|Unavailable|Unavailable|Low(24),17.459316,102.594498,HUAI NA|Unavailable|Unavailable|Low(24),18.519231,97.89871,HUAI NA|Unavailable|Unavailable|Low(24),18.852144,97.810447,HUAI NA|Unavailable|Unavailable|Low(24),17.743542,98.359781,HUAI NA|Unavailable|Unavailable|Low(24),17.917396,99.600493,HUAI NA|Unavailable|Unavailable|Low(24),17.485856,104.656819,HUAI NA|Unavailable|Unavailable|Low(24),17.796151,103.011939,HUAI NA|Unavailable|Unavailable|Low(24),16.018069,98.859291,HUAI NA|Unavailable|Unavailable|Low(24),17.403089,98.461763,HUAI NA|Unavailable|Unavailable|Low(24),18.132911,102.112799,HUAI NA|Unavailable|Unavailable|Low(24),17.805815,102.434307,HUAI NA|Unavailable|Unavailable|Low(24)",,"Iole propinqua, Microtarsus melanocephalos, Rubigula flaviventris, Alophoixus pallidus",Field1,"3A12120, 3A12130, 3A12114, 3A12125, 3A12133, 3A12121, 3A12128, 3A12124, 3A12129, 3A12131, 3A12132, 4A30806, 4A30805, 4A30807, 4A30808, 4A30809, 4A30810, 4A30811, 4A30812",19,3
"Hunguéria, Huíla",Angola,,,-15.316667,13.533333,no,Low(39),unavailable,"-15.316667,13.533333,HUNGUÉRIA|Unavailable|Unavailable|Low(39),-14.695307,15.000136,HUÍLA|Unavailable|Unavailable|Low(35),-15.0667,13.55,HUÍLA|Unavailable|Unavailable|Low(35),-14.695,15,HUÍLA|Unavailable|Unavailable|Low(35)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",19248,1,2
"Hushan Township, Dandong, Liaoning",China,,,40.26836,124.50415,yes,Low(38),,"41.25,122.666667,LIAONING|Unavailable|Unavailable|Low(38),40.593611,124.386667,DANDONG|Unavailable|Unavailable|Low(37),31.23996,101.517213,DANDONG|Unavailable|Unavailable|Low(37),26.979444,108.908889,DANDONG|Unavailable|Unavailable|Low(37),25.885151,115.627982,HUSHAN|Unavailable|Unavailable|Low(36),33.706279,105.128989,HUSHAN|Unavailable|Unavailable|Low(36),28.901061,119.755795,HUSHAN|Unavailable|Unavailable|Low(36),26.422377,118.227363,HUSHAN|Unavailable|Unavailable|Low(36),29.566466,111.766125,HUSHAN|Unavailable|Unavailable|Low(36),30.171739,118.985573,HUSHAN|Unavailable|Unavailable|Low(36),29.943155,117.003378,HUSHAN|Unavailable|Unavailable|Low(36),19.647222,110.518611,HUSHAN|Unavailable|Unavailable|Low(36),27.5503,120.421,HUSHAN|Unavailable|Unavailable|Low(36),21.964107,112.394695,HUSHAN|Unavailable|Unavailable|Low(36),25.490833,118.104167,HUSHAN|Unavailable|Unavailable|Low(36),31.64208,106.24154,HUSHAN|Unavailable|Unavailable|Low(36),22.141935,113.160584,HUSHAN|Unavailable|Unavailable|Low(36),25.728611,117.422222,HUSHAN|Unavailable|Unavailable|Low(36),22.287353,112.651916,HUSHAN|Unavailable|Unavailable|Low(36),31.9022,115.014,HUSHAN|Unavailable|Unavailable|Low(36),25.06714,115.10936,HUSHAN|Unavailable|Unavailable|Low(36),25.584693,119.780543,HUSHAN|Unavailable|Unavailable|Low(36),30.348383,115.810124,HUSHAN|Unavailable|Unavailable|Low(36),35.1723,119.328,HUSHAN|Unavailable|Unavailable|Low(36),25.281989,118.253584,HUSHAN|Unavailable|Unavailable|Low(36),36.9524,122.201,HUSHAN|Unavailable|Unavailable|Low(36),29.754519,118.821191,HUSHAN|Unavailable|Unavailable|Low(36),28.5871,119.005,HUSHAN|Unavailable|Unavailable|Low(36),29.933498,112.032303,HUSHAN|Unavailable|Unavailable|Low(36),22.436742,112.508912,HUSHAN|Unavailable|Unavailable|Low(36),28.067885,115.004168,HUSHAN|Unavailable|Unavailable|Low(36),26.346101,119.480129,HUSHAN|Unavailable|Unavailable|Low(36),22.266842,112.723949,HUSHAN|Unavailable|Unavailable|Low(36)",,Hypsipetes amaurotis,"Institute of Zoology, Chinese Academy of Sciences",62667,1,2
"IIT, Andhra Pradesh",India,,,13.714496,79.593716,yes,Low(44),Unavailable,"16,79,ANDHRA PRADESH|Unavailable|Unavailable|Low(44),15.833333,79.75,ANDHRA PRADESH|Unavailable|Unavailable|Low(44),17.833333,79.083333,ANDHRA|Unavailable|Unavailable|Low(36),26.396826,86.33789,ANDHRA|Unavailable|Unavailable|Low(36),18.766667,73.65,ANDHRA|Unavailable|Unavailable|Low(36),18,79.5,ANDHRA|Unavailable|Unavailable|Low(36)",,"Pycnonotus cafer, Pycnonotus jocosus, Pycnonotus luteolus",Indian Institute of Science Education and Research Tirupati,"a_56, d_57, z_99, ab_109, ab_110, ab_108, ab_111, ab_112, ab_106, ab_113, ab_94",11,2
"ILARA (7.373945033, 5.102359001)",Nigeria,,,7.373945033,5.102359001,no,Low(35),unavailable,"6.931557,3.72682,ILARA|Unavailable|Unavailable|Low(35),6.700341,3.472861,ILARA|Unavailable|Unavailable|Low(35),7.350672,5.113331,ILARA|Unavailable|Unavailable|Low(35),6.7,3.4667,ILARA|Unavailable|Unavailable|Low(35),7.413614,2.747974,ILARA|Unavailable|Unavailable|Low(35)",,"Pycnonotus barbatus, Eurillas virens",Field1,"CA02670, CA02699, CA02672, CA02673, CA02674, CA02675, CA02676, CA02678, CA02679, CA02680, CA02681, FB26117",12,1
"INDONESIA: Propinsi Sumatera Barat; Lunang, 3 km S, 13 km W; -2.27, 101.18; Habitat: scrub country next to small stream and freshwater swamp",Indonesia,,,-2.27,101.18,no,Medium(62),unavailable,"-0.375,116.725,(g1)Small stream|Unavailable|Unavailable|Medium(62)",,Rubigula erythropthalmos,Burke Museum,UWBM 67460,1,2
"Imbak River, Sabah, E. Malaysia",Malaysia,,,5.110705,116.98687,yes,Low(43),Unavailable,"4,115,EAST MALAYSIA|Unavailable|Unavailable|Low(43),2.5,112.5,MALAYSIA|Unavailable|Unavailable|Low(38),0,120,MALAYSIA|Unavailable|Unavailable|Low(38),2.5,112.5,MALAYSIA|Unavailable|Unavailable|Low(38),3.7698,100.9879,SABAH|Unavailable|Unavailable|Low(35),5.5,117,SABAH|Unavailable|Unavailable|Low(35)",,Rubigula erythropthalmos,Western Foundation of Vertebrate Zoology,"WFVZ #38885, WFVZ #38884",2,4
"Inalad, Municipality of Siaton, Negros Oriental Province, Negros Island",Philippines,,,9.06825,123.064938,yes,High(84),Unavailable,"9.660766,123.131282,(g3)NEGROS ORIENTAL PROVINCE|Unavailable|84736|High(84),9.660766,123.131282,(g3)NEGROS ORIENTAL|Unavailable|84736|High(75),9.066667,123.15,(g1)NEGROS ORIENTAL|Unavailable|Unavailable|Medium(65)",,Pycnonotus goiavier,University of Western Ontario,UWO 1331,1,2
"Incafe (Ganda), Benguela",Angola,,,-13.016667,14.633333,yes,Low(38),Unavailable,"-12.853995,13.928248,BENGUELA|Unavailable|Unavailable|Low(38),-12.578333,13.407222,BENGUELA|Unavailable|Unavailable|Low(38),-12.1,15.283333,BENGUELA|Unavailable|Unavailable|Low(38),-12.739634,13.577837,BENGUELA|Unavailable|Unavailable|Low(38),-12.853,13.928,BENGUELA|Unavailable|Unavailable|Low(38),-12.5667,13.4,BENGUELA|Unavailable|Unavailable|Low(38),-5.95,13.716667,GANDA|Unavailable|Unavailable|Low(35),-6.033333,15.266667,GANDA|Unavailable|Unavailable|Low(35),-12,15.716667,GANDA|Unavailable|Unavailable|Low(35),-11.066667,15.35,GANDA|Unavailable|Unavailable|Low(35),-12.9,14.616667,GANDA|Unavailable|Unavailable|Low(35),-11.033333,15.316667,GANDA|Unavailable|Unavailable|Low(35),-11.033333,15.333333,GANDA|Unavailable|Unavailable|Low(35),-11.033333,15.35,GANDA|Unavailable|Unavailable|Low(35),-11.533333,15.15,GANDA|Unavailable|Unavailable|Low(35),-11.516667,15.8,GANDA|Unavailable|Unavailable|Low(35),-11.555781,14.943387,GANDA|Unavailable|Unavailable|Low(35),-13.085959,14.741575,GANDA|Unavailable|Unavailable|Low(35),-13.016667,14.633333,GANDA|Unavailable|Unavailable|Low(35),-10.445218,15.14219,GANDA|Unavailable|Unavailable|Low(35),-13.0333,14.6667,GANDA|Unavailable|Unavailable|Low(35),-11.016667,15.333333,GANDA|Unavailable|Unavailable|Low(35),-11.583333,15.433333,GANDA|Unavailable|Unavailable|Low(35),-11.183333,15.05,GANDA|Unavailable|Unavailable|Low(35)",,Phyllastrephus fulviventris,"Lubango Museum, Angola",32986,1,2
"Incafé (Ganda), Benguela",Angola,,,-13.016667,14.633333,yes,Low(38),Unavailable,"-12.853995,13.928248,BENGUELA|Unavailable|Unavailable|Low(38),-12.578333,13.407222,BENGUELA|Unavailable|Unavailable|Low(38),-12.1,15.283333,BENGUELA|Unavailable|Unavailable|Low(38),-12.739634,13.577837,BENGUELA|Unavailable|Unavailable|Low(38),-12.853,13.928,BENGUELA|Unavailable|Unavailable|Low(38),-12.5667,13.4,BENGUELA|Unavailable|Unavailable|Low(38),-5.95,13.716667,GANDA|Unavailable|Unavailable|Low(35),-6.033333,15.266667,GANDA|Unavailable|Unavailable|Low(35),-12,15.716667,GANDA|Unavailable|Unavailable|Low(35),-11.066667,15.35,GANDA|Unavailable|Unavailable|Low(35),-12.9,14.616667,GANDA|Unavailable|Unavailable|Low(35),-11.033333,15.316667,GANDA|Unavailable|Unavailable|Low(35),-11.033333,15.333333,GANDA|Unavailable|Unavailable|Low(35),-11.033333,15.35,GANDA|Unavailable|Unavailable|Low(35),-11.533333,15.15,GANDA|Unavailable|Unavailable|Low(35),-11.516667,15.8,GANDA|Unavailable|Unavailable|Low(35),-11.555781,14.943387,GANDA|Unavailable|Unavailable|Low(35),-13.085959,14.741575,GANDA|Unavailable|Unavailable|Low(35),-13.016667,14.633333,GANDA|Unavailable|Unavailable|Low(35),-10.445218,15.14219,GANDA|Unavailable|Unavailable|Low(35),-13.0333,14.6667,GANDA|Unavailable|Unavailable|Low(35),-11.016667,15.333333,GANDA|Unavailable|Unavailable|Low(35),-11.583333,15.433333,GANDA|Unavailable|Unavailable|Low(35),-11.183333,15.05,GANDA|Unavailable|Unavailable|Low(35)",,Phyllastrephus cabanisi,"Lubango Museum, Angola",32965,1,2
Indawgyi WS Kachin State Myanmar,Thailand,,,25.193502,96.365833,yes,,,,,"Alophoixus flaveolus, Iole propinqua, Pycnonotus cafer, Rubigula flaviventris, Pycnonotus jocosus",Field1,"4A30838, 4A30839, 3A12164, 4A30815, 4A30814, 4A30607, 4A30606, 4A30602, 4A30609, 4A30620, 4A30624, 3A60003, 3A60002, 3A12161, 3A12163, 3A12165, 4A30625, 3A12159, 4A30623, 4A30621, 4A30619, 4A30617, 4A30616, 3A12151",24,3
India,India,,,26.442204,90.782381,yes,High(80),,"22,79,INDIA|Unavailable|Unavailable|High(80),23.015333,75.362613,INDIA|Unavailable|Unavailable|High(80),20,77,INDIA|Unavailable|Unavailable|High(80)",,"Pycnonotus cafer, Rubigula flaviventris",Royal Ontario Museum,"NA, B 3957b; WR 24, 1492",4,6
"Iona, Moçâmedes",Angola,,,-16.391457,12.265612,yes,Low(39),Unavailable,"-15.766667,12.4,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-8.171682,16.841674,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.196111,12.152222,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.331,12.66,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-15.1667,12.15,MOÇÂMEDES|Unavailable|Unavailable|Low(39),-16.666667,12.333333,IONA|Unavailable|Unavailable|Low(34),-16.916667,12.633333,IONA|Unavailable|Unavailable|Low(34),-16.9,12.583333,IONA|Unavailable|Unavailable|Low(34)",,Pycnonotus nigricans,"Lubango Museum, Angola","26280, 26281",2,3
"Ise, Mie Prefecture",Japan,,,34.387941,136.768164,yes,High(74),,"34.40692,136.586718,(g3)Mie Prefecture|Unavailable|95600|High(74)",,Hypsipetes amaurotis,"Institute of Zoology, Chinese Academy of Sciences",51835,1,3
"Itabe (= Itabi), 1030 m alt, Kivu, Zaïre",DRC,,,-3,28.25,no,Low(34),unavailable,"-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels","RBINS 69189, RBINS 69190, RBINS 69191",3,2
Java,Indonesia,,,-7.491667,110.004444,yes,High(79),Unavailable,"-7.4,110,JAVA|Unavailable|Unavailable|High(79),-7.491667,110.004444,JAVA|Unavailable|Unavailable|High(79)",,Rubigula dispar,NHMUK,73.5.12.30,1,5
Java,Indonesia,,,-7.114306,107.61836,yes,High(79),,"-7.4,110,JAVA|Unavailable|Unavailable|High(79),-7.491667,110.004444,JAVA|Unavailable|Unavailable|High(79)",,Pycnonotus bimaculatus,Queensland Museum,O7874,1,5
Java,Indonesia,,,-7.491667,110.004444,yes,High(79),Unavailable,"-7.4,110,JAVA|Unavailable|Unavailable|High(79),-7.491667,110.004444,JAVA|Unavailable|Unavailable|High(79)",,Rubigula dispar,RMNH,"62899, 62900, 62902, 62903, 62904, 62905, 62906, 62907, 62908, 62909, 62911, 62912, 62913, 62914, 62915, 62916, 62917, 62918, 62920, 62921, 62922, 62923, 62924, 62925, 62927, 62928, 62929, 62930, 62931, 62934, 62935, 62937, 62938, 62939, 62941, 61189, 61190, 66884, 66886, 125570, 27249, 62901, 62910",43,5
Java,Indonesia,,,-7.491667,110.004444,yes,High(79),Unavailable,"-7.4,110,JAVA|Unavailable|Unavailable|High(79),-7.491667,110.004444,JAVA|Unavailable|Unavailable|High(79)",,Rubigula dispar,USNM,219935,1,5
Java,Indonesia,,,-7.491667,110.004444,yes,High(79),Unavailable,"-7.4,110,JAVA|Unavailable|Unavailable|High(79),-7.491667,110.004444,JAVA|Unavailable|Unavailable|High(79)",,Rubigula dispar,ZMB,28/96,1,5
Java,Indonesia,,,-7.491667,110.004444,yes,High(79),Unavailable,"-7.4,110,JAVA|Unavailable|Unavailable|High(79),-7.491667,110.004444,JAVA|Unavailable|Unavailable|High(79)",,Rubigula dispar,ZSM,"1910/878, 1910/879",2,5
Java,Indonesia,,,-7.114306,107.61836,no,,,,,Pycnonotus bimaculatus,RMNH,RMNH125816,1,5
