LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Oyala, Universidad Americana de Guinea Ecuatorial",Equatorial Guinea,,,1.606881,10.859243,yes,Low(47),,"1.583333,10.5,GUINEA ECUATORIAL|Unavailable|Unavailable|Low(47),2,10,GUINEA ECUATORIAL|Unavailable|Unavailable|Low(47),1.621619,10.833914,OYALA|Unavailable|Unavailable|Low(35)",,Bleda notatus,"Louisiana State University, Museum of Natural Science",190021,1,2
"Oyala, vicinity of Universidad Americana de Guinea Ecuatorial",Equatorial Guinea,,,1.606881,10.859243,no,Low(47),unavailable,"1.583333,10.5,GUINEA ECUATORIAL|Unavailable|Unavailable|Low(47),2,10,GUINEA ECUATORIAL|Unavailable|Unavailable|Low(47),1.621619,10.833914,OYALA|Unavailable|Unavailable|Low(35)",,Bleda notatus,"Louisiana State University, Museum of Natural Science",190022,1,2
"Padawan, Borneo Highlands Resort",Malaysia,,,1.16428,110.25876,no,Low(37),unavailable,"1.16428,110.25876,PADAWAN|Unavailable|Unavailable|Low(37),1,114,BORNEO|Unavailable|Unavailable|Low(36),4,115,BORNEO|Unavailable|Unavailable|Low(36)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science",187864,1,3
"Palawan, Balabac",Philippines,,,7.9748,117.0165,yes,Low(37),,"7.9748,117.0165,BALABAC|Unavailable|Unavailable|Low(37),10.7891,124.555,PALAWAN|Unavailable|Unavailable|Low(37),11.0366,124.3964,PALAWAN|Unavailable|Unavailable|Low(37),7.9868,117.0645,BALABAC|Unavailable|Unavailable|Low(37),6.9,122.15,BALABAC|Unavailable|Unavailable|Low(37),11.8921,121.5455,PALAWAN|Unavailable|Unavailable|Low(37),9.5,118.5,PALAWAN|Unavailable|Unavailable|Low(37),16.7304,121.7353,PALAWAN|Unavailable|Unavailable|Low(37),7.983333,117.066667,BALABAC|Unavailable|Unavailable|Low(37),16.724039,121.847291,PALAWAN|Unavailable|Unavailable|Low(37),14.417578,121.030226,PALAWAN|Unavailable|Unavailable|Low(37),10.066,118.905,PALAWAN|Unavailable|Unavailable|Low(37),9.5,118.5,PALAWAN|Unavailable|Unavailable|Low(37),14.407546,121.024144,BALABAC|Unavailable|Unavailable|Low(37),10.066713,118.905002,PALAWAN|Unavailable|Unavailable|Low(37),8.633333,123.4,PALAWAN|Unavailable|Unavailable|Low(37),14.632553,121.001169,PALAWAN|Unavailable|Unavailable|Low(37),16.704815,121.850321,PALAWAN|Unavailable|Unavailable|Low(37)",,Alophoixus frater,ANSP,51952,1,4
"Palawan, Puerto Princesa City",Philippines,,,9.791447,118.670863,yes,Medium(65),,"9.915757,118.802871,(g3)Puerto Princesa|Unavailable|7730|Medium(65)",,Alophoixus frater,ANSP,"136764, 167926",2,4
"Phitsanulok Province, Mueang Phitsanulok District, Watpa; 70 miles E Phitsanulok, headwaters of Pasak River",Thailand,,,16.830564,101.313516,yes,High(86),Unavailable,"16.913917,101.563977,Distance East of PHITSANULOK|Unavailable|Unavailable|High(86),16.822072,101.322054,Distance East of PHITSANULOK|Unavailable|Unavailable|High(86),16.830564,101.313516,Distance East of PHITSANULOK|Unavailable|Unavailable|High(86),16.91395,101.563978,Distance East of PHITSANULOK|Unavailable|Unavailable|High(86),16.780606,101.346574,Distance East of PHITSANULOK|Unavailable|Unavailable|High(86)",,"Iole propinqua, Pycnonotus conradi",ANSP,"115147, 115146, 114813, 114814",4,3
"Pico Basile, K20 Camp",Equatorial Guinea,,,3.640087,8.770582,yes,Low(41),Unavailable,"3.584296,8.760554,PICO BASILE|Unavailable|Unavailable|Low(41),3.5833,8.7667,PICO BASILE|Unavailable|Unavailable|Low(41),1.038302,10.676438,BASILE|Unavailable|Unavailable|Low(36),1.183637,9.847465,BASILE|Unavailable|Unavailable|Low(36),3.694296,8.803575,BASILE|Unavailable|Unavailable|Low(36)",,Arizelocichla tephrolaema,"Louisiana State University, Museum of Natural Science","230921, 230922, 230925",3,3
"Piste Katuka, entre la Rivière Byangolo et Molidi, 1100 m alt, Parc National Albert, Kivu, Congo Belge",DRC,,,0.4333,29.7667,no,Low(50),unavailable,"-1,29.25,PARC NATIONAL ALBERT|Unavailable|Unavailable|Low(50),0,25,CONGO BELGE|Unavailable|Unavailable|Low(41),0,25,CONGO|Unavailable|Unavailable|Low(35),-2.5,28,KIVU|Unavailable|Unavailable|Low(34),-1.566667,23.85,YANGOLO|Unavailable|Unavailable|Low(24)",,Phyllastrephus hypochloris,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 27062,1,3
"Playa Moraka, Camp 2, Tope Tomo",Equatorial Guinea,,,3.258669,8.486109,yes,Low(34),,"3.681664,8.916325,TOPE|Unavailable|Unavailable|Low(34)",,Bleda notatus,"Louisiana State University, Museum of Natural Science","230792, 230793, 230795, 230805, 230819",5,2
Potchefstroom; Transvaal,South Africa,,,-26.716667,27.083333,no,Low(43),unavailable,"-26.716667,27.083333,POTCHEFSTROOM|Unavailable|Unavailable|Low(43),-24.083333,27.883333,POTCHEFSTROOM|Unavailable|Unavailable|Low(43),-26.716667,27.1,POTCHEFSTROOM|Unavailable|Unavailable|Low(43),-24.541361,26.951492,POTCHEFSTROOM|Unavailable|Unavailable|Low(43),-26.7,27.1,POTCHEFSTROOM|Unavailable|Unavailable|Low(43),-26.670658,27.081541,POTCHEFSTROOM|Unavailable|Unavailable|Low(43),-24.540865,26.971836,POTCHEFSTROOM|Unavailable|Unavailable|Low(43)",,Pycnonotus barbatus,University of Cambridge Museum of Zoology,UMZC 27/Pyc/11/d/4,1,2
"Prachuap Khiri Khan Province, Khao Luang (Big Mountain)",Thailand,,,11.6517,99.5792,no,Medium(69),unavailable,"11.806274,99.799921,(g3)Prachuap Khiri Khan|Unavailable|5840|Medium(69)",,Iole propinqua,ANSP,130285,1,3
"Puerto Princesa, Palawan",Philippines,,,9.789673,118.673026,yes,Low(37),Unavailable,"9.5,118.5,PALAWAN|Unavailable|Unavailable|Low(37),11.0366,124.3964,PALAWAN|Unavailable|Unavailable|Low(37),8.633333,123.4,PALAWAN|Unavailable|Unavailable|Low(37),11.8921,121.5455,PALAWAN|Unavailable|Unavailable|Low(37),16.7304,121.7353,PALAWAN|Unavailable|Unavailable|Low(37),10.7891,124.555,PALAWAN|Unavailable|Unavailable|Low(37),10.066713,118.905002,PALAWAN|Unavailable|Unavailable|Low(37),16.724039,121.847291,PALAWAN|Unavailable|Unavailable|Low(37),9.5,118.5,PALAWAN|Unavailable|Unavailable|Low(37),10.066,118.905,PALAWAN|Unavailable|Unavailable|Low(37),16.704815,121.850321,PALAWAN|Unavailable|Unavailable|Low(37),14.632553,121.001169,PALAWAN|Unavailable|Unavailable|Low(37),14.417578,121.030226,PALAWAN|Unavailable|Unavailable|Low(37),8.504167,124.759444,PUERTO|Unavailable|Unavailable|Low(36),15.3446,120.0082,PRINCESS|Unavailable|Unavailable|Low(25)",,Alophoixus frater,Royal Ontario Museum,"AM 1468; CG 1883, No 1097",1,4
Pundaluoya,Sri Lanka,,,7.0151,80.6697,no,High(84),unavailable,"7.0151,80.6697,PUNDULOYA|Unavailable|Unavailable|High(84)",,Pycnonotus penicillatus,University of Michigan Museum of Zoology,94827,1,2
"Rayong Province, Mueang Rayong District, Rayong",Thailand,,,12.8333,101.4333,yes,Low(45),,"12.8333,101.4333,RAYONG PROVINCE|Unavailable|Unavailable|Low(45),12.718642,101.344906,MUEANG RAYONG|Unavailable|Unavailable|Low(43),12.668462,101.275503,MUEANG RAYONG|Unavailable|Unavailable|Low(43),12.616667,101.433333,RAYONG|Unavailable|Unavailable|Low(36),12.8333,101.4333,RAYONG|Unavailable|Unavailable|Low(36),12.833333,101.433333,RAYONG|Unavailable|Unavailable|Low(36),12.668462,101.275503,RAYONG|Unavailable|Unavailable|Low(36)",,Iole propinqua,ANSP,"124190, 124191",2,4
Rio Mbua Camp,Equatorial Guinea,,,1.517597,9.640894,yes,,,,,Bleda notatus,"Louisiana State University, Museum of Natural Science",230859,1,4
"Rivière Mangbweleu, affluent Butahu, 1300 m alt, ex Parc National Albert, Kivu, Congo Belge",DRC,,,0.01667,29.13333,no,Low(50),unavailable,"-1,29.25,PARC NATIONAL ALBERT|Unavailable|Unavailable|Low(50),0,25,CONGO BELGE|Unavailable|Unavailable|Low(41),0.016667,29.133333,BUTAHU|Unavailable|Unavailable|Low(36),0,25,CONGO|Unavailable|Unavailable|Low(35),-2.5,28,KIVU|Unavailable|Unavailable|Low(34)",,Phyllastrephus hypochloris,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 50787,1,2
S of Lai Chau,Vietnam,,,22.097668,103.630793,yes,Low(33),Unavailable,"9.3775,106.043333,CHI|Unavailable|Unavailable|Low(33),15.766667,107.716667,LAI|Unavailable|Unavailable|Low(33)",,Iole propinqua,University of Michigan Museum of Zoology,68992,1,4
Saidi,DRC,,,3.833333,27.316667,yes,High(80),,"3.833333,27.316667,SAIDI|Unavailable|Unavailable|High(80),-10.9,25.283333,SAIDI|Unavailable|Unavailable|High(80)",,Ixonotus guttatus,University of Michigan Museum of Zoology,"91734, 91735",2,4
Sakbayeme,Cameroon,,,4.053443,10.566593,yes,High(84),,"4.033333,10.566667,SAKBAYEME|Unavailable|Unavailable|High(84),4.046412,10.569823,(g3)Sakbayeme|Unavailable|1593|Medium(59)",,Thescelocichla leucopleura,University of Michigan Museum of Zoology,"118974, 118976, 118975",3,2
"Samarakan, 25 km S Bintulu (logged forest)",Malaysia,,,2.938245,113.093554,yes,High(82),Unavailable,"2.940719,113.033333,Distance South of BINTULU|Unavailable|Unavailable|High(82),2.774051,113.333333,Distance South of BINTULU|Unavailable|Unavailable|High(82),3.107386,113.166667,Distance South of BINTULU|Unavailable|Unavailable|High(82)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","179298, 179299, 179300",3,3
"Sarawak, Belaga, Mount Dulit",Malaysia,,,3.333231,114.150087,yes,Low(37),,"2.5,113.5,SARAWAK|Unavailable|Unavailable|Low(37),1.5333,110.3333,SARAWAK|Unavailable|Unavailable|Low(37),2.7,113.783333,BELAGA|Unavailable|Unavailable|Low(36),2.5,114.5,BELAGA|Unavailable|Unavailable|Low(36),2.75,113.7667,BELAGA|Unavailable|Unavailable|Low(36)",,Hemixos cinereus,ANSP,"61327, 61328, 61329, 61330",4,3
"Sarawak, Mt Dulit, Baram Dist, Borneo",Malaysia,,,3.333231,114.150087,no,Low(37),unavailable,"2.5,113.5,SARAWAK|Unavailable|Unavailable|Low(37),1.5333,110.3333,SARAWAK|Unavailable|Unavailable|Low(37),4,115,BORNEO|Unavailable|Unavailable|Low(36),1,114,BORNEO|Unavailable|Unavailable|Low(36),3.666667,114.75,BARAM|Unavailable|Unavailable|Low(35)",,Hemixos cinereus,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/h/10, UMZC 27/Pyc/6/h/6",2,3
"Sarawak, Mt Mulu, Baram Dist, Borneo",Malaysia,,,4.045814,114.929834,yes,Low(37),,"2.5,113.5,SARAWAK|Unavailable|Unavailable|Low(37),1.5333,110.3333,SARAWAK|Unavailable|Unavailable|Low(37),4,115,BORNEO|Unavailable|Unavailable|Low(36),1,114,BORNEO|Unavailable|Unavailable|Low(36),3.666667,114.75,BARAM|Unavailable|Unavailable|Low(35)",,Hemixos cinereus,University of Cambridge Museum of Zoology,"UMZC 27/Pyc/6/h/11, UMZC 27/Pyc/6/h/12",2,3
"Sematan, Kampung Pueh",Malaysia,,,1.83091,109.70452,no,Low(42),unavailable,"1.83091,109.70452,KAMPUNG PUEH|Unavailable|Unavailable|Low(42),1.8,109.766667,SEMATAN|Unavailable|Unavailable|Low(37),1.8333,109.7333,SEMATAN|Unavailable|Unavailable|Low(37)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","186209, 186211",2,2
"Sematan, Kampung Sebako",Malaysia,,,1.73638,109.73728,no,Low(44),unavailable,"1.73638,109.73728,KAMPUNG SEBAKO|Unavailable|Unavailable|Low(44),1.8,109.766667,SEMATAN|Unavailable|Unavailable|Low(37),1.8333,109.7333,SEMATAN|Unavailable|Unavailable|Low(37)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","187862, 187863",2,2
"Sematan, Mt. Pueh",Malaysia,,,1.800565,109.684323,yes,Low(37),,"1.8,109.766667,SEMATAN|Unavailable|Unavailable|Low(37),1.8333,109.7333,SEMATAN|Unavailable|Unavailable|Low(37)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science",186205,1,3
"Shan State, Kengtung Township, Loi Mwe",Myanmar,,,21.169775,99.756815,yes,Low(40),Unavailable,"22,98,SHAN STATE|Unavailable|Unavailable|Low(40),21.582977,99.588898,KENGTUNG|Unavailable|Unavailable|Low(38),21.083333,99.583333,KENGTUNG|Unavailable|Unavailable|Low(38),21.291488,99.604092,KENGTUNG|Unavailable|Unavailable|Low(38),21.169775,99.756815,LOI MWE|Unavailable|Unavailable|Low(37),21.987706,98.482362,LOI|Unavailable|Unavailable|Low(33),19.269722,97.505556,LOI|Unavailable|Unavailable|Low(33)",,Hemixos flavala,ANSP,"115144, 115145",2,2
"Shan State, Lashio District, Panghsang",Myanmar,,,22.184024,99.158397,yes,Low(45),Unavailable,"22.830827,98.150078,LASHIO DISTRICT|Unavailable|Unavailable|Low(45),22,98,SHAN STATE|Unavailable|Unavailable|Low(40),22.332295,97.594898,PANGSANG|Unavailable|Unavailable|Low(38),22.935896,97.749801,LASHIO|Unavailable|Unavailable|Low(36),23.169575,97.237076,PANGSAN|Unavailable|Unavailable|Low(24),22.991221,98.525397,PANGSAN|Unavailable|Unavailable|Low(24)",,Iole propinqua,ANSP,112590,1,3
"Shan State, Sop Lao",Myanmar,,,21.169247,99.749239,yes,Low(40),Unavailable,"22,98,SHAN STATE|Unavailable|Unavailable|Low(40),21.367488,99.656209,LAO|Unavailable|Unavailable|Low(33),21.164942,98.439493,LAO|Unavailable|Unavailable|Low(33)",,Iole propinqua,ANSP,112592,1,3
Solwezi,Zambia,,,-12.168796,26.389381,yes,High(82),Unavailable,"-12.183333,26.416667,SOLWEZI|Unavailable|Unavailable|High(82),-12.168796,26.389381,SOLWEZI|Unavailable|Unavailable|High(82),-12.207101,26.418019,SOLWEZI|Unavailable|Unavailable|High(82),-12.1833,26.3833,SOLWEZI|Unavailable|Unavailable|High(82),-12.392773,26.042874,SOLWEZI|Unavailable|Unavailable|High(82),-12.557499,26.47545,SOLWEZI|Unavailable|Unavailable|High(82)",,Pycnonotus barbatus,University of Cambridge Museum of Zoology,UMZC 27/Pyc/11/d/21,1,3
"South, Bitye",Cameroon,,,3.016667,12.366667,no,Low(35),unavailable,"3.016667,12.366667,BITYE|Unavailable|Unavailable|Low(35),2.75,11.583333,SOUTH|Unavailable|Unavailable|Low(35),2.5,11.75,SOUTH|Unavailable|Unavailable|Low(35)",,"Baeopogon clamans, Baeopogon indicator, Calyptocichla serinus, Chlorocichla falkensteini, Atimastillas flavigula",ANSP,"61888, 61889, 61882, 61883, 61884, 61875, 61868",7,2
"South, Dja River; Bitye",Cameroon,,,3.016667,12.366667,no,Low(35),unavailable,"3.016667,12.366667,BITYE|Unavailable|Unavailable|Low(35),2.75,11.583333,SOUTH|Unavailable|Unavailable|Low(35),2.5,11.75,SOUTH|Unavailable|Unavailable|Low(35),4.466667,14.416667,DJA|Unavailable|Unavailable|Low(33),3.816667,12.7,DJA|Unavailable|Unavailable|Low(33),2.033333,15.2,DJA|Unavailable|Unavailable|Low(33),5.3,12.233333,DJA|Unavailable|Unavailable|Low(33),5.483333,12.35,DJA|Unavailable|Unavailable|Low(33),2.433333,12.4,DJA|Unavailable|Unavailable|Low(33)",,Atimastillas flavigula,ANSP,64403,1,2
Sud-Ouest Province,Cameroon,,,5.416667,9.333333,no,Low(39),unavailable,"5.416667,9.333333,SUD-OUEST|Unavailable|Unavailable|Low(39),5.2,9.3,SUD-OUEST|Unavailable|Unavailable|Low(39),5.5,10.666667,OUEST|Unavailable|Unavailable|Low(35),5.5,10.5,OUEST|Unavailable|Unavailable|Low(35),2.75,11.583333,SUD|Unavailable|Unavailable|Low(33),2.5,11.75,SUD|Unavailable|Unavailable|Low(33)",,Eurillas curvirostris,"Louisiana State University, Museum of Natural Science",163307,1,4
"Sukhothai Province, Mae Ramphan",Thailand,,,17.033851,99.705448,yes,Low(48),,"17.25,99.6667,SUKHOTHAI PROVINCE|Unavailable|Unavailable|Low(48),17.25,99.666667,SUKHOTHAI|Unavailable|Unavailable|Low(39),17.007,99.823,SUKHOTHAI|Unavailable|Unavailable|Low(39),17.021,99.703,SUKHOTHAI|Unavailable|Unavailable|Low(39),17.25,99.6667,SUKHOTHAI|Unavailable|Unavailable|Low(39),17.007778,99.823,SUKHOTHAI|Unavailable|Unavailable|Low(39)",,Pycnonotus conradi,ANSP,"124162, 124163",2,3
Sulawesi,Indonesia,,,-2,121,no,High(83),unavailable,"-2,121,SULAWESI|Unavailable|Unavailable|High(83)",,Pycnonotus aurigaster,Field1,"1_NA_8578, 1_NA_8579, 1_NA_8580, 1_NA_8581, 1_NA_8582, 1_NA_8583",6,6
"Tak Province, Mae Phun",Thailand,,,16.869684,99.128979,yes,Low(42),Unavailable,"16.5833,98.8333,TAK PROVINCE|Unavailable|Unavailable|Low(42),17.04325,99.081278,TAK|Unavailable|Unavailable|Low(33),16.869684,99.128979,TAK|Unavailable|Unavailable|Low(33),16.583333,98.833333,TAK|Unavailable|Unavailable|Low(33),16.883333,99.15,TAK|Unavailable|Unavailable|Low(33),16.85,99.1333,TAK|Unavailable|Unavailable|Low(33),16.5833,98.8333,TAK|Unavailable|Unavailable|Low(33)",,Pycnonotus conradi,ANSP,124164,1,4
Takao,Taiwan,,,22.616256,120.313329,yes,High(80),Unavailable,"22.6667,120.25,TAKAO|Unavailable|Unavailable|High(80),22.616256,120.313329,TAKAO|Unavailable|Unavailable|High(80)",,Pycnonotus taivanus,University of Michigan Museum of Zoology,23293,1,4
"Tamil Nadu, Nilgiris District, Kotagiri; Forest Hills Estate",India,,,11.466072,76.921672,yes,Low(47),,"11.4,76.7,NILGIRIS DISTRICT|Unavailable|Unavailable|Low(47),11.4,76.7,NILGIRIS DISTRICT|Unavailable|Unavailable|Low(47),11,78.333333,TAMIL NADU|Unavailable|Unavailable|Low(40),11,78,TAMIL NADU|Unavailable|Unavailable|Low(40),11.4,76.7,NILGIRIS|Unavailable|Unavailable|Low(38),11.4,76.7,NILGIRIS|Unavailable|Unavailable|Low(38),11.421783,76.862113,KOTAGIRI|Unavailable|Unavailable|Low(38),11.433,76.883,KOTAGIRI|Unavailable|Unavailable|Low(38),12.853164,74.996978,NADU|Unavailable|Unavailable|Low(34),16.255967,78.671744,NILGIRI|Unavailable|Unavailable|Low(24),11.4,76.7,NILGIRI|Unavailable|Unavailable|Low(24),21.462355,86.767938,NILGIRI|Unavailable|Unavailable|Low(24)",,Hypsipetes ganeesa,ANSP,129720,1,2
"Tamil Nadu, Nilgiris District, Nilgiris",India,,,11.4,76.7,no,Low(47),unavailable,"11.4,76.7,NILGIRIS DISTRICT|Unavailable|Unavailable|Low(47),11.4,76.7,NILGIRIS DISTRICT|Unavailable|Unavailable|Low(47),11,78.333333,TAMIL NADU|Unavailable|Unavailable|Low(40),11,78,TAMIL NADU|Unavailable|Unavailable|Low(40),11.4,76.7,NILGIRIS|Unavailable|Unavailable|Low(38),11.4,76.7,NILGIRIS|Unavailable|Unavailable|Low(38),12.853164,74.996978,NADU|Unavailable|Unavailable|Low(34),21.462355,86.767938,NILGIRI|Unavailable|Unavailable|Low(24),11.4,76.7,NILGIRI|Unavailable|Unavailable|Low(24),16.255967,78.671744,NILGIRI|Unavailable|Unavailable|Low(24)",,Hypsipetes ganeesa,ANSP,51937,1,4
"Tanga Region, Lushoto District, Usambara Mountains",Tanzania,,,-4.784936,38.31374,yes,Low(48),Unavailable,"-4.75,38.5,USAMBARA MOUNTAINS|Unavailable|Unavailable|Low(48),-4.545278,38.43927,LUSHOTO DISTRICT|Unavailable|Unavailable|Low(46),-5.2,38.283333,TANGA REGION|Unavailable|Unavailable|Low(42),-5,38.25,TANGA REGION|Unavailable|Unavailable|Low(42),-4.942272,38.351798,USAMBARA|Unavailable|Unavailable|Low(38),-4.545278,38.43927,LUSHOTO|Unavailable|Unavailable|Low(37),-4.333333,37.866667,LUSHOTO|Unavailable|Unavailable|Low(37),-4.783333,38.283333,LUSHOTO|Unavailable|Unavailable|Low(37),-4.784936,38.31374,LUSHOTO|Unavailable|Unavailable|Low(37),-4.772001,38.289233,LUSHOTO|Unavailable|Unavailable|Low(37),-5.416667,39.7,TANGA|Unavailable|Unavailable|Low(35),-10.566667,35.683333,TANGA|Unavailable|Unavailable|Low(35),-5.083333,39.066667,TANGA|Unavailable|Unavailable|Low(35),-9.016667,36.05,TANGA|Unavailable|Unavailable|Low(35),-5.115738,39.027526,TANGA|Unavailable|Unavailable|Low(35),-5,38.25,TANGA|Unavailable|Unavailable|Low(35),-5.2,38.283333,TANGA|Unavailable|Unavailable|Low(35),-5.066667,39.1,TANGA|Unavailable|Unavailable|Low(35),-10.568095,35.716618,TANGA|Unavailable|Unavailable|Low(35)",,Phyllastrephus cerviniventris,ANSP,"95995, 95996",2,4
Tangier,Morocco,,,35.780576,-5.813646,no,High(82),unavailable,"35.780576,-5.813646,TANGIER|Unavailable|Unavailable|High(82),35.573104,-5.886484,TANGIER|Unavailable|Unavailable|High(82),35.780576,-5.813646,TANGIER|Unavailable|Unavailable|High(82)",,Pycnonotus barbatus,University of Cambridge Museum of Zoology,UMZC 27/Pyc/11/d/10,1,3
"Tawai Forest Reserve, Ulu Rukuruku",Malaysia,,,5.533333,117.116667,yes,Low(35),,"5.533333,117.116667,TAWAI|Unavailable|Unavailable|Low(35),1.216667,111.5,TAWAI|Unavailable|Unavailable|Low(35)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science",176510,1,3
Tawau Hills Park,Malaysia,,,4.4667,117.9167,no,High(91),unavailable,"4.4667,117.9167,TAWAU HILLS PARK|Unavailable|Unavailable|High(91)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","165852, 176708, 176709, 176710",4,4
"Tawau Hills Park, approximately 2 km N park headquarters",Malaysia,,,4.41613953752498,117.88818070387137,no,Low(46),unavailable,"4.4667,117.9167,TAWAU HILLS PARK|Unavailable|Unavailable|Low(46),4.2498,117.8871,TAWAU|Unavailable|Unavailable|Low(35),4.2667,117.9,TAWAU|Unavailable|Unavailable|Low(35),4.583333,117.666667,TAWAU|Unavailable|Unavailable|Low(35)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science","168294, 168295",2,2
"Tawau Hills Park, approximately 3 km N park headquarters",Malaysia,,,4.425227972881016,117.88835770491012,no,Low(46),unavailable,"4.4667,117.9167,TAWAU HILLS PARK|Unavailable|Unavailable|Low(46),4.2498,117.8871,TAWAU|Unavailable|Unavailable|Low(35),4.2667,117.9,TAWAU|Unavailable|Unavailable|Low(35),4.583333,117.666667,TAWAU|Unavailable|Unavailable|Low(35)",,Alophoixus phaeocephalus,"Louisiana State University, Museum of Natural Science",168293,1,2
"Trang Province, Mueang Trang District, Trang River waterfall; Chong, 12 miles E of Trang",Thailand,,,7.549709,99.78419,yes,High(80),Unavailable,"7.50718,99.774237,Distance East of TRANG|Unavailable|Unavailable|High(80),7.558132,99.786679,Distance East of TRANG|Unavailable|Unavailable|High(80),7.506965,99.774131,Distance East of TRANG|Unavailable|Unavailable|High(80)",,Rubigula squamata,ANSP,127687,1,2
"Trat Province, Trat",Thailand,,,12.395401,102.684021,yes,Low(43),,"12.5,102.5,TRAT PROVINCE|Unavailable|Unavailable|Low(43),12.241028,102.515472,TRAT|Unavailable|Unavailable|Low(34),12.254008,102.518474,TRAT|Unavailable|Unavailable|Low(34),12.26667,102.609449,TRAT|Unavailable|Unavailable|Low(34),12.2667,102.5,TRAT|Unavailable|Unavailable|Low(34),12.5,102.5,TRAT|Unavailable|Unavailable|Low(34)",,Iole propinqua,ANSP,"115148, 115149, 115150",3,4
"Ubon Ratchathani Province, Khemarat District, Kemraj",Thailand,,,16.042523,105.21836,yes,Low(55),Unavailable,"15.166,105.166,UBON RATCHATHANI PROVINCE|Unavailable|Unavailable|Low(55),15.166667,105.166667,UBON RATCHATHANI|Unavailable|Unavailable|Low(46),15.166,105.166,UBON RATCHATHANI|Unavailable|Unavailable|Low(46),15.23844,104.848659,UBON RATCHATHANI|Unavailable|Unavailable|Low(46),15.25,104.8333,UBON RATCHATHANI|Unavailable|Unavailable|Low(46),16.042523,105.21836,KHEMARAT|Unavailable|Unavailable|Low(38),15.971142,105.151679,KHEMARAT|Unavailable|Unavailable|Low(38),16.05,105.2167,KHEMARAT|Unavailable|Unavailable|Low(38),15.166667,105.166667,UBON|Unavailable|Unavailable|Low(34),15.23844,104.848659,UBON|Unavailable|Unavailable|Low(34)",,Pycnonotus conradi,ANSP,"127164, 127165, 127166",3,3
Verinag; Kashmir,India,,,33.537717,75.250319,yes,Low(37),Unavailable,"33.91667,76.66667,KASHMIR|Unavailable|Unavailable|Low(37),33.537717,75.250319,VERINAG|Unavailable|Unavailable|Low(37),31.336368,77.175049,KASHMIR|Unavailable|Unavailable|Low(37),33.537717,75.250319,VERINAG|Unavailable|Unavailable|Low(37),24.869157,86.179941,KASHMIR|Unavailable|Unavailable|Low(37)",,Hypsipetes leucocephalus,University of Cambridge Museum of Zoology,UMZC 27/Pyc/6/j/18,1,2
"Waterfall Trail, Borneo",Malaysia,,,5.019158,117.751352,yes,Low(36),,"4,115,BORNEO|Unavailable|Unavailable|Low(36),1,114,BORNEO|Unavailable|Unavailable|Low(36)",,Alophoixus phaeocephalus,Field1,"1_NA_446, 1_NA_447, 1_NA_448, 1_NA_449",4,2
"Wele-Nzas, Altos de Nsork National Park; Obamicu",Equatorial Guinea,,,1.241157,11.037895,yes,Low(39),Unavailable,"1.5,11.1,WELE-NZAS|Unavailable|Unavailable|Low(39),1.5,11.166667,WELE-NZAS|Unavailable|Unavailable|Low(39),1.241157,11.037895,OBAMICU|Unavailable|Unavailable|Low(37),1.129846,11.266032,NSORK|Unavailable|Unavailable|Low(35)",,Phyllastrephus xavieri,ANSP,"191028, 191029, 191030, 191031",4,2
