Avibase.ID,Species1_BirdLife,Species2_eBird,eBird.species.group,Species3_BirdTree,Data.type,Source,Specimen.number,Sex,Age,Locality,Country_WRI,Country,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.wing.Index,Tail.Length,Measurer,Protocol,Publication
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,75,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,82,NA,NA,NA,75,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,75,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,75,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,75,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,75,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,75,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,78,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,68,ELK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,76,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,68,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,79,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,70,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,75,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,68,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,78,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,73,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,82,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,86,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,87,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,71,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,71,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,69,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,71,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,80,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,73,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,77,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,71,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,69,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,68,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,71,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,NA,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,77,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,75,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,80,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,72,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,74,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,80,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,76,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,79,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,74,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,75,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,69,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,75,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,70,ELK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,71,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,79,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,70,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,75,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,75,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,72,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,79,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,80,ELK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,71,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,72,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,72,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,86,NA,NA,NA,82,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,69,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,73,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,76,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,75,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,76,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,75,ELK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,72,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,66,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,87,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,73,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,71,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,70,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,72,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,75,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,74,ELK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,79,ELK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,88,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,75,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,70,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,76,PFR,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,71,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,73,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,68,ELK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,69,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,70,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,68,BAK,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,58,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,70,EMB,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,71,SAL,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,73,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,72,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,M,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,81,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,71,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,74,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,73,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,M,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,74,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,66,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,72,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,72,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,77,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,73,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,72,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,74,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,71,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,81,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,64,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,76,LLP,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,M,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,79,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,76,LLP,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,M,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,81,NA,NA,NA,77,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,71,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,M,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,80,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,62,LLP,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,72,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,U,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,75,JDW,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,66,LLP,0,NA
AVIBASE-728B225E,Eurillas latirostris,Eurillas latirostris,Eurillas latirostris,Andropadus latirostris,2,Field1,NA,F,0,NA,Equatorial Guinea,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,68,JDW,0,NA
