avonet_specimen_id,avdb_source_id,avdb_avibase_id,avdb_species_1_birdlife,avdb_species_2_ebird,avdb_species_3_birdtree,gdb_subspecies,avdb_source_type,avdb_source_code,avdb_specimen_identifier_unique,avdb_specimen_identifier_orig,avdb_country_wri,gdb_locality_edited,gdb_locality_original,avdb_sex,avdb_life_stage,avdb_wing_length,avdb_kipps_distance,avdb_secondary_1,avdb_beak_length_culmen,avdb_beak_length_nares,avdb_beak_width,avdb_gape_width,gdb_gape_size,avdb_beak_depth_nares,avdb_beak_depth_max,avdb_tail_length,avdb_tail_graduation,avdb_tarsus_length,avdb_back_toe,avdb_measurer_tag,avdb_measurer_comment,avdb_lit_abbrev
Bleda notatus_105,77234,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1162,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_106,77219,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1147,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_107,77360,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1288,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_108,77241,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1169,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_109,77251,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1179,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_11,77270,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1198,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,AKW,NULL,NULL
Bleda notatus_110,77226,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1154,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_111,77227,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1155,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_112,77293,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1221,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_113,77322,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1250,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_114,77248,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1176,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_115,77295,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1223,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_116,77216,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1144,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_117,77256,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1184,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_118,77309,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1237,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_119,77230,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1158,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_12,77201,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1129,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,AKW,NULL,NULL
Bleda notatus_120,77220,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1148,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_121,77257,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1185,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_122,77350,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1278,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_123,77302,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1230,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_124,77310,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1238,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_125,77380,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1308,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_126,77387,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1315,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_127,77298,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1226,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_128,77244,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1172,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_129,77281,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1209,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_13,77363,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1291,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,AKW,NULL,NULL
Bleda notatus_130,77316,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1244,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_131,77261,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1189,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_132,77402,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1330,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_133,77332,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1260,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_134,77314,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1242,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_135,77373,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1301,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_136,77385,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1313,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_137,77317,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1245,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_138,77358,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1286,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_139,77347,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1275,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_14,77228,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1156,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,AKW,NULL,NULL
Bleda notatus_140,77205,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1133,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_141,77239,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1167,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_142,77225,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1153,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_143,77337,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1265,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_144,77303,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1231,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_145,77285,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1213,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JDW,NULL,NULL
Bleda notatus_146,77307,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1235,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_147,77231,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1159,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_148,77294,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1222,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_149,77271,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1199,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_15,77369,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1297,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,AKW,NULL,NULL
Bleda notatus_150,77265,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1193,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_151,77207,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1135,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_152,77289,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1217,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_153,77252,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1180,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_154,77346,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1274,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_155,77253,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1181,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_156,77258,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1186,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_157,77407,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1335,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_158,77392,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1320,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_159,77379,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1307,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_16,77266,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1194,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,AKW,NULL,NULL
Bleda notatus_160,77306,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1234,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_161,77375,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1303,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_162,77245,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1173,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_163,77272,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1200,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_164,77318,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1246,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,JHW,NULL,NULL
Bleda notatus_165,77296,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1224,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_166,77388,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1316,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_167,77334,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1262,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_168,77391,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1319,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_169,77202,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1130,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_17,77367,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1295,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,AKW,NULL,NULL
Bleda notatus_170,77378,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1306,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_171,77267,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1195,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_172,77221,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1149,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_173,77393,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1321,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_174,77215,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1143,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_175,77397,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1325,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_176,77376,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1304,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_177,77409,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1337,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,LLP,NULL,NULL
Bleda notatus_178,77291,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1219,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LLP,NULL,NULL
