avonet_specimen_id,avdb_source_id,avdb_avibase_id,avdb_species_1_birdlife,avdb_species_2_ebird,avdb_species_3_birdtree,gdb_subspecies,avdb_source_type,avdb_source_code,avdb_specimen_identifier_unique,avdb_specimen_identifier_orig,avdb_country_wri,gdb_locality_edited,gdb_locality_original,avdb_sex,avdb_life_stage,avdb_wing_length,avdb_kipps_distance,avdb_secondary_1,avdb_beak_length_culmen,avdb_beak_length_nares,avdb_beak_width,avdb_gape_width,gdb_gape_size,avdb_beak_depth_nares,avdb_beak_depth_max,avdb_tail_length,avdb_tail_graduation,avdb_tarsus_length,avdb_back_toe,avdb_measurer_tag,avdb_measurer_comment,avdb_lit_abbrev
Bleda notatus_62,77284,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1212,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_63,77236,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1164,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_64,77368,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1296,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_65,77212,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1140,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_66,77238,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1166,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_67,77213,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1141,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_68,77362,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1290,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_69,77323,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1251,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_70,77313,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1241,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_71,77405,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1333,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_72,77214,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1142,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_73,77329,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1257,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_74,77278,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1206,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_75,77279,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1207,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_76,77280,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1208,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_77,77342,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1270,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_78,77345,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1273,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CAY,NULL,NULL
Bleda notatus_79,77315,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1243,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_80,77396,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1324,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_81,77357,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1285,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_82,77371,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1299,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_83,77399,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1327,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_84,77349,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1277,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_85,77408,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1336,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_86,77203,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1131,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_87,77237,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1165,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CJ,NULL,NULL
Bleda notatus_88,77200,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1128,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,ELK,NULL,NULL
Bleda notatus_89,77336,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1264,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,97,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,ELK,NULL,NULL
Bleda notatus_90,77354,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1282,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_91,77340,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1268,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_92,77365,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1293,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_93,77377,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1305,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_94,77324,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1252,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_95,77366,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1294,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_96,77229,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1157,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_97,77404,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1332,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_98,77247,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1175,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,NULL,NULL,EMB,NULL,NULL
Bleda notatus_99,77321,AVIBASE-4F97BFE1,Bleda notatus,Bleda notatus,Bleda notatus,NULL,field study,Field1,1_NA_1249,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,NULL,NULL,EMB,NULL,NULL
Bleda syndactylus_10,77425,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1353,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_11,77416,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1344,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_12,77418,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1346,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_13,77415,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1343,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_14,77439,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1367,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_15,77441,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1369,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,104,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_16,77440,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1368,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_17,77436,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1364,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_18,77445,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1373,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_19,77447,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1375,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,AKW,NULL,NULL
Bleda syndactylus_20,77496,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1424,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BAK,NULL,NULL
Bleda syndactylus_21,77474,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1402,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,BAK,NULL,NULL
Bleda syndactylus_22,77476,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1404,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,BAK,NULL,NULL
Bleda syndactylus_23,77477,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1405,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,NULL,NULL,NULL,BAK,NULL,NULL
Bleda syndactylus_24,77478,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1406,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,NULL,NULL,NULL,BAK,NULL,NULL
Bleda syndactylus_25,77489,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1417,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,BAK,NULL,NULL
Bleda syndactylus_26,77482,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1410,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,NULL,NULL,BAK,NULL,NULL
Bleda syndactylus_27,77480,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1408,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL,NULL,NULL,BAK,NULL,NULL
Bleda syndactylus_28,77412,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1340,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,CAY,NULL,NULL
Bleda syndactylus_29,77411,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1339,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,NULL,NULL,CAY,NULL,NULL
Bleda syndactylus_30,77414,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1342,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,CAY,NULL,NULL
Bleda syndactylus_31,77461,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1389,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL,NULL,CJ,NULL,NULL
Bleda syndactylus_32,77462,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1390,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CJ,NULL,NULL
Bleda syndactylus_33,77460,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1388,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CJ,NULL,NULL
Bleda syndactylus_34,77448,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1376,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,NULL,NULL,CJ,NULL,NULL
Bleda syndactylus_35,77486,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1414,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL,NULL,ELK,NULL,NULL
Bleda syndactylus_36,77481,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1409,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,102,NULL,NULL,NULL,EMB,NULL,NULL
Bleda syndactylus_37,77487,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1415,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,EMB,NULL,NULL
Bleda syndactylus_38,77472,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1400,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,107,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,NULL,NULL,HP,NULL,NULL
Bleda syndactylus_39,77470,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1398,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,110,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,NULL,NULL,NULL,HP,NULL,NULL
Bleda syndactylus_40,77417,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1345,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_41,77419,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1347,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_42,77422,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1350,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,103,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_43,77442,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1370,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_44,77443,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1371,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_45,77494,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1422,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_46,77492,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1420,1_NA,Equatorial Guinea,NULL,Altos de Nsork National Park,unknown,Adult,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_47,77463,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1391,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_48,77433,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1361,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_49,77449,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1377,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,NULL,NULL,JDW,NULL,NULL
Bleda syndactylus_50,77466,AVIBASE-5A94FEAE,Bleda syndactylus,Bleda syndactylus,Bleda syndactylus,NULL,field study,Field1,1_NA_1394,1_NA,Equatorial Guinea,NULL,Oyala,unknown,Adult,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104,NULL,NULL,NULL,JDW,NULL,NULL
