LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Jos, Nigeria (9.87718, 8.97924)",Nigeria,,,NA,NA,,,,,,"Pycnonotus barbatus, Atimastillas flavicollis",Field1,"CA01118, CA01119, CC97599, CA01120, CA01121, CA01126, CA01199, CA01127, CA01128, CA01129, CC85601, CA05116, CA04001, FA87307, CA01106, RT05693, CA04002, CA04003, CA04004, CA04005, CA04006, CA04007, CA04013, CA04015, CA04023, CA04024, CA04026, CA04027, CA04028, RT05761, CA05279, CA04038, CA04037, RT05776, CA04040, RT05484, CA01433, CA04043, CV40315, CA04044, CA04048, CA04049, CA04050, CA04054, CA04055, CA04056, CA04057, CA04059, FB23517, CA01447, FB23518, CA04060, CA01450, CA01454, CA01456, CA01457, CA01461, CA01462, CA01464, CA01465, CA01466, CA01467, CA01468, CA01471, CA01472, CA04291, CA01476, CA01477, CA01500, CA01483, CC85597, CA01487, CA01491, CA04071, CA02316, CA02317, CA02321, CA02326, CA02336, RT05841, CA02339, CA02341, CC81144, CA05265, CA02344, CA02345, RT05848, CC75100, RT30375, CC70024, RT30332, CC75300, CA05257, FA87542, CA02348, CA02347, CA02356, CA02359, CA02357, CA02358, CA02361, CA02364, CA02365, CC97663, CA02366, RT30409, CA02367, CA02368, CA02369, CA02372, CA02380, CC73138, CA02384, FB23509, CA02387, CA02389, CA02397, CA02396, FB26435, CA02157, CA02165, CA02166, CA02167, CA02169, RT22631, CA02168, CA02175, CA02177, CA02178, CA02185, CA02186, CA02190, CA05306, CA04138, CA02198, CA01302, CA01303, CA01305, CA01309, CA01310, CA01311, CA01312, CA01313, CA01314, CA01318, CA01319, CA01320, CA01321, CA01322, CA01323, CA01324, CA01325, CA01326, CA01327, CA01328, CA01329, CA01330, CA04632, CA01332, CA01333, CA01334, CA01339, CA01340, CA01341, CA01342, CA01347, CA01348, CA01349, CA01353, CA04070, CC73162, CA01358, CA01360, CA01363, RT05808, CA01361, CA01362, CA01364, CA01365, CA01366, CA01367, CA01368, CA01369, CC73387, CA01370, CA01371, CA01372, CA01373, CA01374, CA01377, CA01378, RT22696, CA01379, CA01380, CA01381, CA01382, CA01383, CA01384, CC85546, CA01385, CA01386, CA01387, CA01388, CA01389, CA01390, CA01391, CC85606, CA01392, CA01393, CA01394, CA01396, CA01397, CA01398, CA01399, CA01400, CA01501, CA01502, CA01503, CA01504, CA01505, CC73187, CA01506, CA01507, CA01508, CA01509, CA01511, CA01510, CA01512, CA01513, CA01514, CA01515, CA01516, CA01517, CA01518, CA01519, RT05601, CA01520, CA01521, CA01522, CA01523, CA01524, CA01525, CA01526, CA01527, CA01528, CA01529, CA01530, CC85497, CC81101, CA01014, CA01015, CA01531, CA01532, CA01533, CA01534, CA01535, CA01536, CA01537, CA01538, CA01539, CA01540, CA01541, CA01542, CA01543, CA01544, CA01545, CA01546, CA01547, CA01548, CA01549, CA01550, CA01551, CA01552, CA01553, CA01554, CA01555, CA01556, CA01557, CA01558, CA01559, CA01560, CA01561, CA01562, CA01563, CA01564, CA01565, CA01566, CA01567, CA01568, CA01569, CA01570, CA01571, CA01572, CA01573, CA01574, CA01575, CA01576, CA01577, CA01578, CA01579, CA01580, CA01581, CA01582, CA01583, CA01584, CA01585, CA01586, CA01587, CA01590, CA01594, CA01595, CA01596, CA01597, CA01598, CA01599, CA01600, CA01651, CA01652, CA01653, CA01654, CA01655, CA01656, CA01657, CA01658, CA01659, CA01660, CA01661, CA01662, CA01663, CA01664, CA01665, CA01666, CA01667, CA01668, CA01669, CA01670, CA01671, CA01672, CA01673, CA01674, CA01675, CA01676, CA01677, CA01678, CA01679, CA01680, CA01681, CA01682, CA01683, CA01684, CA01685, CA01686, CA01687, CA01688, CA01689, CA01813, CA01814, CA01815, CA01816, CA01817, CA01818, CA01819, CA01820, CA01821, CA01822, CA01823, CA01824, CA01825, CA01826, CA01827, CA01828, CA01834, CA01837, CA01838, CA01839, CA01840, CA01841, CA01842, CA01843, CA01844, CA01845, CA01846, CA01847, CA01848, CA01849, CA01850, CA01851, CA01852, CA01853, CA01854, CA01855, CA01856, CA01857, CA01858, CA01859, CA01860, CA01861, CA01862, CA01863, CA01865, CA01866, CA01868, CA01869, CA01870, CA01871, CA01872, CA01873, CA01874, CA01875, CA01876, CA01877, CA01878, CA01879, CA01880, CA01881, CA01882, CA01883, CA01884, CA01885, CA01886, CA01887, CA01888, CA01889, CA01890, CA01891, CA01892, CA01893, CA01894, CA01895, CA01896, CA01897, CA01898, CA01899, CA01900, CA04168, CA04190, CA04192, CA04300, CA05122, CC73125, CC75054, CC75080, CC75094, CC75168, CC75169, CC75209, CC85593, CC85616, CC97501, CC97614, CC97671, CL64048, CV40334, CV40336, FB23519, FB26201, FB26202, FB26203, FB26204, FB26205, FB26206, FB26207, FB26208, FB26209, FB26210, FB26211, FB26212, FB26213, FB26214, FB26215, FB26216, FB26217, FB26218, FB26219, FB26436, FB26437, FB26438, FB26439, FB26440, FB26441, FB26442, FB26443, FB26444, FB26445, FB26446, FB26447, FB26448, FB26449, FB26450, FB26451, FB26452, FB26453, FB26454, FB26455, FB26456, FB26457, FB26458, FB26459, FB26460, FB26461, FB26462, FB26463, FB26464, FB26465, FB26466, FB26467, FB26468, FB26469, FB26470, FB26471, FB26472, FB26473, FB26474, FB26475, FB26476, FB26477, FB26478, FB26479, FB26480, FB26481, FB26482, FB26483, FB26484, FB26485, FB26486, FB26487, FB26488, FB26489, FB26490, FB26491, FB26492, FB26493, FB26494, FB26495, FB26496, FB26497, FB26498, FB26499, FB26500, RT05781, RT05797, RT05815, RT22668, RT30317, CC70033, CC75074, RT05678, RT05818, CA02548, CA02549, CA02550, CA02551, CA02552, CA02553, CA02554, CA02555, CA02556, CA02557, CA02559, CA02560, CA02561, CA02562, CA02563, CA02565, CA02566, CA02567, CA02568, CA02570, CA02571, CA02572, CA02573, CA02574, CA02575, CA01920, CA02535, CA03055, CA02591, CA03071, CA03168, CA03189, CA03193, CC73106, 4A62647",858,NA
"Jumalon, Municipality of Siaton, Negros Oriental Province, Negros Island",Philippines,,,NA,NA,,,,,,Pycnonotus goiavier,University of Western Ontario,"UWO 1332, UWO 1329",2,NA
"KATSINA (12.92398601, 7.71561102)",Nigeria,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CA03155, CA03156, CA03157, CA03158, CA03159, CA03159A, CA03160, CA03161, CA03162, CA03163, CA03164, CA03165, CA03167",14,NA
KENYA: Eastern Province; Meru District; Meru; 5800 ft,Kenya,,,NA,NA,,,,,,"Arizelocichla tephrolaema, Phyllastrephus fischeri, Chlorocichla flaviventris",Burke Museum,"UWBM 15788, UWBM 15771, UWBM 15773, UWBM 15774, UWBM 15775, UWBM 15772, UWBM 15790, UWBM 15789",8,NA
"KMUTT Ratburi, Ratchaburi",Thailand,,,NA,NA,,,,,,"Pycnonotus aurigaster, Pycnonotus conradi, Pycnonotus goiavier",Field1,"4A00762, 4A00761, 4A00760",3,NA
"KMUTT, Bang Khun Thien, Bangkok",Thailand,,,NA,NA,,,,,,"Pycnonotus conradi, Pycnonotus goiavier",Field1,"4A01309, 4A01381, 4A01385, 4A01384, 4A01368, 4A01382, 4A01380, 4A00756, 4A00754, 4A00751, 4A00757, 4A00764, 4A60513, 4A00769, 4A00763, 4A00800, 4A00768, 4A00770, 4A00755, 4A00766, 4A00765, 4A01510, 4A00623, 4A00629, 4A00650, 4A00645, 4A60515, 4A01509, 4A01519, 4A01518, 4A01517, 4A00626, 4A01512, 4A00642, 4A01508, 4A01507, 4A01502, 4A01501, 4A01516, 4A01369, 4A00615, 4A00612, 4A00611, 4A00608, 4A00605, 4A00624, 4A00616, 4A00639, 4A00638, 4A00637, 4A00635, 4A00634, 4A00631, 4A00604, 3A03154, 3A00722, 3A00723, 3A04064, 4A04677, 4A04674, 4A60520, 4A60519, 4A04663, 4A04657, 4A04668, 4A04667, 4A04666, 4A04664, 4A04659, 4A04662, 4A04661, 4A04658, 4A04672, 4A04656, 4A04655, 4A04654, 4A04650, 4A60514, 4A04665, 4A60518, 4A60510, 4A60509, 4A60508, 4A60517, 4A60516, 4A60501, 4A60506, 4A60507, 4A60511, 4A60505, 4A00630",97,NA
"Kabasha, 1400 m alt, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Chlorocichla prigoginei,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 65522,1,NA
"Kaeng Krachan NP, Phetchaburi",Thailand,,,NA,NA,,,,,,"Alophoixus ochraceus, Iole viridescens, Pycnonotus conradi",Field1,"4A01075, 4A01074, 4A02865, 4A02864, 3A11911, 3A11912, 3A11916, 4A01077, 4A01078, 4A01076",10,NA
"Kaeng Lawa, Khon Kaen",Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,"4A60207, 4A02400, 4A02397, 4A02396, 4A02394, 4A02391, 4A02382, 4A02381, 4A02390, 4A02373, 4A02389, 4A02388, 4A02387, 4A02380, 4A02376",15,NA
Kagoro,Nigeria,,,NA,NA,,,,,,"Bleda canicapillus, Phyllastrephus albigularis, Phyllastrephus scandens, Eurillas virens",Royal Ontario Museum,NA,5,NA
Kakamega Forest,Kenya,,,NA,NA,,,,,,Eurillas latirostris,RMNH,"RMNH.AVES.82302, RMNH.AVES.82313, RMNH.AVES.82314",3,NA
Kakamega Forest Station,Kenya,,,NA,NA,,,,,,Phyllastrephus hypochloris,Smithsonian NMNH,"USNM 520485, USNM 520451, USNM 520450, USNM 520449, USNM 520448, USNM 520447, USNM 520446, USNM 520445, USNM 520444",9,NA
"Kakamega, Western Province",Kenya,,,NA,NA,,,,,,Chlorocichla laetissima,RMNH,RMNH82441,1,NA
"Kalahandi, Odisha",India,,,NA,NA,,,,,,"Pycnonotus cafer, Pycnonotus jocosus, Pycnonotus luteolus",Indian Institute of Science Education and Research Tirupati,"a_7406, a_7408, a_4328, a_7411, a_7528, a_4320, a_4321, a_4312, a_4313, a_4314, a_4318, a_4327",12,NA
"Kamituga, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 62616,1,NA
"Kasai, Luluabourg, Mission of Saint Joseph","Congo, Dem. Rep. of the",,,NA,NA,,,,,,Neolestes torquatus,Smithsonian NMNH,USNM 309018,1,NA
Kasama,Japan,,,NA,NA,,,,,,Hypsipetes amaurotis,Queensland Museum,O463,1,NA
"Kawaigan, Minolo, Puerto Galera",Phillippines,,,NA,NA,,,,,,Pycnonotus goiavier,NMNH Philippines, PNM 16091,1,NA
"Khao Dinso, Pathiu District, Chumphon",Thailand,,,NA,NA,,,,,,"Iole viridescens, Microtarsus melanocephalos, Pycnonotus conradi, Pycnonotus finlaysoni, Rubigula flaviventris, Pycnonotus goiavier",Field1,"3A10812, 3A10823, 3A10816, 3A10815, 3A10807, 3A10805, 3A10804, 3A10803, 3A10813, 3A10811, 3A10825, 3A10829, 3A10940, 3A10938, 3A10941, 3A12000, 3A11999, 3A11990, 4A30316, 4A30313, 4A30314, 4A30320, 4A30321, 4A30303, 4A30315, 4A30317, 4A30309, 4A30301, 4A30302, 4A30312, 4A60459, 4A60484, 4A60441, 4A60440, 4A60454, 4A60466, 4A60465, 4A60464, 4A60462, 4A60458, 4A60455, 4A60453, 4A60452, 4A60446, 4A60445, 4A60456, 4A60443, 4A30407, 4A60463, 4A30286, 4A30408, 4A30392, 4A30391, 4A30390, 4A30298, 4A30287, 4A01774, 4A30296, 4A30294, 3A11946, 4A60481, 4A30262, 4A30261, 4A30263, 4A30276, 4A30271, 3A10919, 4A02558, 4A60485, 4A02946, 4A02941, 4A02940, 4A02939, 4A02900, 4A02897, 4A02557, 4A02555, 4A02923, 4A02553, 4A02915, 4A02516, 4A02514, 4A02513, 4A02527, 4A02554, 4A02927, 4A60482, 4A02921, 4A02934, 4A02931, 4A02930, 4A02935, 4A02928, 4A30284, 4A02926, 4A02925, 4A02924, 4A02936, 4A02922, 4A02920, 4A02918, 4A02917, 4A02916, 4A02929, 4A30264, 4A30398, 4A30401, 4A02518, 4A30875, 4A30468, 4A30466, 4A30853, 4A30851, 4A30850, 4A30465, 4A30870, 4A30464, 4A30874, 4A30873, 4A30872, 4A30871, 4A30400, 4A30396, 4A30402, 4A30869, 4A30461, 3A12179, 4A30470, 4A30469, 4A30463, 4A30467, 4A30306, 4A30307, 4A30308, 3A10817, 3A10828, 3A10814, 3A10810, 3A11992, 3A11945, 3A11944, 3A10822, 3A10827, 3A10920, 3A10937, 3A10939, 3A10801, 3A10819, 3A10824, 3A10820, 3A10821, 3A11991, 3A11834, 3A10826, 3A11994, 3A10830, 4A60461, 3A11989, 3A11995, 3A11993, 3A11998, 3A10809, 4A60439, 4A60437, 4A60457, 3A10808, 3A10806, 3A12180, 4A60438, 4A30311, 4A30305, 4A30319, 4A30318",191,NA
"Khao Sam Roi Yot NP, Prachuap Khiri Khan",Thailand,,,NA,NA,,,,,,"Pycnonotus conradi, Rubigula flaviventris, Pycnonotus goiavier",Field1,"4A18069, 4A18077, 4A18066, 4A18076, 4A18075, 4A18074, 4A18072, 4A18014, 4A18070, 4A18068, 4A18065, 4A18019, 4A18067, 4A18029, 4A18028, 4A18026, 4A18023, 4A18071, 4A01357, 4A18020, 4A18048, 4A18011, 4A18010, 4A18009, 4A18021, 4A18047, 4A18064, 4A18063, 4A18062, 4A18061, 4A18060, 4A18059, 4A18045, 4A18044, 4A18042, 4A18039, 4A18038, 4A01051, 4A01052, 4A01356, 4A01072, 4A01070, 4A01068, 4A01064, 4A01063, 4A01062, 4A01061, 4A01058, 4A01056, 4A01067, 4A01065, 5A04002, 4A01005, 4A00563, 4A01004, 4A01003, 4A01002, 4A00564, 4A00560, 4A00558, 4A18002, 4A18033, 4A18008, 4A18013, 4A18043, 4A01084, 4A01082, 4A01080, 4A18055, 4A01069, 4A01055, 4A18049, 4A18034, 4A18054, 4A18052, 4A18051, 4A18035, 4A18032, 4A18031, 4A18027, 4A18018, 4A01355, 3A02205, 3A02204, 4A00559, 4A00561, 4A00562, 4A00817",88,NA
Khao Soi Dao,Thailand,,,NA,NA,,,,,,"Alophoixus ochraceus, Iole propinqua, Rubigula flaviventris",Field1,"4A02539, 3A11864, 3A11863",3,NA
Khao Yai NP,Thailand,,,NA,NA,,,,,,"Hemixos flavala, Iole propinqua, Microtarsus melanocephalos, Pycnonotus finlaysoni, Rubigula flaviventris, Pycnonotus jocosus, Alophoixus pallidus",Field1,"3A01340, 3A01625, 3A01237, 3A01416, 3A01335, 3A01627, 3A01341, 3A03011, 3A03014, 3A01458, 3A01439, 4A00742, 4A01481, 3A01157, 4A02083, 3A01628, 3A03015, 3A03019, 3A03018, 3A01168, 3A01489, 4A02041, 3A03256, 3A01611, 3A01620, 3A11506, 3A03040, 3A01323, 3A11758, 3A01329, 3A01246, 3A01235, 3A01250, 3A01267, 3A01322, 3A01324, 3A01348, 3A01345, 3A01374, 3A01339, 3A01332, 3A01331, 3A01244, 3A01375, 3A01415, 3A01417, 3A01411, 3A01330, 3A01349, 3A01266, 3A01379, 3A01383, 3A01398, 3A01327, 3A01392, 3A01393, 3A01414, 3A01409, 3A11748, 3A11730, 3A11718, 3A11729, 3A11731, 3A11760, 3A11786, 3A11761, 3A03774, 3A03727, 3A03705, 3A03747, 3A03746, 3A03745, 3A03701, 3A11787, 3A11744, 3A01328, 3A01350, 3A01351, 3A01360, 3A01358, 3A01356, 3A11759, 3A11742, 3A01419, 3A11749, 3A01325, 3A11747, 3A01467, 3A11741, 3A11736, 3A11762, 3A01373, 3A01105, 3A03225, 3A03223, 3A03222, 3A03243, 3A03220, 3A03203, 3A03202, 3A03219, 3A03209, 3A01108, 3A01126, 3A01106, 3A03229, 3A01104, 3A01103, 3A01102, 3A01101, 3A01110, 3A01111, 3A01129, 3A01128, 3A01465, 3A01107, 3A01456, 3A01278, 3A01247, 3A01443, 3A01440, 3A11732, 3A01261, 3A01194, 3A01163, 3A11717, 3A01171, 3A03227, 3A01457, 3A03228, 3A01437, 3A01311, 4A00493, 3A03230, 3A03236, 3A03235, 3A03233, 3A03231, 3A01109, 3A01451, 3A01624, 3A01434, 3A01433, 3A01466, 3A01464, 3A01450, 3A01127, 3A01430, 3A01418, 3A01291, 3A01300, 3A01299, 3A01298, 3A01420, 3A01292, 3A01286, 3A01285, 3A01284, 3A01137, 3A01115, 3A01196, 3A01200, 3A01197, 3A01195, 3A01155, 3A01154, 3A01153, 3A01435, 3A01158, 3A01436, 3A01136, 3A01135, 3A01167, 3A01179, 3A01156, 3A01166, 3A01233, 3A01484, 3A01231, 3A01283, 3A01152, 3A11583, 3A01607, 3A11598, 3A11596, 2A19463, 3A11590, 3A01479, 3A03038, 3A03037, 3A03027, 3A03026, 3A01670, 3A01493, 2A19462, 3A01472, 3A01605, 3A01608, 3A01494, 3A01606, 3A01471, 3A01116, 4A01424, 4A01425, 3A03264, 3A01473, 3A01487, 3A03263, 3A01621, 4A00724, 4A02189, 4A01483, 4A02196, 4A00664, 4A00683, 4A02197, 4A00720, 4A01492, 4A00726, 4A00727, 4A00728, 4A00744, 4A00736, 3A01454, 4A00719, 4A02066, 4A02105, 4A02106, 4A02015, 4A02065, 4A02195, 4A02191, 4A02192, 4A02193, 4A02194, 4A00496, 4A00356, 3A01162, 4A02190, 3A01617, 3A11508, 3A11507, 3A11503, 3A01669, 3A11509, 3A01671, 3A11519, 3A11586, 3A11585, 3A11512, 3A11510, 3A11513, 3A11514, 3A11520, 3A01651, 3A01618, 3A01178, 3A01652, 3A01474, 3A01476, 3A01492, 3A01482, 3A01653, 3A11511, 4A02002, 3A03078, 3A03079, 3A03080, 3A03039, 3A03041, 3A03036, 3A03043, 3A03084, 3A03083, 3A03050, 3A03081, 3A03085, 3A03077, 4A02001, 3A03042, 4A02003, 4A00731, 4A00730, 4A00732, 4A00733, 4A00734, 4A00735, 4A00737, 4A00738, 4A00739, 4A00740, 4A00729, 3A03100, 3A03032, 3A03020, 3A03021, 3A03022, 3A03023, 3A03025, 3A03028, 3A03029, 3A03046, 3A03031, 3A03076, 3A03033, 3A03034, 3A03024, 3A03035, 3A03082, 3A03030, 3A03074, 3A11584, 3A03262, 3A03261, 3A03260, 3A11595, 3A11599, 3A11600, 3A11593, 3A03075, 3A11592, 3A11597, 3A11757, 3A11763, 3A11743, 3A11740, 3A11739, 3A11738, 3A11737, 3A11746, 3A11756, 3A11728, 3A11745, 3A01427, 3A11522, 3A11588, 3A11587, 3A03715, 3A03720, 3A03716, 3A03714, 3A03713, 3A11793, 3A03710, 3A03709, 3A03708, 3A03706, 3A03704, 3A03297, 3A03702, 3A11750, 3A11712, 3A11784, 3A11727, 3A11722, 3A11720, 3A11798, 3A11785, 3A11711, 3A11716, 3A11796, 3A11799, 3A11797, 3A11794, 3A11714, 3A11715, 3A03248, 3A11751, 3A03240, 3A03234, 3A03226, 3A03224, 3A03232, 3A03259, 3A03258, 3A03255, 3A03242, 3A03251, 3A03044, 3A01131, 3A01117, 3A01119, 3A01122, 3A01124, 3A03250, 3A01130, 3A03249, 3A01133, 3A03254, 3A03218, 3A03246, 3A03247, 3A03045, 3A01125, 3A01459, 3A01277, 3A01276, 3A01248, 3A01239, 3A01441, 3A11735, 3A11734, 3A11733, 3A01264, 3A01263, 3A01262, 3A01445, 3A01444, 3A03241, 4A00479, 4A00369, 4A00480, 4A00475, 3A01442, 4A00477, 3A01447, 4A00478, 3A01159, 3A01438, 3A01448, 3A01453, 3A01114, 4A00476, 3A01413, 3A01260, 3A01118, 3A01242, 3A01241, 3A01240, 3A01238, 3A01236, 3A01234, 3A01268, 3A01269, 3A01391, 3A01390, 3A01378, 3A01113, 3A11753, 3A01357, 3A01336, 3A01337, 3A01338, 3A01376, 3A01407, 3A01406, 3A01397, 3A01408, 3A01410, 3A01412, 3A01245, 3A01112, 3A01232, 3A01134, 3A01199, 3A01132, 3A01198, 3A01151, 3A01150, 3A01164, 3A01243, 3A01428, 3A01249, 3A01424, 3A01449, 3A01326, 3A01293, 3A01289, 3A01294, 3A01431, 3A01700, 3A01461, 3A01462, 3A01468, 3A01432, 3A01421, 3A01602, 3A11502, 3A01655, 3A01497, 3A01498, 3A01499, 3A01601, 3A03001, 3A01604, 3A01495, 3A01613, 3A01614, 3A01488, 3A01603, 4A01407, 4A02044, 3A03722, 3A03721, 4A00461, 4A00685, 4A02039, 4A02058, 4A02075, 4A02074, 4A02067, 4A02070, 4A02071, 4A02072, 4A02060, 4A02076, 4A02077, 4A02078, 4A02079, 4A02080, 4A02081, 4A02084, 4A02073, 4A00385, 4A00377, 4A00390, 4A00379, 4A00380, 4A00381, 4A00378, 4A00383, 4A00389, 4A00451, 4A00452, 4A00455, 4A00376, 4A00388, 4A00387, 4A00382, 4A00392, 4A00453, 4A00465, 4A00460, 4A00459, 4A00454, 4A00391, 4A01600, 4A00386, 4A00393, 4A00394, 4A02198, 4A02101, 4A02091, 4A02092, 4A02102, 4A01427, 4A02138, 4A02120, 4A02121, 4A02124, 4A02126, 4A02129, 4A02134, 4A00363, 4A02157, 4A02158, 4A02160, 4A02150, 4A02019, 4A02022, 4A02029, 4A02174, 4A02163, 4A02180, 4A02154, 4A02187, 4A02169, 4A02141, 4A00670, 4A00710, 4A00711, 4A00686, 4A00669, 4A00705, 4A00671, 4A00672, 4A00675, 4A00676, 4A00677, 4A00692, 4A00668, 4A01434, 4A01470, 4A00660, 4A00662, 4A00663, 4A00697, 4A00700, 4A00702, 4A00688, 5A00423, 4A00747, 4A00748, 4A00722, 4A00467, 5A00431, 5A00432, 5A00443, 5A00444, 5A00424, 5A00425, 5A00426, 5A00427, 5A00428, 5A00429, 5A00430, 4A01476, 4A00474, 4A00497, 4A00498, 4A00499, 4A00500, 4A00491, 4A00469, 4A00470, 4A00746, 4A00472, 4A00745, 4A00481, 4A00482, 4A00483, 4A00484, 4A00490, 4A00471, 4A01595, 4A01596, 4A01597, 4A01598, 4A01469, 4A00466, 4A00351, 4A00353, 4A00354, 4A00355, 4A00358, 4A00359, 4A00361, 4A00362, 4A01594, 4A00468, 4A01593, 4A00364, 4A01475, 4A01477, 4A01478, 4A01479, 4A01471, 4A01491, 4A01406, 4A01448, 4A01449, 4A01450, 4A01446, 4A01489, 4A01439, 4A01423, 4A01428, 4A01429, 4A01430, 4A01431, 4A01433, 4A01436, 4A01474, 4A01438, 4A01445, 4A01440, 4A01432, 4A01405, 4A01421, 4A01447, 4A00365, 4A01437",674,NA
"Khlong Nakha, Ranong",Thailand,,,NA,NA,,,,,,"Alophoixus ochraceus, Iole viridescens, Microtarsus melanocephalos, Rubigula erythropthalmos, Pycnonotus finlaysoni, Pycnonotus plumosus",Field1,"4A01758, 3A10772, 3A10759, 3A10773, 4A01760, 4A01757, 4A01759",7,NA
Khlong Saeng Wildlife Sanctuary,Thailand,,,NA,NA,,,,,,"Alophoixus ochraceus, Alophoixus phaeocephalus, Rubigula flaviventris",Field1,"4A02436, 4A02439, 3A04492, 3A04491, 3A04500",5,NA
"Khok Kham, Samut Sakhon",Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,"4A30422, 4A30421, 4A30419, 4A30417",4,NA
"Khon Kaen University, Khon Kaen",Thailand,,,NA,NA,,,,,,"Pycnonotus conradi, Pycnonotus finlaysoni",Field1,"4A60204, 4A41203, 4A60202, 4A02359, 4A02356, 4A02360, 4A02357, 4A02361, 4A02367, 4A02368, 4A60205",12,NA
"Khung Krabaen, Chanthaburi",Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,4A30389,1,NA
Kibiran,Uganda,,,NA,NA,,,,,,Bleda ugandae,Smithsonian NMNH,USNM 33124,1,NA
Kigezi,Uganda,,,NA,NA,,,,,,Phyllastrephus hypochloris,Royal Ontario Museum,NA,1,NA
"Kikwit, Congo Belga",Congo,,,NA,NA,,,,,,Chlorocichla simplex,"Lubango Museum, Angola",13181,1,NA
"Kilgobbin Forest, Dargle, NAtal midlands",South Africa,,,NA,NA,,,,,,Phyllastrephus terrestris,"Lubango Museum, Angola",20369,1,NA
"Kilozobe, 1020 m alt, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 64732,1,NA
"Kilozobe, 1030 m alt, Kivu, Zaïre",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 64730,1,NA
Kimpoko,Democratic Republic of the Congo,,,NA,NA,,,,,,Eurillas virens,RMNH,"RMNH.AVES.92604, RMNH.AVES.92605",2,NA
"Kimpopo, 04,12S, 15,33E",Zaire,,,NA,NA,,,,,,Neolestes torquatus,RMNH,RMNH92614,1,NA
Klang Salangore,Malaysia,,,NA,NA,,,,,,Iole charlottae,Queensland Museum,O7881,1,NA
"Km. 16 Sá da Bandeira - Huíla, Huíla",Angola,,,NA,NA,,,,,,Chlorocichla flaviventris,"Lubango Museum, Angola",11301,1,NA
"Ko Libong NHA, Trang",Thailand,,,NA,NA,,,,,,Pycnonotus plumosus,Field1,4A02857,1,NA
"Ko Man Nai, Klaeng District, Rayong",Thailand,,,NA,NA,,,,,,Pycnonotus conradi,Field1,"4A60108, 4A60115, 4A02979, 4A02988, 4A02993, 4A30245, 4A60316, 4A31371, 4A02639, 4A00545, 4A02845, 4A02911, 4A02848, 4A02909, 4A02881, 4A02880, 4A02878, 4A02875, 4A02838, 4A02847, 4A02830, 4A02829, 4A02843, 4A02854, 4A02851, 4A02850, 4A02849, 4A02683, 4A02704, 4A02748, 4A02659, 4A02669, 4A02663, 4A02660, 4A02657, 4A02680, 4A02678, 4A02677, 4A02687, 4A02600, 4A02581, 4A02908, 4A02894, 4A02571, 4A02593, 4A02590, 4A02589, 4A02585, 4A02582, 4A02580, 4A02579, 4A02577, 4A02576, 4A02575, 4A02574, 4A02573, 4A02586, 4A02583, 4A60576, 4A60580, 4A60573, 4A60569, 4A60570, 4A30236, 4A60557, 4A60555, 4A60550, 4A60546, 4A60545, 4A02249, 4A02232, 4A30898, 4A30243, 4A31107, 4A30682, 4A30680, 4A30679, 4A30678, 4A30669, 4A30982, 4A30908, 4A31122, 4A30661, 4A30688, 4A30660, 4A30659, 4A30656, 4A31218, 4A31318, 4A31370, 4A31033, 4A31319, 4A31360, 4A30684, 4A31313, 4A30901, 4A01783, 4A31301, 4A30691, 4A30689, 4A31322, 4A30995, 4A30332, 4A31216, 4A31215, 4A31214, 4A31200, 4A31199, 4A31196, 4A31153, 4A31029, 4A31009, 4A30988, 4A30876, 4A30635, 4A30903, 4A02208, 4A02227, 4A02228, 4A02223, 4A30900, 4A30878, 4A30877, 4A30007, 4A30438, 4A30011, 4A30207, 4A30205, 4A01789, 4A30342, 4A30341, 4A30338, 4A30336, 4A30335, 4A30329, 4A30352, 4A30349, 4A30348, 4A30453, 4A01792, 4A01786, 4A01784, 4A01782, 4A01799, 4A30356, 4A30385, 4A30382, 4A01797, 4A30989, 4A02231, 4A31017, 4A02242, 4A30975, 4A31038, 4A31016, 4A02578, 4A02572, 4A31037, 4A30206, 4A31103, 4A31032, 4A30984, 4A30964, 4A30963, 4A02237, 4A02233, 4A31101, 4A31023, 4A30992, 4A30987, 4A31208, 4A31207",227,NA
Kobe,Japan,,,NA,NA,,,,,,Hypsipetes amaurotis,"Institute of Zoology, Chinese Academy of Sciences",55971,1,NA
"Kodaikanal, Tamil Nadu",India,,,NA,NA,,,,,,Pycnonotus jocosus,Indian Institute of Science Education and Research Tirupati,"a_4476, a_7397, A_264382, A_264384, A_264386",5,NA
