LocalityString,Country,State,County,Lat,Lon,Correction Status,Precision,Error Polygon,Error Polygon (circular polygon),Multiplot,AviList,Source,Specimen.number,n_specimens,Code
"Cuidad de la Paz (1.613482, 10.882453)",Equatorial Guinea,,,NA,NA,,,,,,"Criniger calurus, Criniger chloronotus, Eurillas latirostris, Criniger ndussumensis, Bleda notatus, Eurillas curvirostris, Phyllastrephus xavieri, Eurillas virens, Phyllastrephus icterinus",Field1,"E2536, B10019, B9903, B10020, B9931, B9920, B10024, B9910, B9906, B9901, B9908, B9907, B10527, B10313, B11605, B11621, B11609, B11610, B10157, B11644, B10309, B10171, B11611, B10303, B10140, B10315, B11608, B11164, B04521, B10170, B05073, FC76518, FC76535, B11539, FC76519, B10176, FC76662, FC76663, B10083, FC76637, B11519, B10172, FC76659, FC76664, FC76655, B11561, B11994, B11976, B11966, FC76652, FC76653, B11984",53,NA
"Curepipe, Mauritius",Mauritius,,,NA,NA,,,,,,Hypsipetes olivaceus,University of Cambridge Museum of Zoology,UMZC 27/Pyc/6/c/11,1,NA
"DEMOCRATIC REPUBLIC OF CONGO: Orientale Providence; Beni, 23 km N; Mbutaba, village in Ituri Forest",Democratic Republic of Congo,,,NA,NA,,,,,,"Phyllastrephus xavieri, Criniger barbatus, Phyllastrephus icterinus, Bleda eximius, Criniger calurus",Burke Museum,"UWBM 120508, UWBM 120545, UWBM 120507, UWBM 120544, UWBM 120538, UWBM 123917, UWBM 120537, UWBM 120539, UWBM 120540, UWBM 120541",10,NA
"DUTSE (11.73239001, 9.326040996)",Nigeria,,,NA,NA,,,,,,Pycnonotus barbatus,Field1,"CA03118, CA03120, CA03131, CA03122, CA03123, CA03124, CA03125, CA03126, CA03127, CA03128, CA03129, CA03130, CA03132, CA03133, CA03134",16,NA
Dabocrom,Ghana,,,NA,NA,,,,,,Criniger calurus,RMNH,RMNH.AVES.126341,1,NA
"Dajipur, Maharasthra",India,,,NA,NA,,,,,,"Pycnonotus jocosus, Pycnonotus xantholaemus, Acritillas indica",Indian Institute of Science Education and Research Tirupati,"ab_99, ab_98, ab_97, ab_22, ab_23, ab_27, ab_28, ab_29, ab_31, ab_35, ab_38, ab_40, ab_44, ab_46, ab_48, ab_50, ab_51, ab_52, ab_58, ab_60, ab_69, ab_70, ab_71, z_72",24,NA
"Dalton pass, Nueva Vizcaya",Phillippines,,,NA,NA,,,,,,Pycnonotus goiavier,NMNH Philippines,NA,1,NA
"Dandeli, Karnataka",India,,,NA,NA,,,,,,"Pycnonotus jocosus, Pycnonotus cafer",Indian Institute of Science Education and Research Tirupati,"a_7216, ab_4051",2,NA
"Danger Hill, Mpika",Zambia,,,NA,NA,,,,,,Eurillas virens,"Lubango Museum, Angola","23180, 23181",2,NA
Darjeeling,India,,,NA,NA,,,,,,"Pycnonotus leucogenys, Rubigula flaviventris",Royal Ontario Museum,"NA, CG 1881, No 1086; 456",2,NA
"Devikulam, Kerala",India,,,NA,NA,,,,,,"Pycnonotus jocosus, Acritillas indica, Hypsipetes ganeesa",Indian Institute of Science Education and Research Tirupati,"a_264442, _264443, ab_2600, a_264448, a_264453, a_264458, a_264459, a_264470, a_264474, a_264493",10,NA
Dinagat,Philippines,,,NA,NA,,,,,,Hypsipetes everetti,NHMUK,"88.4.1.328, 1977.16.60",2,NA
"Dinge, Cabinda",Angola,,,NA,NA,,,,,,"Neolestes torquatus, Criniger calurus, Thescelocichla leucopleura, Eurillas curvirostris, Eurillas latirostris, Stelgidillas gracilirostris, Phyllastrephus viridiceps, Eurillas gracilis, Chlorocichla falkensteini, Eurillas virens, Phyllastrephus icterinus","Lubango Museum, Angola","29880, 29900, 29907, 29908, 29976, 30179, 29902, 29894, 29962, 29729, 29959, 29958, 29730, 29736, 29725, 29744",17,NA
Dirico,Angola,,,NA,NA,,,,,,Pycnonotus barbatus,"Lubango Museum, Angola",9672,1,NA
"Dirico, Cuando-Cubango",Angola,,,NA,NA,,,,,,Pycnonotus nigricans,"Lubango Museum, Angola",9482,1,NA
"Djuma, 800 m alt, affluent de la Semliki, Parc National Albert, Kivu, Congo Belge",DRC,,,NA,NA,,,,,,Phyllastrephus lorenzi,"Royal Belgian Institute of Natural Sciences, Brussels",RBINS 50788,1,NA
"Doi Ang Khang, Mae Ngawn, Chiang Mai",Thailand,,,NA,NA,,,,,,"Hemixos flavala, Ixos mcclellandii, Pycnonotus aurigaster, Pycnonotus flavescens, Rubigula flaviventris",Field1,"3A04002, 3A04297, 4A01136, 4A01128, 4A01130, 4A01131, 4A01129, 4A01120, 4A01142, 3A04294, 3A04295, 3A04296, 4A01010, 4A01008, 4A01143, 4A01148, 4A01009, 4A01015, 4A01016, 4A01023, 4A01024, 4A01125, 4A01121, 4A01126, 4A01132, 4A01127, 4A01116, 4A01122, 3A04300, 3A04278",30,NA
