COMMON_NAME,area_square_miles
New Guinea Scrubfowl,92539.72647
Melanesian Scrubfowl,32594.57416
Dusky Scrubfowl,23061.97001
Micronesian Scrubfowl,323.6877644
Vanuatu Scrubfowl,2491.173351
Nicobar Scrubfowl,609.445938
Niuafoou Scrubfowl,20.27004475
Orange-footed Scrubfowl,307201.41
Tanimbar Scrubfowl,1245.442838
Boat-billed Flycatcher,5113165.831
White-throated Screech-Owl,94548.99944
Eastern Screech-Owl,1911058.235
Black-capped Screech-Owl,382244.2136
Bearded Screech-Owl,7088.915979
Pacific Screech-Owl,27957.28601
Middle American Screech-Owl,255132.6229
Montane Forest Screech-Owl,21010.13959
Rufescent Screech-Owl,66231.05935
Koepcke's Screech-Owl,61905.19807
Cloud-forest Screech-Owl,9547.13954
Cinnamon Screech-Owl,7272.448665
Peruvian Screech-Owl,30619.11186
Long-tufted Screech-Owl,161498.5207
Balsas Screech-Owl,35032.89839
Tawny-bellied Screech-Owl,2437294.782
Pearly Antshrike,746612.8207
Doria's Goshawk,231597.2666
Great Xenops,254181.7113
Giant White-eye,159.5732467
Black-and-buff Woodpecker,224105.2807
Buff-rumped Woodpecker,19311.46504
Buff-necked Woodpecker,298154.2779
Nimba Flycatcher,51156.07879
Yellow-eyed Black-Flycatcher,23365.17672
Angola Slaty-Flycatcher,26575.1862
Abyssinian Slaty-Flycatcher,78310.53659
Northern Black-Flycatcher,1477131.337
White-eyed Slaty-Flycatcher,252920.0568
Herero Chat,67349.64201
Southern Black-Flycatcher,1575419.198
Silverbird,255838.1113
Fiscal Flycatcher,379219.5642
Lesser Melampitta,22898.30818
Golden-fronted Woodpecker,546187.3958
White-fronted Woodpecker,363719.6314
White Woodpecker,2137440.359
Red-bellied Woodpecker,1186935.064
Golden-naped Woodpecker,5890.351682
Golden-cheeked Woodpecker,62306.39211
Yellow-tufted Woodpecker,2794265.524
Red-headed Woodpecker,1293952.346
Yellow-fronted Woodpecker,601456.1523
Acorn Woodpecker,580195.539
Gray-breasted Woodpecker,31576.89905
Puerto Rican Woodpecker,3445.205799
Black-cheeked Woodpecker,187813.7348
Beautiful Woodpecker,18709.10042
Yucatan Woodpecker,48692.08589
Jamaican Woodpecker,4255.517775
Red-crowned Woodpecker,338932.2858
West Indian Woodpecker,44042.11922
Gila Woodpecker,219044.2053
Gray Tit,165179.394
White-bellied Tit,124437.6955
Carp's Tit,117877.1483
Ashy Tit,693127.6422
Stripe-breasted Tit,14972.20897
Red-throated Tit,150804.3001
Dusky Tit,869803.8843
Miombo Tit,592991.3761
White-shouldered Black-Tit,1805828.505
White-winged Black-Tit,999124.2774
White-backed Black-Tit,138103.3964
Southern Black-Tit,841949.5457
Rufous-bellied Tit,937700.51
Somali Tit,335588.5189
Common Scoter,20408.4223
Obscure Berrypecker,3476.690734
Mid-mountain Berrypecker,38717.44654
Black Berrypecker,177036.2849
Streaked Berrypecker,33528.00223
Fan-tailed Berrypecker,57321.77934
Sultan Tit,639494.4773
Bimaculated Lark,368817.6963
Calandra Lark,1461608.331
Tibetan Lark,402658.6493
Mongolian Lark,804660.8039
Black Lark,597530.1221
White-bridled Finch,56362.96172
Yellow-bridled Finch,136495.3143
Hooded Robin,2452755.499
Dusky Robin,26274.27182
Elegant Crescentchest,31288.66035
Marañon Crescentchest,3883.083965
Olive-crowned Crescentchest,290491.9514
Collared Crescentchest,1069872.047
Black Partridge,423981.0096
Black Catbird,68783.56995
Black Pitohui,50807.22599
St. Lucia Black Finch,113.2671443
Blue Mockingbird,222818.5122
Blue-and-white Mockingbird,38062.97889
Wild Turkey,2803072.943
Makira Honeyeater,1288.818264
Lyre-tailed Honeyguide,1070494.193
Belford's Melidectes,47997.84236
Huon Melidectes,2375.529605
Sooty Melidectes,27222.8073
Vogelkop Melidectes,4387.267658
Short-bearded Melidectes,3723.859643
Cinnamon-browed Melidectes,19787.34803
Long-bearded Melidectes,1967.060096
Yellow-browed Melidectes,24985.04188
Ornate Melidectes,36996.91642
Hook-billed Kingfisher,252777.6778
Pale Chanting-Goshawk,867472.8293
Dark Chanting-Goshawk,4820158.284
Eastern Chanting-Goshawk,799681.8274
Yellow-footed Honeyguide,28971.03062
Zenker's Honeyguide,511502.422
Long-billed Honeyeater,218439.7076
Kadavu Honeyeater,167.1774471
Puff-backed Honeyeater,256922.1639
Lewin's Honeyeater,248316.9141
Yellow-spotted Honeyeater,42563.16372
Spangled Honeyeater,2138.998216
Foja Honeyeater,868.6448114
Smoky Honeyeater,56562.62946
Arfak Honeyeater,2837.425088
Black-headed Honeyeater,26266.40991
White-throated Honeyeater,568927.0048
Brown-headed Honeyeater,773379.6281
Gilbert's Honeyeater,83760.85682
Black-chinned Honeyeater,486787.47
White-naped Honeyeater,479711.8147
Strong-billed Honeyeater,23420.96476
White-streaked Friarbird,8785.742918
Bee Hummingbird,42037.00726
Moustached Grass-Warbler,2412592.301
Budgerigar,2270195.951
Swamp Sparrow,271821.6033
Lincoln's Sparrow,3411.977829
Song Sparrow,1965041.817
Abert's Towhee,65728.5445
White-throated Towhee,24973.60201
White-faced Ground-Sparrow,33166.76464
Cabanis's Ground-Sparrow,485.4756346
Canyon Towhee,650557.6765
Rusty-crowned Ground-Sparrow,127497.8762
White-eared Ground-Sparrow,4363.528614
Albert's Lyrebird,9859.358072
Superb Lyrebird,125388.693
Torrent Duck,421103.9118
Common Merganser,1346001.652
Brazilian Merganser,19795.61283
Red-breasted Merganser,36739.92369
Scaly-sided Merganser,101946.4312
Rufous-crowned Bee-eater,100144.8266
European Bee-eater,157960.6787
Böhm's Bee-eater,270283.2439
Black-headed Bee-eater,627774.8092
White-fronted Bee-eater,2051570.15
Red-throated Bee-eater,1132808.345
Black Bee-eater,1168967.166
Swallow-tailed Bee-eater,3302296.79
Chestnut-headed Bee-eater,1009230.172
Rosy Bee-eater,427950.9156
Blue-moustached Bee-eater,124695.2673
Blue-headed Bee-eater,616818.6798
Southern Carmine Bee-eater,279204.2916
Northern Carmine Bee-eater,1783457.657
Cinnamon-chested Bee-eater,139356.8811
Green Bee-eater,2207679.922
Rainbow Bee-eater,561397.5296
Blue-cheeked Bee-eater,59063.93569
Blue-tailed Bee-eater,479719.725
Little Bee-eater,5564005.292
Somali Bee-eater,370016.1184
Madagascar Bee-eater,1648635.048
Blue-breasted Bee-eater,1348033.934
Blue-throated Bee-eater,813824.8193
Slaty Bristlefront,63216.78579
Stresemann's Bristlefront,8.398127055
Green Ibis,4083708.853
Brown Mesite,14350.59997
White-breasted Mesite,15265.6975
Truk Monarch,32.43049355
Violet-throated Metaltail,1052.303405
Fire-throated Metaltail,13693.25439
Perija Metaltail,637.444996
Neblina Metaltail,3250.332891
Black Metaltail,54843.44311
Coppery Metaltail,13483.98552
Tyrian Metaltail,163156.4485
Viridian Metaltail,19934.54757
Bronze-winged Jacana,1022908.382
Orange-fronted Plushcrown,561029.1151
Golden-spotted Ground-Dove,321327.2203
Bare-faced Ground-Dove,189264.6647
Black-winged Ground-Dove,652287.4608
Bare-eyed Ground-Dove,41003.49741
Buckley's Forest-Falcon,239211.2095
Lined Forest-Falcon,1641575.893
Cryptic Forest-Falcon,726863.2171
Slaty-backed Forest-Falcon,2034704.898
Barred Forest-Falcon,4820914.824
Elf Owl,28548.87468
Collared Gnatwren,914116.1663
Long-tailed Cormorant,6748098.09
Crowned Cormorant,8050.084451
Little Pied Cormorant,1202480.744
Little Cormorant,1486103.816
Wing-banded Wren,661871.3229
Flutist Wren,102583.7547
Snowcap,29656.74213
Dwarf Koel,234746.2653
Jacky-winter,2047259.361
Lemon-bellied Flycatcher,453850.945
Golden-bellied Flyrobin,1140.915231
Collared Falconet,465811.0826
Philippine Falconet,97977.87441
Black-thighed Falconet,541449.0055
White-fronted Falconet,23351.05561
Pied Falconet,911466.6579
Green-tailed Warbler,11768.34883
Leyte Plumed-Warbler,7747.250683
Mindanao Plumed-Warbler,10161.73632
Lanceolated Monklet,637540.6025
Gabar Goshawk,5370886.284
Lesser Jacana,1252541.632
Red-breasted Pygmy-Parrot,85495.21163
Finsch's Pygmy-Parrot,16473.11398
Geelvink Pygmy-Parrot,949.4568685
Yellow-capped Pygmy-Parrot,70231.44163
Meek's Pygmy-Parrot,908.4985998
Buff-faced Pygmy-Parrot,112076.8158
Rufous Woodpecker,2367287.23
Ocellated Crake,1162289.913
Gray-throated Warbling-Finch,299727.6802
Cinereous Warbling-Finch,436685.5447
Rusty-browed Warbling-Finch,30941.58422
Buff-throated Warbling-Finch,22171.07516
Black-capped Warbling-Finch,572445.0803
Ringed Warbling-Finch,46890.48835
Three-striped Hemispingus,31742.78247
Slender-tailed Woodstar,42433.52257
Rufous-tailed Xenops,1374122.796
Yellow-headed Caracara,5260382.51
Black Kite,14119059.9
Red Kite,355532.8671
Brown-backed Mockingbird,67112.99362
Tropical Mockingbird,834735.7706
Socorro Mockingbird,5.865408763
Long-tailed Mockingbird,70112.08071
Española Mockingbird,25.68756195
San Cristobal Mockingbird,212.4413358
Galapagos Mockingbird,2690.002376
Patagonian Mockingbird,540741.6305
Northern Mockingbird,3917188.227
Chalk-browed Mockingbird,2779317.001
Chilean Mockingbird,88540.32304
Floreana Mockingbird,0.340422405
White-banded Mockingbird,1268065.064
Red-tailed Minla,451234.3515
Golden Myna,144045.8237
Yellow-faced Myna,247173.7276
Long-tailed Myna,23487.24669
McConnell's Flycatcher,999443.1364
Ochre-bellied Flycatcher,3454659.894
Olive-striped Flycatcher,15349.32533
Gray-hooded Flycatcher,408296.2944
Streak-necked Flycatcher,122784.1121
Jerdon's Bushlark,397831.5196
Rufous-naped Lark,1959160.242
White-tailed Lark,199561.1776
Angola Lark,294897.5415
Cape Clapper Lark,99830.99953
Ash's Lark,654.9014312
Bengal Bushlark,312107.9613
Latakoo Lark,99804.34251
Collared Lark,123228.0919
Kordofan Lark,661882.3077
Indochinese Bushlark,358008.461
Indian Bushlark,829271.6854
Eastern Clapper Lark,681811.5287
Gillett's Lark,227805.8057
Red-winged Lark,174226.0113
Australasian Bushlark,4466963.731
Burmese Bushlark,35218.42399
Monotonous Lark,722322.571
Friedmann's Lark,16262.53636
Rusty Lark,198417.799
Flappet Lark,3751425.352
Somali Long-billed Lark,48054.55225
Williams's Lark,11949.65839
Olive Flycatcher,35138.92853
Dusky-faced Tanager,64730.99595
Olive-backed Tanager,14990.63237
Salvin's Curassow,189237.8964
Crestless Curassow,481790.5417
Razor-billed Curassow,1506855.73
Bold-striped Tit-Babbler,275679.0765
Gray-cheeked Tit-Babbler,23965.81954
Pin-striped Tit-Babbler,1161885.825
Gray-faced Tit-Babbler,74041.46785
Spot-throat,27323.88654
Whitehead,13901.25513
Pipipi,29725.03061
Yellowhead,6532.728097
Bronzed Cowbird,707539.6579
Brown-headed Cowbird,1780476.235
Shiny Cowbird,5100579.032
Giant Cowbird,4197875.077
Screaming Cowbird,1822366.633
Andean Motmot,37598.64231
Trinidad Motmot,2015.85881
Blue-capped Motmot,14802.83005
Lesson's Motmot,245962.2652
Russet-crowned Motmot,124697.8106
Amazonian Motmot,3125875.773
Whooping Motmot,131948.9373
Torrent Flycatcher,156741.6387
Chestnut-bellied Monarch,10750.10828
Island Monarch,57326.74263
Black-winged Monarch,78283.49432
Black-faced Monarch,19138.21667
White-capped Monarch,1968.854319
Black Nunbird,668440.4539
Yellow-billed Nunbird,303258.5027
White-fronted Nunbird,2011711.974
Black-fronted Nunbird,2711165.148
Subdesert Mesite,4757.452435
Miombo Rock-Thrush,856503.2431
Short-toed Rock-Thrush,402969.2501
Sentinel Rock-Thrush,142333.6841
Littoral Rock-Thrush,7276.641429
Chestnut-bellied Rock-Thrush,911625.9017
Little Rock-Thrush,225247.5198
Cape Rock-Thrush,215277.6253
Forest Rock-Thrush,93770.27276
Blue Rock-Thrush,2892997.323
Black-winged Snowfinch,378571.6866
Tibetan Snowfinch,105396.605
White-winged Snowfinch,1572003.498
Lesser Ground-Cuckoo,138545.6301
Crested Eagle,4518448.662
Northern Gannet,7053655.66
African Pied Wagtail,4371161.887
White Wagtail,1840906.685
Cape Wagtail,1502397.751
Gray Wagtail,1394129.01
Citrine Wagtail,16510.76676
Mountain Wagtail,1218716.791
Western Yellow Wagtail,147034.8269
Madagascar Wagtail,228231.8557
Japanese Wagtail,139379.0467
White-browed Wagtail,1072297.99
Mekong Wagtail,14630.12705
Southern Sooty-Woodpecker,41409.49155
Ashy Woodpecker,40084.20128
Northern Sooty-Woodpecker,39419.85028
Great Slaty Woodpecker,969100.4239
Dusky-brown Flycatcher,922648.9783
Swamp Flycatcher,752310.0407
Cassin's Flycatcher,1434857.193
Asian Brown Flycatcher,257756.0579
Little Flycatcher,348845.6524
Ferruginous Flycatcher,4264.361155
Gambaga Flycatcher,258259.4624
Ashy-breasted Flycatcher,40602.25449
Sumba Brown Flycatcher,4133.023168
Yellow-footed Flycatcher,490909.3351
Short-tailed Field Tyrant,64449.00311
Shear-tailed Gray Tyrant,319853.2806
White-fronted Ground-Tyrant,110410.3709
Plain-capped Ground-Tyrant,16591.96528
Cinereous Ground-Tyrant,250906.4927
Little Ground-Tyrant,476646.3353
Taczanowski's Ground-Tyrant,120900.6687
Puna Ground-Tyrant,198476.8038
Dark-faced Ground-Tyrant,4646.812574
Spot-billed Ground-Tyrant,534352.2398
Rufous-naped Ground-Tyrant,268909.2495
Ross's Turaco,1192627.824
Violet Turaco,802207.3892
Varied Solitaire,689.794246
Rufous-throated Solitaire,33981.68971
Black-faced Solitaire,12324.33649
Omao,995.3235578
Brown-backed Solitaire,204138.356
Puaiohi,12.37651951
Andean Solitaire,176719.3754
Townsend's Solitaire,819571.2678
Slate-colored Solitaire,71106.77194
Collared Grosbeak,390688.2228
White-winged Grosbeak,1254045.505
Black-and-yellow Grosbeak,156833.0444
Spot-winged Grosbeak,552592.6445
Wood Stork,5610572.098
Milky Stork,33828.55248
Yellow-billed Stork,5933748.277
Painted Stork,595907.0731
Samoan Flycatcher,1110.913044
Shining Flycatcher,531468.1198
Biak Flycatcher,977.1194611
Azure-crested Flycatcher,170.4102619
Melanesian Flycatcher,12157.60038
Chestnut-throated Flycatcher,5906.592597
Ochre-headed Flycatcher,1286.437789
Satin Flycatcher,419557.0454
Palau Flycatcher,176.3414204
Steel-blue Flycatcher,12603.74336
Moluccan Flycatcher,17229.65786
Dull Flycatcher,132.3693894
Restless Flycatcher,618703.4565
Paperbark Flycatcher,434417.1965
Oceanic Flycatcher,40.87166778
Pohnpei Flycatcher,139.5516806
Leaden Flycatcher,658677.7565
Puerto Rican Flycatcher,3543.247965
Apical Flycatcher,16045.52299
Sad Flycatcher,4255.517775
Pale-edged Flycatcher,112988.9726
Ash-throated Flycatcher,128249.4422
Great Crested Flycatcher,7963.352299
Short-crested Flycatcher,4576880.755
Galapagos Flycatcher,3002.438891
Grenada Flycatcher,299.2020649
Lesser Antillean Flycatcher,1707.216831
Panama Flycatcher,143190.329
Sooty-crowned Flycatcher,38479.64063
Rufous Flycatcher,1465.001784
Stolid Flycatcher,33292.85518
Swainson's Flycatcher,2008720.791
Dusky-capped Flycatcher,3976268.711
Rufous-tailed Flycatcher,4255.517775
Venezuelan Flycatcher,90620.23066
Yucatan Flycatcher,63857.42202
Whiskered Flycatcher,2406050.409
Sulphur-rumped Flycatcher,247144.7567
Tawny-breasted Flycatcher,104563.4836
White-faced Redstart,6575.306961
White-fronted Redstart,6684.149652
Brown-capped Redstart,43373.24533
Saffron-breasted Redstart,90.09815076
Tepui Redstart,36912.16409
Yellow-crowned Redstart,2037.83783
Spectacled Redstart,71733.9979
Slate-throated Redstart,488053.2792
Golden-fronted Redstart,15300.82399
Painted Redstart,224763.9798
Baird's Flycatcher,37201.55646
Golden-crowned Flycatcher,68040.86274
Golden-bellied Flycatcher,123269.0122
Streaked Flycatcher,1651135.819
Sunda Robin,35365.9657
White-tailed Robin,1047659.808
Gray Elaenia,1024602.249
Jamaican Elaenia,4255.517775
Yellow-crowned Elaenia,503175.2047
Forest Elaenia,3348713.654
Foothill Elaenia,6816.870966
Pacific Elaenia,42257.83418
Greenish Elaenia,2853222.114
Olive-chested Flycatcher,27203.4456
Bran-colored Flycatcher,3867782.35
Flavescent Flycatcher,105135.1501
Unadorned Flycatcher,24433.31215
Orange-crested Flycatcher,17597.88463
Roraiman Flycatcher,95389.89724
Monk Parakeet,1051203.045
White-bellied Pygmy-Tyrant,59290.10264
Eared Pygmy-Tyrant,489205.7357
Short-tailed Pygmy-Tyrant,2483116.5
Smoky Bush-Tyrant,82801.7098
Rufous-bellied Bush-Tyrant,42400.5826
Santa Marta Bush-Tyrant,211.0769195
Streak-throated Bush-Tyrant,244195.7158
Santa Marta Warbler,266.8197638
Two-banded Warbler,44798.58842
Golden-bellied Warbler,16587.33859
Gray-throated Warbler,14009.62091
White-lored Warbler,1048.867092
Russet-crowned Warbler,161235.2047
Flavescent Warbler,1583156.681
Gray-and-gold Warbler,23518.47563
White-browed Warbler,607286.5734
White-striped Warbler,312200.7939
Citrine Warbler,48093.57738
Black-crested Warbler,74608.13526
Riverbank Warbler,326495.3607
Pale-legged Warbler,62750.71539
Ornate Flycatcher,57642.48332
Dusky-chested Flycatcher,1528661.422
Sri Lanka Whistling-Thrush,1183.793815
Bornean Whistling-Thrush,43760.86744
Blue Whistling-Thrush,2191943.993
Sumatran Whistling-Thrush,36011.54494
Javan Whistling-Thrush,9517.90518
Malabar Whistling-Thrush,159259.5316
Taiwan Whistling-Thrush,8579.744339
Shiny Whistling-Thrush,25836.66388
Ash-colored Tapaculo,45935.61058
White-bellied Antbird,428919.603
Northern Anteater-Chat,831133.5178
White-headed Black-Chat,1197832.817
Southern Anteater-Chat,803299.8936
Rüppell's Chat,78470.28357
Sooty Chat,1353392.988
Congo Moorchat,97203.01223
Brownish-headed Antbird,21064.84486
Caura Antbird,92758.30121
Humaita Antbird,143096.6819
Plumbeous Antbird,634111.4213
Spot-winged Antbird,1146562.023
Rufous-faced Antbird,182807.5221
Roraiman Antbird,18512.09888
Slate-colored Antbird,203155.994
Short-tailed Woodstar,27866.79304
White-browed Antbird,1974365.234
White-lined Antbird,78350.45694
Ash-breasted Antbird,112277.2227
Black-tailed Antbird,12555.31949
Black-faced Antbird,1844924.065
Black-and-white Antbird,100824.3123
Ferruginous-backed Antbird,498194.6792
White-bibbed Antbird,68706.72872
Scalloped Antbird,192.787757
Squamate Antbird,93332.12213
Black-throated Antbird,2625789.193
Stripe-backed Antbird,667501.5326
Wing-banded Antbird,1156835.081
Thrush-like Antpitta,1760941.448
Tepui Antpitta,43713.82168
Yellow-throated Antwren,99485.76836
Leaden Antwren,159162.2974
White-flanked Antwren,2986259.525
Plain-winged Antwren,53831.69479
Pygmy Antwren,2390287.096
Cherrie's Antwren,261201.2457
Ashy Antwren,25878.08836
Moustached Antwren,601857.8922
Ihering's Antwren,443737.6752
Klages's Antwren,21732.55133
Stripe-chested Antwren,59372.64051
Long-winged Antwren,1975746.514
Gray Antwren,2444651.514
Amazonian Streaked-Antwren,1793109.646
Pacific Antwren,91368.34548
Slaty Antwren,206245.2774
Sclater's Antwren,1023938.216
Alagoas Antwren,58.9686339
Rio Suno Antwren,69012.50836
Guianan Streaked-Antwren,493268.3936
Unicolored Antwren,26684.02314
Band-tailed Antwren,1171.066072
Purple-collared Woodstar,99023.74712
Crossley's Vanga,61746.62153
Dark-eared Myza,16245.6337
White-eared Myza,3785.401232
Elfin Myzomela,30923.21601
White-chinned Myzomela,133.5234075
Seram Myzomela,4378.523503
Banda Myzomela,1983.444339
New Caledonian Myzomela,6383.49892
Cardinal Myzomela,8572.240165
Rotuma Myzomela,16.37022845
Sulawesi Myzomela,43654.13394
Ashy Myzomela,12620.25643
Red Myzomela,76896.18082
Sumba Myzomela,3613.914184
Yellow-vented Myzomela,1968.854319
Ruby-throated Myzomela,179810.5448
Red-headed Myzomela,170741.0488
Black-bellied Myzomela,12008.09406
Orange-breasted Myzomela,7046.631906
Crimson-hooded Myzomela,1818.987252
Scarlet-naped Myzomela,6681.362749
Red-bellied Myzomela,1676.934423
Black-headed Myzomela,2281.377956
Papuan Black Myzomela,64142.02234
Dusky Myzomela,294869.9614
Bismarck Black Myzomela,712.5324442
Red-collared Myzomela,68260.17946
Micronesian Myzomela,621.3874893
Scarlet Myzomela,352499.2907
Sclater's Myzomela,426.9482586
Black-breasted Myzomela,9158.748135
Wakolo Myzomela,2067.694657
Fire-tailed Myzornis,38586.28435
Tepui Parrotlet,18967.22292
Eyebrowed Wren-Babbler,684314.6588
Long-billed Woodcreeper,2087589.162
Bat-like Spinetail,646443.3593
Cassin's Spinetail,797483.947
Hooded Vulture,4156014.359
Bocage's Sunbird,44115.99085
Malachite Sunbird,428199.5085
Red-tufted Sunbird,8227.971287
Bronze Sunbird,197348.1305
Purple-breasted Sunbird,27086.50604
Tacazze Sunbird,110125.5004
Hooded Tanager,3471747.584
Cherry-throated Tanager,20.38350556
Plum-headed Finch,615676.5339
Crimson Finch,408102.3721
Star Finch,427263.0894
Red-browed Firetail,414861.2546
Babbling Starling,112901.5757
White-tailed Ant-Thrush,969133.1565
Red-tailed Ant-Thrush,433853.4627
Black Bushbird,521424.3755
Common Sunbird-Asity,21285.56295
Yellow-bellied Sunbird-Asity,5042.280089
Buff-bellied Monarch,3814.669856
Black-collared Bulbul,314268.2958
Stripe-throated Jery,62887.25585
Common Jery,226388.8891
Green Jery,66864.64035
Rufous-vented Ground-Cuckoo,1126628.887
Red-billed Ground-Cuckoo,424195.2664
Rufous-winged Ground-Cuckoo,229417.4308
Saffron-crested Tyrant-Manakin,271823.5417
Serra do Mar Tyrant-Manakin,61639.07013
Pale-bellied Tyrant-Manakin,941919.9848
Sulphur-bellied Tyrant-Manakin,447414.903
Blue-winged Parrot,66194.41402
Elegant Parrot,334260.985
Rock Parrot,54878.24952
Turquoise Parrot,190114.3381
Scarlet-chested Parrot,101255.683
Egyptian Vulture,3340235.09
Cinnamon Manakin-Tyrant,1380387.017
Yellow-billed Lorikeet,88546.99684
Orange-billed Lorikeet,44352.70864
Short-tailed Parrotbill,66579.47505
White-banded Tanager,865795.5877
Denham's Bustard,2957608.678
Heuglin's Bustard,381932.8584
Ludwig's Bustard,388494.0434
Nubian Bustard,921223.5229
Orange-banded Flycatcher,4515.706413
Ochraceous-breasted Flycatcher,35869.25353
Handsome Flycatcher,35659.71699
Pardusco,6730.537927
Fearful Owl,5063.752577
Grand Comoro Brush-Warbler,398.2369645
Subdesert Brush-Warbler,26919.49666
Moheli Brush-Warbler,80.848335
Madagascar Brush-Warbler,200978.7223
White-collared Oliveback,60803.61544
Gray-headed Oliveback,376868.5749
Shelley's Oliveback,12064.12951
Antillean Piculet,28880.17409
Pink Pigeon,28.9793043
Polynesian Storm-Petrel,11367369.32
Jamaican Blackbird,667.1470414
Yellow-throated Honeyeater,25520.56709
White-eared Honeyeater,762544.4026
Puerto Rican Tanager,3387.80726
Inaccessible Island Finch,6.34185597
Nightingale Island Finch,0.953224824
Wilkins's Finch,0.953224824
Cocos Flycatcher,9.559629775
New Zealand Kaka,27459.81033
Kea,24430.0201
Rosy-billed Pochard,2014245.842
Red-crested Pochard,92191.51737
African Pygmy-Goose,6855016.757
Cotton Pygmy-Goose,2747146.803
Green Pygmy-Goose,649083.3648
Dark Newtonia,93265.70859
Archbold's Newtonia,30052.20315
Common Newtonia,212635.2928
Red-tailed Newtonia,32477.64692
Western Nicator,1532660.15
Eastern Nicator,363097.15
Yellow-throated Nicator,566210.8724
Chestnut-breasted Nigrita,1265461.507
Gray-headed Nigrita,1479348.264
White-breasted Nigrita,1146517.705
Pale-fronted Nigrita,1021390.096
Brubru,4075454.5
Large Niltava,624076.2932
Small Niltava,615398.0752
Rufous-vented Niltava,16393.61679
Rufous-bellied Niltava,847518.3451
Vivid Niltava,6169.798457
Andaman Boobook,2183.48712
Togian Boobook,168.1835833
Barking Owl,1065429.054
Tanimbar Boobook,1647.934205
Halmahera Boobook,7762.467308
Cinnabar Boobook,1422.543214
Solomons Boobook,6652.790262
Northern Boobook,15187.27977
Camiguin Boobook,97.66170264
Manus Boobook,706.6190817
Mindoro Boobook,3804.746577
Christmas Island Boobook,52.96466044
Southern Boobook,104002.8302
Hume's Boobook,2008.874528
Ochre-bellied Boobook,36339.03313
New Britain Boobook,12804.03005
Luzon Boobook,62132.21146
Speckled Boobook,58765.98883
Chocolate Boobook,87627.43314
Sulu Boobook,690.4036091
Sumba Boobook,4133.023168
Rufous Owl,318308.0473
Cebu Boobook,1715.364056
Brown Boobook,2011855.674
Mindanao Boobook,37365.35876
Romblon Boobook,442.0890702
Hantu Boobook,7043.47397
Powerful Owl,221549.8656
Least Boobook,1132.497097
Papuan Boobook,230275.6578
Bismarck Boobook,2994.632027
Crested Ibis,394.6040841
Blyth's Hawk-Eagle,309053.4161
Javan Hawk-Eagle,5568.141457
Crested Hawk-Eagle,1702046.373
Flores Hawk-Eagle,13508.17164
Sulawesi Hawk-Eagle,70807.65372
Wallace's Hawk-Eagle,422706.3968
Mountain Hawk-Eagle,829825.1498
Philippine Hawk-Eagle,44372.70726
Pinsker's Hawk-Eagle,51106.57783
Chestnut-headed Nunlet,9722.965958
Brown Nunlet,96997.21711
Gray-cheeked Nunlet,67394.4928
Rusty-breasted Nunlet,2099894.111
Rufous-capped Nunlet,1098081.02
Fulvous-chinned Nunlet,248206.2231
Greater Bluebonnet,668927.1418
White-necked Puffbird,2023674.482
Guianan Puffbird,336632.8944
Brown-banded Puffbird,202319.4182
Buff-bellied Puffbird,358060.5971
Pied Puffbird,1956641.451
Tawny-breasted Tinamou,53725.07937
Hooded Tinamou,79651.26667
Nocturnal Curassow,781205.9857
Brushland Tinamou,466763.4236
Curve-billed Tinamou,20280.99637
Ornate Tinamou,295499.7783
Chilean Tinamou,45787.88259
Taczanowski's Tinamou,6843.263245
White-bellied Nothura,520577.7884
Chaco Nothura,43179.29411
Darwin's Nothura,424284.4232
Spotted Nothura,1553393.334
Lesser Nothura,185610.1346
Stitchbird,11.29263997
Eurasian Nutcracker,5979220.933
Clark's Nutcracker,883254.5931
Kashmir Nutcracker,116071.7954
Eurasian Curlew,45051.22146
Helmeted Guineafowl,4920764.23
Yellow-crowned Night-Heron,945413.8997
Long-tailed Potoo,1920900.199
Rufous Potoo,1721826.915
Common Potoo,5330567.513
White-winged Potoo,1123209.393
Andean Potoo,45253.11589
Rufous Night-Heron,2982898.694
South American Painted-Snipe,978358.4078
Common Pauraque,5308374.222
Scrub Nightjar,22134.45459
Eared Poorwill,72631.04126
Ocellated Poorwill,1312229.117
Choco Poorwill,22363.01487
Yucatan Poorwill,56269.21341
Pygmy Nightjar,261652.1245
Blackish Nightjar,1592194.161
Band-tailed Nighthawk,2024713.571
Red-bearded Bee-eater,576068.2072
Blue-bearded Bee-eater,1012441.084
Cockatiel,2495135.801
White-eared Puffbird,1671584.71
Spot-backed Puffbird,1406925.739
Eastern Striolated-Puffbird,1128561.805
Elliot's Storm-Petrel,680293.6173
Pincoya Storm-Petrel,1210.239869
Rock Earthcreeper,153755.5385
Crag Chilia,15223.73584
Band-tailed Earthcreeper,202762.7437
Straight-billed Earthcreeper,411721.864
Slaty-backed Chat-Tyrant,67378.90847
Brown-backed Chat-Tyrant,95072.93815
White-browed Chat-Tyrant,301889.0972
d'Orbigny's Chat-Tyrant,241031.5784
Piura Chat-Tyrant,7749.75468
Rufous-breasted Chat-Tyrant,128821.5222
Drab Water Tyrant,1761604.612
Booted Racket-tail,148880.0824
Indian Gray Hornbill,796421.5844
Sri Lanka Gray Hornbill,25064.20611
Malabar Gray Hornbill,89096.8824
Crested Pigeon,2850431.094
Stripe-faced Wood-Quail,35004.07295
Spot-winged Wood-Quail,665736.1792
Venezuelan Wood-Quail,3611.48664
