COMMON_NAME,area_square_miles
Three-streaked Tchagra,461941.5073
Black-crowned Tchagra,5773624.366
Southern Tchagra,97174.09424
Black Spinetail,226287.8486
Mottled Spinetail,2003299.614
Sandy Gallito,201442.4656
Laysan Finch,1.317795564
Nihoa Finch,0.599994787
Doherty's Bushshrike,43668.23797
Four-colored Bushshrike,395795.5655
Bokmakierie,507533.758
Ratchet-tailed Treepie,103038.2052
Sri Lanka Woodshrike,25558.94596
Common Woodshrike,1703211.216
Malabar Woodshrike,49470.02427
Large Woodshrike,1800982.817
Rufescent White-eye,1227.411642
Bateleur,5414470.187
Streak-capped Antwren,302686.9214
Orange-bellied Antwren,51.1185393
Blyth's Paradise-Flycatcher,1268315.375
Japanese Paradise-Flycatcher,13916.79307
Sao Tome Paradise-Flycatcher,331.4724996
Bates's Paradise-Flycatcher,888650.4685
Bedford's Paradise-Flycatcher,16429.67628
Mascarene Paradise-Flycatcher,1273.29831
Rufous Paradise-Flycatcher,42249.52412
Seychelles Paradise-Flycatcher,5.410724465
Blue Paradise-Flycatcher,3146.540109
Amur Paradise-Flycatcher,188806.0608
Madagascar Paradise-Flycatcher,228916.5496
Indian Paradise-Flycatcher,548071.7902
Black-headed Paradise-Flycatcher,1650637.439
Rufous-vented Paradise-Flycatcher,171580.5091
African Paradise-Flycatcher,5517159.003
Swallow Tanager,3381283.245
Gray-bellied Tesia,810185.6478
Russet-capped Tesia,11229.0717
Slaty-bellied Tesia,677941.4874
Javan Tesia,2274.968933
Black-billed Capercaillie,2704165.417
Western Capercaillie,4374606.503
Altai Snowcock,316397.3961
Caspian Snowcock,121211.3605
Caucasian Snowcock,9032.024044
Himalayan Snowcock,738131.192
Tibetan Snowcock,411966.2912
Verreaux's Partridge,45690.62615
Szechenyi's Partridge,202404.9125
Little Bustard,286196.2779
Buller's Albatross,11248816.72
White-capped Albatross,9215656.739
Yellow-nosed Albatross,8342145.887
Gray-headed Albatross,32426685.73
Chatham Albatross,19852065.73
Black-browed Albatross,42454987.18
Salvin's Albatross,25863601.79
Lesser Crested Tern,652521.5104
Royal Tern,1212802.663
Sandwich Tern,956944.5241
Antarctic Petrel,22614788.34
White-backed Duck,3873503.479
Crowned Woodnymph,232295.8151
Fork-tailed Woodnymph,4334196.375
Violet-capped Woodnymph,546638.7721
Russet Antshrike,153711.126
Mocking Cliff-Chat,1149842.719
Dusky-throated Antshrike,1305338.664
Cinereous Antshrike,2335658.626
Saturnine Antshrike,526887.4758
Bluish-slate Antshrike,473434.911
White-shouldered Antshrike,1909813.583
Amazonian Antshrike,2391043.141
Sooretama Slaty-Antshrike,81033.0702
Upland Antshrike,24111.99892
Black-crowned Antshrike,225292.3053
Collared Antshrike,39530.49267
Black-hooded Antshrike,10906.40151
Variable Antshrike,1532692.621
Castelnau's Antshrike,78562.71734
Acre Antshrike,362.3054834
Barred Antshrike,4141300.539
Streak-backed Antshrike,55300.92601
Black-backed Antshrike,43995.2805
Band-tailed Antshrike,116543.5751
Bar-crested Antshrike,46956.67397
Mouse-colored Antshrike,1621135.863
Blackish-gray Antshrike,566684.8262
Chestnut-backed Antshrike,981581.9078
Planalto Slaty-Antshrike,1012649.537
Cocha Antshrike,2974.855199
Rufous-capped Antshrike,537347.132
Plain-winged Antshrike,1541230.082
Natterer's Slaty-Antshrike,412548.4024
Bolivian Slaty-Antshrike,163714.7124
Lined Antshrike,41079.91044
Rufous-winged Antshrike,1441113.604
Uniform Antshrike,64929.75195
Chapman's Antshrike,10762.62198
Thamnornis,26882.02268
Peruvian Sheartail,66450.16329
Plumbeous Ibis,675541.9417
Buff-necked Ibis,1986925.143
Black-faced Ibis,105829.5
Swamp Greenbul,1251036.134
Gray-breasted Seedsnipe,585385.083
Least Seedsnipe,311642.8834
Hooded Plover,234861.3384
Shore Plover,1.503590684
Fulvous-headed Tanager,15444.58126
Buff-bellied Tanager,7740.654089
Rufous-chested Tanager,69925.02272
Brown-flanked Tanager,4834.330271
Chestnut-headed Tanager,236126.8555
Rust-and-yellow Tanager,82567.26996
Orange-headed Tanager,2639402.505
Superciliaried Hemispingus,104905.0137
Pale-tailed Barbthroat,2024238.162
Sooty Barbthroat,104366.1751
Sacred Ibis,6814713.687
Black-headed Ibis,414978.4322
Straw-necked Ibis,2467255.743
Flammulated Treehunter,22056.64991
Striped Treehunter,82909.62742
Uniform Treehunter,15833.67444
Black-billed Treehunter,46719.2822
Streak-breasted Treehunter,6792.812937
Rufous-backed Treehunter,44958.81272
Streak-capped Treehunter,24152.45647
Delta Amacuro Softtail,313.1626616
Orinoco Softtail,3.809837622
Plain Softtail,198680.2839
Bewick's Wren,1234369.342
Rufous-and-white Wren,317234.116
Antioquia Wren,1247.994656
Sinaloa Wren,117732.6129
Carolina Wren,1173755.684
Yellow-faced Grassquit,373168.0186
Wallcreeper,2163067.602
Broad-billed Warbler,237859.8655
White-crested Bittern,1493881.064
Fasciated Tiger-Heron,592073.005
Rufescent Tiger-Heron,5111844.897
Sparkling-tailed Hummingbird,115517.9709
Chestnut-capped Babbler,1029078.445
Olive Straightbill,52950.15112
Tawny Straightbill,65777.47623
Patagonian Tinamou,155881.6426
Puna Tinamou,244289.6357
White-throated Tinamou,1533276.755
Great Tinamou,2962439.531
Black Tinamou,11081.7532
Solitary Tinamou,412976.4257
Gray Tinamou,1471192.672
Black-tailed Tityra,1975207.822
Masked Tityra,2633644.24
Golden Pipit,317956.3611
Damara Red-billed Hornbill,150966.4072
Von der Decken's Hornbill,628906.632
Northern Red-billed Hornbill,3532875.26
Eastern Yellow-billed Hornbill,559745.3377
Jackson's Hornbill,43543.26565
Southern Yellow-billed Hornbill,702748.7738
Monteiro's Hornbill,154246.1607
New Britain Kingfisher,11589.0256
Cinnamon-banded Kingfisher,21100.68026
Collared Kingfisher,1481540.229
Blue-and-white Kingfisher,9724.543416
Talaud Kingfisher,393.185593
Vanuatu Kingfisher,2176.647856
Sombre Kingfisher,6991.082678
Mangareva Kingfisher,9.790152275
Marquesas Kingfisher,149.7779037
Lazuli Kingfisher,7099.861182
Ultramarine Kingfisher,8955.358
Forest Kingfisher,337748.5638
Blue-black Kingfisher,178895.6118
Palau Kingfisher,171.8416602
Red-backed Kingfisher,2870715.584
Flat-billed Kingfisher,1110.869786
Pohnpei Kingfisher,136.7015281
Mewing Kingfisher,19.45750812
Sacred Kingfisher,1167402.323
Beach Kingfisher,51844.04505
Chattering Kingfisher,158.6522896
Society Kingfisher,409.771856
Rufous-lored Kingfisher,51382.37654
Yellow-browed Tody-Flycatcher,1623745.988
Common Tody-Flycatcher,3182883.737
Spotted Tody-Flycatcher,1684747.753
Painted Tody-Flycatcher,658013.7745
Gray-headed Tody-Flycatcher,179556.727
Narrow-billed Tody,28616.68199
Puerto Rican Tody,3387.80726
Cuban Tody,42352.53818
Broad-billed Tody,28880.17409
Jamaican Tody,4255.516637
Yellow-margined Flycatcher,2266826.6
Yellow-breasted Flycatcher,2595622.856
Gray-crowned Flycatcher,2360144.689
Yellow-olive Flycatcher,4792760.516
Orange-eyed Flycatcher,104261.435
Crimson Topaz,648047.4548
Fiery Topaz,782542.5396
Lappet-faced Vulture,3288088.494
Zapata Sparrow,1763.731216
Lilac-tailed Parrotlet,128759.5875
Red-fronted Parrotlet,3342.328202
Blue-fronted Parrotlet,51185.5101
Scarlet-shouldered Parrotlet,1223052.184
Brown-backed Parrotlet,5519.900689
Sapphire-rumped Parrotlet,1475404.352
Golden-tailed Parrotlet,38221.03345
Yellow-bellied Longbill,178994.1337
Slaty-chinned Longbill,69249.3394
Bendire's Thrasher,116916.644
Gray Thrasher,38472.35496
Crissal Thrasher,390227.7444
Curve-billed Thrasher,789540.7579
Cozumel Thrasher,9.608590128
LeConte's Thrasher,97012.47147
Long-billed Thrasher,116201.4323
Ocellated Thrasher,34257.06018
California Thrasher,64602.39758
Brown Thrasher,520984.3424
D'Arnaud's Barbet,493749.2448
Red-and-yellow Barbet,607763.8102
Yellow-breasted Barbet,854938.1964
Crested Barbet,1204798.472
Blyth's Tragopan,18632.96224
Cabot's Tragopan,153057.2779
Western Tragopan,8337.365234
Satyr Tragopan,38292.13916
Temminck's Tragopan,487201.6003
Pale-yellow Robin,60025.67626
White-faced Robin,77688.96291
Gray-fronted Green-Pigeon,71303.46392
Pin-tailed Pigeon,629441.5619
Buru Green-Pigeon,3302.821283
Madagascar Green-Pigeon,195194.7179
Philippine Green-Pigeon,106250.8204
Orange-breasted Pigeon,945240.0515
African Green-Pigeon,4146458.043
Large Green-Pigeon,435375.6872
Andaman Green-Pigeon,2362.101659
Thick-billed Pigeon,1263772.024
Flores Green-Pigeon,14520.99128
Whistling Green-Pigeon,14147.38946
Cinnamon-headed Pigeon,359906.9397
Gray-cheeked Pigeon,94667.1188
Little Green-Pigeon,524764.8242
Green-spectacled Pigeon,36709.69704
Pemba Green-Pigeon,350.6925876
Ashy-headed Green-Pigeon,664027.0824
Yellow-footed Pigeon,1870268.383
Sri Lanka Green-Pigeon,25267.78719
Timor Green-Pigeon,8112.093826
Sao Tome Green-Pigeon,330.7912981
Yellow-vented Pigeon,84880.45906
White-bellied Pigeon,754460.3108
Wedge-tailed Pigeon,671218.3584
Sumba Green-Pigeon,2345.640014
Pink-necked Pigeon,872939.9944
Bruce's Green-Pigeon,2036971.687
Tasmanian Nativehen,13841.8282
Black-tailed Nativehen,1775767.25
White-streaked Honeyeater,24206.21522
Scaly-breasted Lorikeet,411791.9141
Olive-headed Lorikeet,14630.54516
Yellow-and-green Lorikeet,1584.05952
Rainbow Lorikeet,338030.9373
Ornate Lorikeet,66792.77399
Pohnpei Lorikeet,137.317116
Red-fronted Barbet,223458.6187
Miombo Barbet,531250.2924
Hairy-breasted Barbet,1442024.353
Spot-flanked Barbet,490134.5994
Pied Barbet,1205933.795
Black-throated Barbet,760238.8353
Hairy-backed Bulbul,471189.5118
Black-goggled Tanager,954861.1373
Blue-bellied Parrot,11676.77168
White-headed Vulture,2321075.812
Willet,224388.2317
Common Redshank,829630.2377
Black-faced Laughingthrush,285785.3257
Brown-capped Laughingthrush,20391.72732
Assam Laughingthrush,60295.93162
Elliot's Laughingthrush,398003.7287
Chestnut-crowned Laughingthrush,129112.905
Red-winged Laughingthrush,52762.16125
Prince Henry's Laughingthrush,49793.85223
Bhutan Laughingthrush,10807.77647
Streaked Laughingthrush,152584.3801
Silver-eared Laughingthrush,184336.1566
Red-tailed Laughingthrush,575034.1766
White-whiskered Laughingthrush,5084.097671
Golden-winged Laughingthrush,59.58437357
Malayan Laughingthrush,5729.333564
Blue-winged Laughingthrush,246759.2188
Scaly Laughingthrush,131593.1893
Variegated Laughingthrush,108749.8553
Striped Laughingthrush,43281.77208
Collared Laughingthrush,277.6727212
Streamertail,3947.872092
African Crested-Flycatcher,69449.72638
Blue-headed Crested-Flycatcher,1421188.26
House Wren,7391463.407
Cobb's Wren,109.4441876
Winter Wren,84754.60663
Santa Marta Wren,513.7450038
Pacific Wren,480368.0197
Rufous-browed Wren,52244.75652
Tepui Wren,26137.10074
Socorro Wren,52.16706102
Mountain Wren,213738.863
Clarion Wren,12.63263705
Eurasian Wren,4606486.74
Baird's Trogon,4833.231322
White-tailed Trogon,93518.75742
Citreoline Trogon,47882.46237
Lattice-tailed Trogon,6285.732676
Collared Trogon,2625119.989
Blue-tailed Trogon,30670.09221
Blue-crowned Trogon,2855721.5
Elegant Trogon,52925.80801
Slaty-tailed Trogon,190485.9845
Ecuadorian Trogon,21971.62592
Mountain Trogon,144817.9788
Masked Trogon,287994.0619
Black-throated Trogon,2573835.141
Surucua Trogon,527772.5851
Guianan Trogon,2812740.654
Green-backed Trogon,3053263.998
Thick-billed Ground-Pigeon,251645.5242
Tawny-crowned Greenlet,1845587.675
White-faced Cuckoo-Dove,62659.9864
Slaty Cuckoo-Dove,12214.1404
Black-throated Wren-Babbler,29879.42416
Streaked Wren-Babbler,459813.8578
Mountain Wren-Babbler,13510.95025
Limestone Wren-Babbler,90616.4543
Large Wren-Babbler,50136.20819
Marbled Wren-Babbler,33973.63528
Rusty-breasted Wren-Babbler,28416.92437
Yellow-billed Babbler,287958.0173
Southern Pied-Babbler,425312.8188
Hartlaub's Babbler,662791.3621
Hinde's Pied-Babbler,5330.914808
Northern Pied-Babbler,34379.32957
Arrow-marked Babbler,2248012.548
Cretzschmar's Babbler,102514.0937
White-rumped Babbler,267813.867
Black-faced Babbler,86497.0116
Brown Babbler,1997320.775
Blackcap Babbler,830914.9194
Orange-billed Babbler,4699.114685
Black-lored Babbler,205601.5481
Scaly Babbler,24844.6229
Jungle Babbler,1197038.235
Dusky Babbler,113800.4218
Abyssinian Thrush,380462.2706
White-necked Thrush,3294670.585
White-collared Blackbird,144948.9061
Creamy-bellied Thrush,1455034.118
White-throated Thrush,211691.0704
White-chinned Thrush,4255.517775
Comoro Thrush,645.2613037
Gray-winged Blackbird,345598.9906
Izu Thrush,303.2138331
Chiguanco Thrush,184711.8193
Black-breasted Thrush,290422.2691
Tristan Thrush,47.69992423
Austral Thrush,381281.3201
Yellow-legged Thrush,351115.3369
Chestnut-bellied Thrush,27636.77357
Great Thrush,158794.8419
Clay-colored Thrush,434425.0294
Unicolored Thrush,74110.92758
Hauxwell's Thrush,1257602.66
Taita Thrush,59.59276268
Black-billed Thrush,105393.787
Black Thrush,76554.28879
White-eyed Thrush,4255.517775
White-backed Thrush,408345.8801
Lawrence's Thrush,1191336.015
Pale-breasted Thrush,2969290.881
Pale-eyed Thrush,189233.13
Forest Thrush,511.9747431
Kurrichane Thrush,1694993.113
Somali Thrush,4671.89509
Ecuadorian Thrush,33983.60715
Chinese Blackbird,966409.5156
Marañon Thrush,15298.03179
Tibetan Blackbird,177011.6388
Eurasian Blackbird,2704709.132
American Robin,3013241.363
Taiwan Thrush,5147.753758
Spectacled Thrush,600065.4974
Pale-vented Thrush,64409.30839
Sao Tome Thrush,330.7912981
Olive Thrush,154157.8092
Black-hooded Thrush,88021.13311
Pale Thrush,35758.46555
African Thrush,3234057.699
Song Thrush,800997.8724
Fieldfare,1543361.942
Mountain Thrush,61848.19587
Red-legged Thrush,2731.248647
Island Thrush,95349.90225
Plumbeous-backed Thrush,29815.7813
Usambara Thrush,647.3900878
Chestnut Thrush,502179.1246
Rufous-collared Robin,29551.10649
Rufous-bellied Thrush,1941576.751
Varzea Thrush,129105.5401
Glossy-black Thrush,157882.3975
Indian Blackbird,48687.71501
Karoo Thrush,287798.2112
La Selle Thrush,1647.142073
African Bare-eyed Thrush,385332.9013
Ring Ouzel,24891.48645
Mistle Thrush,1560336.957
Principe Thrush,18.13246845
Chestnut-backed Buttonquail,167074.3915
Sumba Buttonquail,797.1719752
Hottentot Buttonquail,12842.6707
Red-backed Buttonquail,428625.6457
Black-breasted Buttonquail,2296.736657
Madagascar Buttonquail,229117.5051
Spotted Buttonquail,40987.57863
Buff-breasted Buttonquail,797.7747793
Red-chested Buttonquail,1655344.327
Barred Buttonquail,2128161.413
Small Buttonquail,6684702.709
Yellow-legged Buttonquail,2579316.604
Painted Buttonquail,879032.7185
Little Buttonquail,2694639.478
Luzon Buttonquail,40567.40784
Black-billed Wood-Dove,1501790.233
Blue-spotted Wood-Dove,3567994.666
Blue-headed Wood-Dove,1065960.782
Emerald-spotted Wood-Dove,2273638.101
Tambourine Dove,3140797.548
Tylas Vanga,89522.35905
Greater Prairie-Chicken,155555.6906
Lesser Prairie-Chicken,24434.97003
Sharp-tailed Grouse,2347712.202
Dwarf Tyrant-Manakin,2043682.456
Tiny Tyrant-Manakin,459085.1409
Sulphury Flycatcher,2508261.026
White-throated Kingbird,1634738.126
Couch's Kingbird,189084.1508
Thick-billed Kingbird,157735.5136
Giant Kingbird,1231.772868
Tropical Kingbird,5680791.12
Snowy-throated Kingbird,34067.85651
Fork-tailed Flycatcher,2499712.079
Seram Masked-Owl,502.8331722
Golden Masked-Owl,13566.98534
African Grass-Owl,1039659.785
Ashy-faced Owl,29269.35915
Minahassa Masked-Owl,18170.46177
Australasian Grass-Owl,1649312.475
Taliabu Masked-Owl,1110.136924
Australian Masked-Owl,1226800.693
Sulawesi Masked-Owl,59618.45028
Sooty Owl,434552.0116
White-throated Earthcreeper,18618.86122
Scale-throated Earthcreeper,751838.0715
Patagonian Forest Earthcreeper,47028.33713
Buff-breasted Earthcreeper,282315.0448
Eurasian Hoopoe,8669491.253
Madagascar Hoopoe,204646.3165
Southern Cordonbleu,1335962.935
Red-cheeked Cordonbleu,2952833.522
Blue-capped Cordonbleu,292033.7964
Long-tailed Ground-Roller,4024.895314
Common Murre,469782.4982
Thick-billed Murre,330700.3189
Rufous-gaped Hillstar,15522.11593
White-tailed Hillstar,12630.70383
Taiwan Blue-Magpie,7915.330742
Red-billed Blue-Magpie,1722773.402
Yellow-billed Blue-Magpie,117424.3854
Sri Lanka Blue-Magpie,2056.323879
White-winged Magpie,13047.97557
Red-faced Mousebird,1336845.752
Blue-naped Mousebird,2231557.104
Przevalski's Pinktail,242277.8697
Papuan Owl,69975.93314
Green Longtail,18883.21043
Agile Tit-Tyrant,20602.33586
Unstreaked Tit-Tyrant,29690.98379
Long-tailed Ground-Dove,691774.5731
Lyre-tailed Nightjar,89427.01222
Swallow-tailed Nightjar,85591.04398
White-bellied Wren,158057.081
Timor Stubtail,13716.67641
Bornean Stubtail,50860.64164
Purple-bibbed Whitetip,6709.629425
Rufous-vented Whitetip,12064.79531
Black-backed Bush Tanager,14014.13386
Long-tailed Hawk,1186719.015
White-headed Lapwing,2915332.16
Blacksmith Lapwing,2186114.751
Southern Lapwing,5143306.676
Gray-headed Lapwing,15121.2711
Crowned Lapwing,2621678.521
Long-toed Lapwing,1336669.493
River Lapwing,643458.9446
Red-wattled Lapwing,2658368.458
White-tailed Lapwing,188597.2278
Senegal Lapwing,1287623.964
Yellow-wattled Lapwing,702634.4797
Spot-breasted Lapwing,69421.2594
Black-winged Lapwing,323968.5349
Masked Lapwing,1178927.386
Andean Lapwing,283727.7747
Wattled Lapwing,4347137.578
Spur-winged Lapwing,3186818.911
Brown-chested Lapwing,290541.1562
Black-headed Lapwing,2033174.006
Banded Lapwing,2179132.911
Northern Lapwing,485236.5399
Hook-billed Vanga,192703.6153
Mindanao Jungle-Flycatcher,2985.46233
Eyebrowed Jungle-Flycatcher,12038.63488
African Piculet,975978.7591
Cameroon Indigobird,237225.0268
Village Indigobird,2688351.956
Green Indigobird,84567.87069
Straw-tailed Whydah,549684.0602
Variable Indigobird,536753.3289
Steel-blue Whydah,302047.5324
Exclamatory Paradise-Whydah,685648.0006
Baka Indigobird,220958.4723
Pin-tailed Whydah,5082686.633
Jos Plateau Indigobird,4648.213905
Quailfinch Indigobird,28487.67743
Broad-tailed Paradise-Whydah,1251898.574
Sahel Paradise-Whydah,1024102.23
Eastern Paradise-Whydah,1804787.891
Purple Indigobird,384370.7365
Jambandu Indigobird,91477.87643
Shaft-tailed Whydah,755037.7279
Togo Paradise-Whydah,161631.0937
Wilson's Indigobird,816249.1491
Blue-crowned Lorikeet,1418.598372
Kuhl's Lorikeet,3.253614909
Blue Lorikeet,22.63273197
Stephen's Lorikeet,15.87337234
Black-whiskered Vireo,32467.69086
