"","Species2_eBird","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Tail.Length"
"33","Hemixos flavala",0.886666666666668,0.366666666666667,0.136666666666667,0.0691666666666666,0.435833333333333,14.7291666666667,2.88,17.6666666666667
"34","Hypsipetes amaurotis",1.7025,0.66,0.0291666666666667,0.0166666666666666,0.15,37.2291666666667,4.08333333333333,41.5833333333333
"35","Hypsipetes crassirostris",1.82,1.35333333333333,0.0625,0.433333333333333,0.566666666666666,32.3333333333333,8.40916666666667,43.3333333333333
"36","Hypsipetes everetti",2.15,1.59,0.0966666666666667,0.15,1.63583333333334,4.25,0.0299999999999999,11.5833333333333
"37","Hypsipetes leucocephalus",2.04857142857143,1.78982142857143,0.0626785714285714,0.08125,0.679285714285714,39.5,3.53553571428571,196.709821428571
"38","Hypsipetes madagascariensis",1.43583333333333,0.12,0.206666666666667,0.266666666666667,0.349166666666666,49.8958333333333,7,44.6666666666667
"39","Hypsipetes nicobariensis",0.619999999999999,0.809166666666666,0.0891666666666667,0.0158333333333334,0.1225,18,2.03583333333333,11.2291666666667
"40","Hypsipetes olivaceus",0.75,5.87333333333333,0.1825,0.2625,0.909166666666668,21.3958333333333,39.0466666666667,29.6666666666667
"41","Hypsipetes philippinus",1.80666666666666,0.5625,0.0158333333333333,0.00916666666666668,0.763333333333335,33.0625,6.23,11.3958333333333
"42","Hypsipetes rufigularis",1.16916666666667,0.2625,0.0799999999999999,0.0433333333333333,0.553333333333333,15.2291666666667,3.61666666666666,65.3333333333333
"43","Iole indica",0.725681818181819,0.301515151515152,0.135151515151515,0.0893181818181818,0.854242424242425,19.3560606060606,1.81477272727273,82.9924242424242
"44","Iole palawanensis",0.163333333333334,0.0300000000000001,0.0433333333333333,0.216666666666667,0.5825,2.72916666666667,3.31,17.5833333333333
"45","Iole propinqua",0.229166666666666,0.175833333333333,0.00666666666666668,0.0358333333333334,0.542500000000001,10.5,0.549166666666667,40.3333333333333
"46","Ixonotus guttatus",0.246666666666666,0.129166666666667,0.189166666666667,0.0225000000000001,0.819999999999999,6.25,0.536666666666666,16.9166666666667
"47","Ixos malaccensis",2.267,0.547000000000001,0.0629999999999999,0.00800000000000001,0.157,14.5,2.233,40.7
"48","Ixos virescens",0.334285714285715,0.504107142857143,0.274107142857143,0.0771428571428572,1.06267857142857,14.2098214285714,10.4278571428571,31.8883928571429
"49","Phyllastrephus albigularis",0.873333333333331,0.555833333333334,0.0633333333333333,0.169166666666667,0.873333333333331,20.9166666666667,0.0491666666666667,169.5625
"50","Phyllastrephus baumanni",3.0025,1.11333333333333,0.0566666666666667,0.0833333333333334,0.749166666666668,27,0.0225000000000001,44.6666666666667
"51","Phyllastrephus cabanisi",1.94214285714286,1.14785714285714,0.10125,0.12125,1.58267857142857,34.4107142857143,4.82125,37.9285714285714
"52","Phyllastrephus cerviniventris",0.6825,0.8425,0.123333333333333,0.0299999999999999,1.28666666666667,20.25,0.886666666666667,12.9166666666667
"53","Phyllastrephus debilis",1.28916666666667,0.43,0.0758333333333333,0.0291666666666666,0.463333333333334,2.25,1.79583333333333,27.3333333333333
"54","Phyllastrephus fischeri",7.46,2.9625,0.0866666666666666,0.109166666666667,0.842499999999999,26.9166666666667,3.72916666666667,39.5833333333333
"55","Phyllastrephus flavostriatus",6.40839285714286,2.23714285714286,0.135535714285714,0.206964285714286,3.42,51.4285714285714,2.21928571428571,60.3526785714286
"56","Phyllastrephus fulviventris",0.936666666666664,0.516666666666667,0.0666666666666667,0.133333333333334,3.2825,38.6666666666667,3.41583333333333,61.3333333333333
"57","Phyllastrephus hypochloris",0.936666666666667,0.126666666666667,0.0266666666666667,0.0758333333333333,0.11,16.6666666666667,2.9625,28.9166666666667
"58","Phyllastrephus icterinus",0.47,0.4425,0.0491666666666667,0.07,1.76666666666667,13.7291666666667,1.28666666666667,20.25
"59","Phyllastrephus poensis",2.27357142857143,1.09267857142857,0.198392857142857,0.0678571428571429,1.03928571428571,18.8883928571429,2.05410714285714,19.9285714285714
"60","Phyllastrephus poliocephalus",0.549166666666666,0.0466666666666666,0.0691666666666668,0.1425,4.01583333333333,22.0833333333333,0.1625,31
"61","Phyllastrephus scandens",1.69,0.456666666666666,0.0691666666666666,0.1,2.3025,43.6666666666667,2.03666666666667,33.6666666666667
"62","Phyllastrephus strepitans",3.18,1.29583333333333,0.0758333333333333,0.1225,1.06916666666667,44.6666666666667,2.5825,34
"63","Phyllastrephus terrestris",1.64916666666667,0.309166666666667,0.0833333333333333,0.1425,0.389166666666666,1.66666666666667,1.14916666666667,22.9166666666667
"64","Pycnonotus aurigaster",0.656111111111111,0.531944444444444,0.0969444444444446,0.217777777777778,2.7375,9,4.36444444444444,49.1111111111111
"65","Pycnonotus barbatus",1.80629166666667,0.736666666666666,0.0713333333333333,0.123625,2.11595833333333,33.6666666666667,2.324625,41.7958333333333
"66","Pycnonotus blanfordi",1.53,0.0199999999999999,0.0425,0.0158333333333333,3.63583333333333,21.6666666666667,7.76666666666666,101.333333333333
"67","Pycnonotus cafer",5.20272727272727,1.20810606060606,0.500227272727273,0.219015151515151,1.38606060606061,90.9753787878788,13.3015151515152,116.878787878788
"68","Pycnonotus finlaysoni",1.98666666666667,0.596666666666667,0.135833333333333,0.123333333333333,2.12666666666667,4.33333333333333,0.809166666666666,1.66666666666667
"69","Pycnonotus flavescens",0.675833333333333,0.1825,0.0333333333333334,0.49,1.60916666666666,50.9166666666667,2.19666666666667,54.6666666666667
"70","Pycnonotus goiavier",0.0691666666666665,0.0158333333333334,0.0291666666666667,0.0566666666666666,0.15,2,0.949166666666667,12
"71","Pycnonotus jocosus",1.18267857142857,0.387857142857143,0.348392857142857,0.193571428571429,5.29839285714286,64.5669642857143,2.60571428571429,79.0714285714286
"72","Pycnonotus leucogenys",0.136666666666666,0.289166666666666,0.0866666666666666,0.0958333333333333,1.55583333333333,9.66666666666667,4.6425,13.6666666666667
"73","Pycnonotus leucotis",0.43,0.389166666666667,0.0158333333333333,0.0824999999999998,0.349166666666666,12.9166666666667,0.762499999999999,35.6666666666667
"74","Pycnonotus nigricans",0.189999999999999,0.0758333333333332,0.00916666666666669,0.0358333333333334,0.289166666666667,4.91666666666667,1.43583333333333,4.33333333333333
"75","Pycnonotus plumosus",0.46,0.433333333333334,0.0566666666666666,0.0291666666666666,0.255833333333335,9.66666666666667,2.68916666666667,12.9166666666667
"76","Pycnonotus simplex",1.207,0.163,0.228,0.145,0.148,12.3,1.272,6.3
"77","Pycnonotus sinensis",0.685000000000001,0.115,0.532,0.04,2.935,6.668,8.245,41.3
"78","Pycnonotus striatus",0.646666666666669,0.0599999999999999,0.0225,0.0466666666666667,1.61666666666666,8.25,2.87,72.6666666666667
"79","Pycnonotus xanthopygos",0.323333333333334,0.1425,0.116666666666667,0.0566666666666667,0.790000000000001,4.91666666666667,1.65666666666667,12.9166666666667
"80","Pycnonotus xanthorrhous",0.38,0.1225,0.0158333333333333,0.0491666666666666,1.14916666666667,9,2.26916666666667,28
"81","Pycnonotus zeylanicus",3.40666666666667,0.569999999999999,0.1,0.92,2.2425,72.9166666666667,2.24333333333333,28.25
"82","Rubigula cyaniventris",1.61766666666667,0.101666666666667,0.0386666666666667,0.0466666666666667,1.17766666666667,6.96666666666667,4.35766666666667,1.86666666666667
"83","Rubigula erythropthalmos",0.215833333333333,0.0624999999999999,0.00666666666666668,0.00333333333333331,0.2425,0.333333333333333,3.56666666666667,2.25
"84","Rubigula flaviventris",0.565666666666667,0.194666666666666,0.117666666666667,0.109666666666667,1.17466666666667,12.6016666666667,3.99766666666667,53.2666666666667
"85","Rubigula melanicterus",0.496666666666666,0.19,0.0158333333333334,0.0366666666666667,0.582500000000001,6.66666666666667,2.0825,35.5833333333333
"86","Rubigula squamata",0.0225000000000001,0.00333333333333331,0.0166666666666667,0.0366666666666667,0.00916666666666678,8.91666666666667,0.0200000000000001,2.91666666666667
"87","Setornis criniger",3.10333333333333,2.26,0.00666666666666668,0.14,3.9625,62.9166666666667,8.4825,30.9166666666667
"88","Spizixos semitorques",0.0833333333333333,0.169166666666667,0.0425,0.109166666666667,0.675833333333333,3.58333333333333,5.2625,3.66666666666667
"89","Stelgidillas gracilirostris",1.38,0.206666666666666,0.0166666666666667,0.0566666666666666,0.533333333333332,0.916666666666667,17.6966666666667,30.9166666666667
"90","Tricholestes criniger",0.706999999999999,0.598666666666666,0.142666666666667,0.0456666666666666,0.578666666666667,16.3,3.12566666666667,5.76666666666667
