Catalog #,Tissue #,Family - Full Name,Preparator #,Genus - Full Name,Species - Full Name,Country - Full Name,State - Full Name,County - Full Name,Locality,DecimalLatitude,DecimalLongitude,Collection Date,Preparations,Collection Object - Remarks,Collector (orig),Collectors - Last Name,Collectors - First Name,Collectors - Middle Initial,Specimen Attribute - Age,Age Category,Specimen Attribute - Bursa,Specimen Attribute - Fat,Specimen Attribute - Gonads,Specimen Attribute - Molt,Specimen Attribute - Sex,Skull Oss.
98689,15827,Pycnonotidae,CHO-B-131,Hypsipetes,philippinus,Philippines,Antique,,"Panay Island, San Remigio Municipality, Barangay Aningalan",10.812,122.182,10/25/2006,Skin - 1; Tissue - 100,in second growth,netted,,,,,,,light,"ovary 10 x 4 mm, lg. ovum 1 x 1 mm",none,f,100%
98731,15261,Pycnonotidae,CHO-B-1,Hypsipetes,amaurotis,Philippines,Cagayan,,"Dalupiri Island, Calayan Municipality, Nipa Creek",19.102,121.223,09/12/06,Skin - 1; Tissue - 100,in gallery forest,"Fernandez, J.",Fernandez,J.,,,,,light,testes 5 x 3 mm,none,m,100%
98732,15264,Pycnonotidae,CHO-B-4,Hypsipetes,amaurotis,Philippines,Cagayan,,"Dalupiri Island, Calayan Municipality, Nipa Creek",19.102,121.223,09/13/2006,Skin - 1; Tissue - 100,in gallery forest,"Fernandez, J.",Fernandez,J.,,,,,light,testes 10 x 5 mm,none,m,100%
98733,15271,Pycnonotidae,CHO-B-11,Hypsipetes,amaurotis,Philippines,Cagayan,,"Dalupiri Island, Calayan Municipality, Nipa Creek",19.102,121.223,09/13/2006,Skin - 1; Tissue - 100,in gallery forest,"Fernandez, J.",Fernandez,J.,,,,,light,testes 5 x 2 mm,none,m,100%
98734,15273,Pycnonotidae,CHO-B-13,Hypsipetes,amaurotis,Philippines,Cagayan,,"Dalupiri Island, Calayan Municipality, Manolong Creek",19.102,121.223,09/16/2006,Skin - 1; Tissue - 100,in gallery forest,"Fernandez, J.",Fernandez,J.,,`,,,light,,none,u,100%
98875,12480,Pycnonotidae,CHO-B-176,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/09/07,Alcoholic - 1; Tissue - 100,second growth; preserved with formaldehyde,netted,,,,,,,,,,u,
98876,12587,Pycnonotidae,REF 27,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Municipality Paluan, Barangay Harrison, Sitio Ulasan",,,03/01/07,Alcoholic - 1; Tissue - 100,preserved with formaldehyde,netted,,,,,,,,,none,u,
98891,12634,Pycnonotidae,CHO-B-278,Pycnonotus,atriceps,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan; Irawan Watershed",9.8371667,118.6411667,03/16/2007,Alcoholic - 1; Tissue - 100,preserved with ethanol,netted,,,,,,,,,none,u,
98892,12638,Pycnonotidae,CHO-B-281,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan; Irawan Watershed",9.8371667,118.6411667,03/16/2007,Alcoholic - 1; Tissue - 100,preserved with ethanol,netted,,,,,,,,,none,u,
98959,12449,Pycnonotidae,CHO-B-145,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/07/07,Skin - 1; Tissue - 100,second growth,local resident,,,,,,,light,testes 3 x 1 mm,none,m,100%
98960,12463,Pycnonotidae,CHO-B-159,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/08/07,Skin - 1; Tissue - 100,second growth,netted,,,,,,,light,ovary mass 12 x 5 mm,on cheek,f,100%
98961,12450,Pycnonotidae,CHO-B-146,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/07/07,Skin - 1; Tissue - 100,second growth,netted,,,,,,,light,testes 3 x 2 mm,none,m,100%
98962,12447,Pycnonotidae,CHO-B-143,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/07/07,Skin - 1; Tissue - 100,second growth,local resident,,,,,,,heavy,testes 2 x 1 mm,none,m,100%
98963,12466,Pycnonotidae,CHO-B-162,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/08/07,Skin - 1; Tissue - 100,second growth,netted,,,,,,,light,ovary mass 10 x 4 mm,on cheeks,f,100%
98964,12538,Pycnonotidae,CHO-B-234,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/13/2007,Skin - 1; Tissue - 100,second growth,netted,,,,,,,moderate,testes 4 x 2 mm,none,m,100%
98965,12549,Pycnonotidae,CHO-B-245,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/14/2007,Skin - 1; Tissue - 100,second growth,local resident,,,,,,,heavy,testes 2 x 1 mm,none,m,100%
98966,12550,Pycnonotidae,CHO-B-246,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/14/2007,Skin - 1; Tissue - 100,second growth,local resident,,,,,,,moderate,testes 3 x 2 mm,none,m,100%
99062,12584,Pycnonotidae,REF 24,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,03/01/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 5 x 3 mm,none,m,100%
99063,12590,Pycnonotidae,REF 30,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,03/04/07,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,moderate,testes 10 x 7 mm,,m,100%
99064,12563,Pycnonotidae,REF 3,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,02/23/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,moderate,testes 10 x 7 mm,none,m,100%
99065,12569,Pycnonotidae,REF 9,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,02/25/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 8 x 5 mm,none,m,100%
99066,12580,Pycnonotidae,REF 20,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,02/27/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 20 x 10 mm,none,f,100%
99074,12581,Pycnonotidae,REF 21,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,02/28/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,"ovary mass 10 x 7 mm, lg. ovum 2 x 2 mm",none,f,100%
99075,12582,Pycnonotidae,REF 22,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,02/28/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 15 x 6 mm,none,m,100%
99076,12566,Pycnonotidae,REF 6,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,02/25/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,moderate,testes 10 x 6 mm,none,m,100%
99077,12567,Pycnonotidae,REF 7,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,02/25/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 10 x 4 mm,none,m,100%
99078,12568,Pycnonotidae,REF 8,Hypsipetes,philippinus,Philippines,Occidental Mindoro,,"Mindoro Island, Paluan Municipality, Barangay Harrison, Matingaram, Sitio Ulasan",13.446,120.425,02/25/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 8 x 4 mm,light on left wing,f,100%
99139,12775,Pycnonotidae,RGM 944,Iole,palawanensis,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/29/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,,light,testes 9 x 6 mm,none,m,100%
99140,12812,Pycnonotidae,REF 32,Iole,palawanensis,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/31/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,,light,testes 5 x 3 mm,none,m,100%
99141,12813,Pycnonotidae,REF 33,Iole,palawanensis,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/31/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,,light,ovary mass 7 x 4 mm,none,f,100%
99142,12755,Pycnonotidae,RGM 924,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/28/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,no,light,"ovary mass 9 x 7 mm, lg. ovum 1 mm, oviduct 3 mm & convoluted",none,f,100%
99143,12791,Pycnonotidae,RGM 960,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/29/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,no,light,testes 11 x 8 mm,none,m,100%
99144,12784,Pycnonotidae,RGM 953,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/29/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,no,light,"ovary mass 6 x 5 mm, lg. ovum 1 mm, oviduct 1 mm, straight",none,f,100%
99145,12795,Pycnonotidae,RGM 964,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/30/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,,light,"ovary mass 10 x 4 mm, lg. ovum 1 mm",none,f,100%
99146,12803,Pycnonotidae,RGM 972,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/30/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,no,light,testes 12 x 7 mm,none,m,100%
99147,12798,Pycnonotidae,RGM 967,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/30/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,no,light,testes 9 x 7 mm,none,m,100%
99148,12800,Pycnonotidae,RGM 969,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,03/30/2007,Skin - 1; Tissue - 100,primary forest ridge,netted,,,,,,,light,testes 8 x 5 mm,none,m,100%
99149,12821,Pycnonotidae,REF 41,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Mantalingajan Range, ca. 20 km SW Brooke's Point",8.7503333,117.6896667,04/01/07,Skin - 1; Tissue - 100,,netted,,,,,,,light,"ovary mass 8 x 5 mm, lg. ovum 1 x 1 mm",none,f,100%
99178,12593,Pycnonotidae,RGM 863,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/14/2007,Skin - 1; Tissue - 100,overgrown plantation,netted,,,,,,no,trace,testes 9 x 7 mm,none,m,100%
99179,12607,Pycnonotidae,RGM 874,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/15/2007,Skin - 1; Tissue - 100,overgrown plantation,netted,,,,,,,light,testes 8 x 4 mm,none,m,100%
99180,12689,Pycnonotidae,RGM 896,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/19/2007,Skin - 1; Tissue - 100,overgrown plantation,netted,,,,,,,light,testes 8 x 5 mm,none,m,100%
99181,12648,Pycnonotidae,RGM 887,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/17/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,no,trace,testes 8 x 5 mm,none,m,100%
99182,12604,Pycnonotidae,CHO-B-259,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/15/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,moderate,"ovary mass 5 x 4 mm, lg. ovum 0.5 x 0.5 mm",moderate,f,100%
99183,12672,Pycnonotidae,CHO-B-308,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/18/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,none,testes 9 x 5 mm,none,m,100%
99184,12651,Pycnonotidae,CHO-B-290,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/17/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,none,testes 3 x 2 mm,none,m,100%
99185,12681,Pycnonotidae,CHO-B-317,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/18/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 9 x 6 mm,none,m,100%
99186,12683,Pycnonotidae,CHO-B-319,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/18/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 9 x 4 mm,none,m,100%
99187,12703,Pycnonotidae,CHO-B-331,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/19/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,ovary mass 6 x 3 mm,none,f,100%
99188,12694,Pycnonotidae,CHO-B-322,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/19/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 10 x 6 mm,none,m,100%
99189,12666,Pycnonotidae,CHO-B-303,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/17/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 3 x 2 mm,none,m,100%
99190,12668,Pycnonotidae,CHO-B-305,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/17/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 8 x 4 mm,none,m,100%
99191,12682,Pycnonotidae,CHO-B-318,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/18/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,"ovary mass 10 x 6 mm, lg. ovum 1 x 1 mm",none,f,100%
99192,12654,Pycnonotidae,CHO-B-293,Iole,palawanensis,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/17/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 8 x 4 mm,none,m,100%
99193,12618,Pycnonotidae,RGM 879,Iole,palawanensis,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/16/2007,Skin - 1; Tissue - 100,overgrown plantation,netted,,,,,,no,trace,"ovary mass 9 x 7 mm, yolked egg, 5 mm; oviduct enlarged",none,f,100%
99194,12660,Pycnonotidae,RGM 888,Pycnonotus,plumosus,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/17/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,no,trace,testes 6 x 5 mm,none,m,100%
99195,12705,Pycnonotidae,CHO-B-333,Pycnonotus,plumosus,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/19/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,trace,"ovary mass 5 x 4 mm, ova minute, oviduct straight, < 1 mm",body,f,100%
99196,12667,Pycnonotidae,CHO-B-304,Pycnonotus,plumosus,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/17/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,heavy,ovary mass 10 x 6 mm,none,f,100%
99197,12641,Pycnonotidae,CHO-B-283,Pycnonotus,atriceps,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/16/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,heavy,"ovary mass 4 x 3 mm, lg. ovum 1 x 1 mm",none,f,100%
99198,12639,Pycnonotidae,CHO-B-282,Pycnonotus,atriceps,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/16/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 5 x 3 mm,in tail,m,100%
99199,12642,Pycnonotidae,CHO-B-284,Pycnonotus,atriceps,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/16/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,,light,testes 7 x 4 mm,none,m,100%
99200,12633,Pycnonotidae,RGM 882,Pycnonotus,atriceps,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/16/2007,Skin - 1; Tissue - 100,secondary forest,netted,,,,,,no,trace,testes 8 x 6 mm,none,m,100%
99268,12448,Pycnonotidae,CHO-B-144,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/07/07,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,heavy,testes 4 x 2 mm,none,m,100%
99269,12485,Pycnonotidae,CHO-B-181,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/09/07,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,light,ovary mass 12 x 4 mm,on both sides of cheek,f,100%
99270,12482,Pycnonotidae,CHO-B-178,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/09/07,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,light,ovary mass 13 x 6 mm,none,f,100%
99271,12510,Pycnonotidae,CHO-B-206,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/10/07,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,light,"ovary mass 15 x 10 mm, lg. ovum 1 x 1 mm",none,f,100%
99272,12516,Pycnonotidae,CHO-B-212,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/11/07,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,,not recorded,none,u,
99273,12513,Pycnonotidae,CHO-B-209,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/11/07,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,moderate,ovary mass 15 x 10 mm,none,f,100%
99274,12546,Pycnonotidae,CHO-B-242,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/14/2007,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,light,testes 2 x 1 mm,none,m,100%
99275,12547,Pycnonotidae,CHO-B-243,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/14/2007,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,light,testes 4 x 3 mm,none,m,100%
99276,12548,Pycnonotidae,CHO-B-244,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/14/2007,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,heavy,ovary mass 8 x 4 mm,cheeks & breast,f,100%
99277,12552,Pycnonotidae,CHO-B-248,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/14/2007,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,light,testes 2 x 1 mm,none,m,100%
99278,12551,Pycnonotidae,CHO-B-247,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/14/2007,Skin - 1; Tissue - 100,second growth,shot by local hunter,,,,,,,heavy,testes 2 x 1 mm,none,m,100%
99289,15325,Pycnonotidae,CHO-B-65,Hypsipetes,philippinus,Philippines,Antique,,"Panay Island, Barangay Aningalan, Muncipality of San Remigio",10.812,122.182,10/15/2006,Skeleton - 1; Tissue - 100,second growth,netted,,,,,,,,testes 2 x 1 mm,none,m,
99350,11296,Pycnonotidae,RLB 928,Spizixos,semitorques,China,Guizhou,Daozhen,Dashahe Nature Preserve,29.1668333,107.575,05/02/06,Skeleton - 1; Tissue - 100,secondary scrub; parasite # 1485,netted,,,,,,no,light,testes 4 x 3 mm,none,m,100%
99353,11359,Pycnonotidae,RLB 950,Spizixos,semitorques,China,Guizhou,Daozhen,Dashahe Nature Preserve,29.1668333,107.575,05/05/06,Skeleton - 1; Tissue - 100,secondary scrub; parasite # 1573,netted,,,,,,no,light,testes 3 x 2 mm,none,m,100%
99360,11303,Pycnonotidae,BWB 1002,Ixos,mcclellandii,China,Guizhou,Daozhen,Dashahe Nature Preserve,29.1668333,107.575,05/03/06,Skeleton - 1; Tissue - 100,secondary scrub; parasite # 1499,netted,,,,,,,none,testes 7 x 4 mm,none,m,100%
99362,11338,Pycnonotidae,BWB 1016,Spizixos,semitorques,China,Guizhou,Daozhen,Dashahe Nature Preserve,29.1668333,107.575,05/04/06,Skeleton - 1; Tissue - 100,secondary scrub; parasite # 1538,netted,,,,,,,none,testes 2 x 1 mm,none,m,100%
99366,15313,Pycnonotidae,CHO-B-53,Hypsipetes,philippinus,Philippines,Antique,,"Panay Island, Barangay Aningalan, Muncipality of San Remigio",10.812,122.182,10/13/2006,Skeleton - 1; Tissue - 100,secondary forest,netted,,,,,,,light,"ovary mass 8 x 4 mm, granular",none,f,100%
99378,12487,Pycnonotidae,CHO-B-183,Hypsipetes,amaurotis,Philippines,Cagayan,,"Camiguin Norte Island, Municipality of Calayan, Barangay Balatubat, Kauringan",18.902,121.908,02/10/07,Skeleton - 1; Tissue - 100,second growth forest,netted,,,,,,,moderate,ovary 7 x 4 mm,none,f,100%
99383,12617,Pycnonotidae,CHO-B-265,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/16/2007,Skeleton - 1; Tissue - 100,second growth forest,netted,,,,,,,light,"ovary mass 10 x 8 mm, ovum 2 mm",none,f,100%
99384,12632,Pycnonotidae,CHO-B-277,Pycnonotus,atriceps,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/16/2007,Skeleton - 1; Tissue - 100,second growth forest,netted,,,,,,,light,testes 8 x 5 mm,none,m,100%
99391,12701,Pycnonotidae,CHO-B-329,Alophoixus,bres,Philippines,Palawan,,"Palawan Island, Puerto Princesa, Barangay Irawan, Irawan watershed",9.8371667,118.6411667,03/19/2007,Skeleton - 1; Tissue - 100,second growth forest,netted,,,,,,,none,testes 4 x 3 mm,none,m,100%
99417,13801,Pycnonotidae,RLB 1100,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/08/07,Alcoholic - 1; Tissue - 100,secondary forest; parasite # 1976; fixed with ethanol,netted,,,,,,,,,,u,
99427,13760,Pycnonotidae,RLB 1088,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/05/07,Alcoholic - 1; Tissue - 100,secondary forest; parasite # 1885; fixed with formaldehyde,netted,,,,,,,,,,u,
99428,13670,Pycnonotidae,RLB 1048,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/01/07,Alcoholic - 1; Tissue - 100,secondary forest; parasite # 1757; fixed with formaldehyde,netted,,,,,,,,,,u,
99435,13710,Pycnonotidae,RLB 1064,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/03/07,Alcoholic - 1; Tissue - 100,secondary forest; parasite # 1807; fixed with formaldehyde,netted,,,,,,,,,,u,
99436,13761,Pycnonotidae,AN 764,Pycnonotus,xanthorrhous,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/05/07,Alcoholic - 1; Tissue - 100,secondary forest; parasite # 1883; fixed with formaldehyde,netted,,,,,,,,,,u,
99438,13694,Pycnonotidae,AN 732,Hemixos,castanonotus,China,Guizhou,Libo,"Libo, 8 km N",25.484,107.881,04/02/07,Alcoholic - 1; Tissue - 100,secondary forest; parasite # 1779; fixed with formaldehyde,netted,,,,,,,light,,,u,
99718,13601,Pycnonotidae,AN 678,Spizixos,semitorques,China,Guizhou,Libo,"Libo, 8 km N",25.48465,107.8818,03/28/2007,Skin - 1; Tissue - 100,secondary forest; parasite # 1655,netted,,,,,,no,light,"ovary mass 6 x 4 mm, lg. ovum 0.5 mm",none,f,100%
