Catalog #,Tissue #,Family - Full Name,Preparator #,Genus - Full Name,Species - Full Name,Country - Full Name,State - Full Name,County - Full Name,Locality,DecimalLatitude,DecimalLongitude,Collection Date,Preparations,Collection Object - Remarks,Collector (orig),Collectors - Last Name,Collectors - First Name,Collectors - Middle Initial,Specimen Attribute - Age,Age Category,Specimen Attribute - Bursa,Specimen Attribute - Fat,Specimen Attribute - Gonads,Specimen Attribute - Molt,Specimen Attribute - Sex,Skull Oss.
92583,,Pycnonotidae,BWB 508,Hemixos,castanonotus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/28/2002,Alcoholic - 1,preserved with formaldehyde,netted,,,,,,,,,moderate on chest & back,U,
92585,,Pycnonotidae,BWB 523,Ixos,mcclellandii,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/30/2002,Alcoholic - 1,preserved with formaldehyde,netted,,,,,,,,,light body,U,
92587,,Pycnonotidae,BWB 546,Spizixos,semitorques,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,09/03/02,Alcoholic - 1,preserved with formaldehyde,netted,,,,,,,,,light body,U,
92621,6643,Pycnonotidae,BWB 488,Hemixos,castanonotus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/23/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,none,none,testes 10 x 6 mm,light body,M,100%
92622,6642,Pycnonotidae,BWB 487,Hemixos,castanonotus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/23/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,none,none,"ovary mass 8 x 6 mm, lg. Ovum 1 mm; brood patch 30 mm",light body,F,100%
92623,6690,Pycnonotidae,OK 181,Hemixos,castanonotus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/29/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,none,light,"ovary mass 6 x 3 mm, granular",heavy body,F,100%
92624,6651,Pycnonotidae,GC 120,Hemixos,castanonotus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/25/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,,light,not found,,U,
92625,6685,Pycnonotidae,,Ixos,mcclellandii,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/29/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,,little,ovary mass 13 x 5 mm; many yolks,none,F,100%
92626,6696,Pycnonotidae,BWB 524,Ixos,mcclellandii,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/30/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,none,light,ovary mass 9 x 6 mm; lg. Ovum 2 mm,light body,F,100%
92627,6688,Pycnonotidae,GC 128,Ixos,mcclellandii,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/29/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,,little,testes 12 x 8 mm,none,M,100%
92628,6647,Pycnonotidae,GC 116,Hypsipetes,leucocephalus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/25/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,,light,testes 7.5 x 1.5 mm,heavy body,M,
92629,6659,Pycnonotidae,BWB 499,Spizixos,semitorques,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/26/2002,Skin - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,8 x 4 mm,none,ovary mass 8 x 2 mm,light body; # 2 primary,F,unoss.
92716,6671,Pycnonotidae,BWB 507,Hemixos,castanonotus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/27/2002,Skeleton - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,none,none,testes 2 x 1 mm,"wing & tail; light on chest, back & head",M,100%
92723,6680,Pycnonotidae,OK 179,Hemixos,castanonotus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/28/2002,Skeleton - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,none,light,ovary mass 6 x 3 mm,heavy on back & head,F,100%
92724,6693,Pycnonotidae,OK 182,Hemixos,castanonotus,China,Hunan,Dongan,Dongan Shun Huang Shan National Park,26.409,111.035,08/29/2002,Skeleton - 1; Tissue - 100,lower montane bamboo-evergreen forest,netted,,,,,,8 x 4 mm,light,testes 1.5 x 1 mm,all over,M,5%
93416,9998,Pycnonotidae,ATP 2004-51,Hemixos,castanonotus,China,Guangxi,,Diding Headwater Nature Preserve,,,09/22/2004,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 147,"Peterson, A.T.",Peterson,A.,T.,,,8 x 3 mm,light,ovary minute,general,f,10%
93417,10208,Pycnonotidae,GC 2004-29,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,,,10/04/04,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 521,netted,,,,,,none,light,"ovary 3 x 1.5 mm, granular",no wing or tail,f,100%
93418,10184,Pycnonotidae,AN 456,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,,,10/02/04,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 458,netted,,,,,,8 x 5 mm,light,testes 1.5 mm,"heavy body, especially on head",m,unoss.
93419,9993,Pycnonotidae,ATP 2004-49,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,,,09/22/2004,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 137,netted,,,,,,,moderate,testes 7 x 5 mm,general,m,100%
93420,10029,Pycnonotidae,AN 402,Alophoixus,pallidus,China,Guangxi,,Diding Headwater Nature Preserve,,,09/23/2004,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 189,netted,,,,,,none,light,testes 4 x 2 mm,light body,m,100%
93421,9921,Pycnonotidae,ATP 2004-1,Alophoixus,pallidus,China,Guangxi,,Diding Headwater Nature Preserve,,,09/19/2004,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 14,netted,,,,,,9 x 5 mm,moderate,"ovary mass 8 x 4 mm,smooth",general body,f,10%
93422,10111,Pycnonotidae,AN 430,Alophoixus,pallidus,China,Guangxi,,Diding Headwater Nature Preserve,,,09/28/2004,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 327,netted,,,,,,none,light,"ovary 4 x 2 mm, granular",heavy body; also tail,f,100%
93425,10023,Pycnonotidae,GC 2004-3,Hemixos,castanonotus,China,Guangxi,,Diding Headwater Nature Preserve,,,09/23/2004,Alcoholic - 1; Tissue - 100,primary evergreen forest; parasite # 186,netted,,,,,,,,,,u,
95038,,Pycnonotidae,LASG 43,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen Nacional Park, ASOC",1.65,10.28333,06/02/02,Skeleton - 1,,netted,,,,,,none,none,testes 1 x 1 mm,none,M,100%
95045,,Pycnonotidae,LASG 47,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen Nacional Park, ASOC",1.65,10.28333,06/03/02,Alcoholic - 1,preserved with 70 % ethanol,netted,,,,,,,,,,U,
95876,8669,Pycnonotidae,LASG 88,Thescelocichla,leucopleura,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Rio Lobo",1.571667,10.388333,06/13/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,moderate,testes 5 x 4 mm,none,M,100%
95918,8573,Pycnonotidae,LASG 62,Bleda,notatus,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Rio Lobo",1.571667,10.388333,06/08/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,moderate,testes 2 x 1 mm,light in back and wings,M,100%
95934,8320,Pycnonotidae,LASG 1,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/24/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,light on neck,testes > 1 mm,none,M,25%
95935,8330,Pycnonotidae,Rigo 4,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/25/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,,,,,M,
95936,8340,Pycnonotidae,Rigo 5,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/25/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,,,ovary mass 4 x 3 mm,,F,
95937,8323,Pycnonotidae,LASG 2,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/25/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,none,testes 3 x 2 mm,light molt in wings,M,100%
95938,8331,Pycnonotidae,LASG 4,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/25/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,9 x 5 mm,moderate,ovary mass 3 x 1 mm,light body,F,10%
95939,8337,Pycnonotidae,LASG 5,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/25/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,6 x 3 mm,moderate,testes 1 mm,light body,M,80%
95940,8347,Pycnonotidae,LASG 7,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/25/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,6 x 2 mm,light,testes > 1 mm,light molt in wings,M,80%
95941,8324,Pycnonotidae,LASG 3,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/25/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,light on neck,testes 3 x 2 mm,light wing & on back,M,100%
95942,8350,Pycnonotidae,Rigo 6,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/25/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,,none,ovary mass 10 x 2 mm,,F,
95943,8373,Pycnonotidae,LASG 12,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/27/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,,testes 2 x 1 mm,none,M,100%
95944,8382,Pycnonotidae,Rigo 8,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/27/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,,none,ovary mass 3 x 2 mm,,F,
95945,8395,Pycnonotidae,LASG 16,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/27/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,moderate,ovary mass 3 x 1 mm,none,F,100%
95946,8415,Pycnonotidae,LASG 20,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/28/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,none,testes 1 x 1 mm,heavy tail molt,M,100%
95947,8475,Pycnonotidae,LASG 33,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/01/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,moderate,testes 1 x 1 mm,none,M,100%
95948,8540,Pycnonotidae,LASG 52,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/04/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,none,ovary mass 4 x 3 mm,light in tail,F,100%
95949,8551,Pycnonotidae,LASG 56,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/05/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,moderate,"ovary mass 7 x 6 mm, ova 1 mm",none,F,100%
95950,8594,Pycnonotidae,LASG 67,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Rio Lobo",1.571667,10.388333,06/09/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,moderate,ovary mass 7 x 5 mm,none,F,100%
95951,8683,Pycnonotidae,LASG 91,Eurillas,latirostris,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Rio Lobo",1.571667,10.388333,06/14/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,none,testes 1 x 1 mm,none,M,100%
95952,8565,Pycnonotidae,LASG 60,Phyllastrephus,xavieri,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Rio Lobo",1.571667,10.388333,06/08/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,,,testes 2 x 1 mm,,M,100%
95953,8362,Pycnonotidae,LASG 10,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/26/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,,light,testes 2 x 1 mm,none,M,100%
95954,8379,Pycnonotidae,LASG 12,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/27/2002,Skin - 1; Tissue - 100,,netted,,,,,,none,none,ovary mass 3 x 1 mm,none,F,100%
95955,8416,Pycnonotidae,LA 1,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,05/28/2002,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,light,ovary mass 2 x 2 mm,none,F,100%
95956,8559,Pycnonotidae,Rigo 10,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/05/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,,,testes 2 x 1 mm,,M,100%
95957,8470,Pycnonotidae,LASG 32,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/01/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,none,testes 4 x 2 mm,none,M,100%
95958,8506,Pycnonotidae,LASG 41,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/02/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,moderate,ovary mass 6 x 4 mm,none,F,100%
95959,8509,Pycnonotidae,LASG 42,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/02/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,moderate,"ovary mass 7 x 6 mm, ova 1.5 mm",none,F,100%
95960,8543,Pycnonotidae,LASG 53,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/04/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,none,ovary mass 5 x 4 mm,none,F,100%
95961,8545,Pycnonotidae,LASG 54,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/05/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,light,testes 7 x 4 mm,light on rump,M,100%
95962,8556,Pycnonotidae,LASG 57,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Monte Alen",1.661667,10.29,06/05/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,none,testes 5 x 4 mm,none,M,100%
95963,8629,Pycnonotidae,LASG 77,Eurillas,virens,Equatorial Guinea,Centro Sur,,"Monte Alen National Park, Rio Lobo",1.571667,10.388333,06/11/02,Skin - 1; Tissue - 100,"tissue samples of this individual at Yale, ANSP, & KU",netted,,,,,,none,none,testes 0.5 x 0.5 mm,none,M,100%
96268,not taken,Pycnonotidae,MBR 6761,Pycnonotus,jocosus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,05/04/05,Alcoholic - 1,parasite # 783; preserved with ethanol,netted,,,,,,,,,none,u,
96279,not taken,Pycnonotidae,MBR 6713,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/25/2005,Alcoholic - 1,parasite # 992; preserved with ethanol,netted,,,,,,,,,none,u,
96282,not taken,Pycnonotidae,MBR 6715,Alophoixus,pallidus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/25/2005,Alcoholic - 1,preserved with ethanol; parasite # 657; scanned in 2020 for o-Vert project; KU loan 2019-7,netted,,,,,,,,,none,u,
96303,,Pycnonotidae,ATP 2004-126,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,,,09/29/2004,Alcoholic - 1,preserved with ethanol; parasite # 357,netted,,,,,,,,,,u,
96304,10107,Pycnonotidae,GC 2004-17,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,,,09/28/2004,Alcoholic - 1; Tissue - 100,preserved with ethanol; parasite # 324,netted,,,,,,,,,,u,
96305,,Pycnonotidae,ATP 2004-140,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,,,09/30/2004,Alcoholic - 1,preserved with ethanol; parasite # 394,netted,,,,,,,,,,u,
96306,,Pycnonotidae,ATP 2004-141,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,,,09/30/2004,Alcoholic - 1,preserved with ethanol; parasite # 395,netted,,,,,,,,,,u,
96307,,Pycnonotidae,ATP 2004-30,Alophoixus,pallidus,China,Guangxi,,Diding Headwater Nature Preserve,,,09/20/2004,Alcoholic - 1,preserved with ethanol; parasite # 85,netted,,,,,,,,,,u,
96425,10337,Pycnonotidae,MBR 6699,Hypsipetes,leucocephalus,China,Guangxi,,Shiwandashan National Nature Preserve,21.86,107.84,04/23/2005,Skin - 1; Tissue - 100,with another in fruiting tree at edge of secondary forest; parasite # 936,"Robbins, M.B.",Robbins,Mark,B.,,,none,none,"testes 11 x 6.5 mm, seminal vesicles enlarged",none,m,100%
96426,10425,Pycnonotidae,MBR 6750,Hypsipetes,leucocephalus,China,Guangxi,,Shiwandashan National Nature Preserve,21.86,107.84,05/03/05,Skin - 1; Tissue - 100,singing in dead tree at edge of secondary forest; parasite # 799,"Robbins, M.B.",Robbins,Mark,B.,,,none,light,"testes 11 x 6 mm, seminal vesicles enlarged",none,m,100%
96427,10313,Pycnonotidae,MBR 6687,Pycnonotus,sinensis,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/20/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 901,netted,,,,,,none,light,"ovary mass 6 x 3.5 mm, ova < 1 mm",none,f,100%
96428,10382,Pycnonotidae,TJD 6250,Pycnonotus,sinensis,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/27/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 687,netted,,,,,,none,none,testes 5.5 x 5 mm,none,m,100%
96429,10317,Pycnonotidae,TJD 6215,Pycnonotus,jocosus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/20/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 906,netted,,,,,,none,light,testes 6.5 x 3.5 mm (dark),none,m,100%
96430,10347,Pycnonotidae,MBR 6704,Pycnonotus,jocosus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/23/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 946,netted,,,,,,none,none,"ovary mass 6 x 3 mm, ova < 1 mm",none,f,100%
96431,10438,Pycnonotidae,MBR 6758,Pycnonotus,jocosus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,05/05/05,Skin - 1; Tissue - 100,secondary forest; parasite # 776,netted,,,,,,none,none,"testes 7 x 5 mm, seminal vesicles enlarged",none,m,100%
96432,10353,Pycnonotidae,MBR 6706,Alophoixus,pallidus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/24/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 967,netted,,,,,,none,none,"testes 13 x 6.5 mm, seminal vesicles enlarged",none,m,100%
96433,10266,Pycnonotidae,TJD 6189,Alophoixus,pallidus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/16/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 762,netted,,,,,,none,none,testes 10 x 6 mm,light overall,m,100%
96434,10263,Pycnonotidae,MBR 6663,Alophoixus,pallidus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/16/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 709,netted,,,,,,none,none,"testes 10 x 6 mm, seminal vesicles 10 x 6 mm",none,m,100%
96435,10259,Pycnonotidae,TJD 6185,Alophoixus,pallidus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/16/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 705,netted,,,,,,none,none,"ovary mass 9.5 x 5.5 mm; lg. ovum 2 mm, oviduct 3 mm",trace body,f,100%
96436,10348,Pycnonotidae,TJD 6232,Alophoixus,pallidus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/23/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 950,netted,,,,,,none,none,"ovary mass 8.5 x 5 mm, lg. ovum 1 mm, oviduct 2 mm",none,f,100%
96437,10307,Pycnonotidae,TJD 6210,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/20/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 890,netted,,,,,,none,none,"ovary mass 9.5 x 5 mm, lg. ovum 2 mm in diameter",no body,f,100%
96438,10327,Pycnonotidae,MBR 6694,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/21/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 920,netted,,,,,,none,moderate,"ovary mass 4 x 2 mm, ova < 1 mm; oviduct straight",none,f,100%
96439,10273,Pycnonotidae,MBR 6668,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/17/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 811,netted,,,,,,none,none,testes 8 x 5 mm,central rectrices in molt,m,100%
96440,10275,Pycnonotidae,TJD 6194,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/17/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 824,netted,,,,,,none,none,testes 6 x 4 mm,trace,m,100%
96441,10294,Pycnonotidae,MBR 6678,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/19/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 864,netted,,,,,,none,none,testes 10 x 6 mm,none,m,100%
96442,10310,Pycnonotidae,MBR 6686,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/20/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 894,netted,,,,,,none,light,testes 9 x 6 mm,none,m,100%
96443,10439,Pycnonotidae,MBR 6759,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,05/04/05,Skin - 1; Tissue - 100,secondary forest; parasite # 779,netted,,,,,,none,none,"testes 9 x 6 mm, seminal vesicles enlarged",none,m,100%
96444,10455,Pycnonotidae,TJD 6289,Hemixos,castanonotus,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,05/06/05,Skin - 1; Tissue - 100,secondary forest; parasite # 1042,netted,,,,,,,,"ovary mass 5 x 4 mm, ova & oviduct minute",none,f,
96454,10383,Pycnonotidae,MBR 6727,Ixos,mcclellandii,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/27/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 688,netted,,,,,,none,none,"ovary mass 8 x 6 mm, lg. ovum 1.5 x 1.5 mm; oviduct straight",none,f,100%
96455,10269,Pycnonotidae,MBR 6666,Ixos,mcclellandii,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/16/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 810,netted,,,,,,none,none,testes 10 x 5.5 mm; seminal vesicles enlarged,none,m,100%
96456,10268,Pycnonotidae,TJD 6190,Ixos,mcclellandii,China,Guangxi,,Shiwandashan National Nature Preserve,21.84,107.88,04/16/2005,Skin - 1; Tissue - 100,secondary forest; parasite # 809,netted,,,,,,none,trace,"ovary mass 10 x 6 mm, lg. ovum 2 mm, oviduct 3 mm",trace body,f,100%
96612,10106,Pycnonotidae,ATP 2004-113,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,23.122,105.963,09/28/2004,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 325,netted,,,,,,,light,,overall,u,unoss.
96613,10154,Pycnonotidae,GC 24,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,23.122,105.963,09/30/2004,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 386,netted,,,,,,,light,"ovary mass 3 x 2 mm, smooth",tail & wings,f,
96614,10223,Pycnonotidae,GC 2004-32,Ixos,mcclellandii,China,Guangxi,,Diding Headwater Nature Preserve,23.122,105.963,10/05/04,Skin - 1; Tissue - 100,primary evergreen forest; parasite # 557,netted,,,,,,,light,,all over; including flight feathers,u,80%
